"time";"L_T";"MB_DMM";"MB_instant_DMM";"MB_BDMM"
59;1,02;8,47411106034593;11,1343883546207;15,8626637343952
72;0,26;11,0668608272742;10,0560179075461;15,169168713282
84;0,24;45,7821547732044;42,2513774233528;9,94262694473994
123;0,78;13,5106802966269;16,6728276961639;30,9612562103572
140;0,34;36,4345951890934;47,9937068390265;51,6825337187272
291;3,02;39,3688808853063;37,3055607066588;15,4965840062446
344;1,06;7,72727272727272;9,64378146993071;22,1990810548902
462;2,36;19,9399661940445;9,78287312704559;4,40736158502992
471;0,18;31,3076806294749;26,9295016327808;6,75548019954844
