"X1.lambda","X2.lambda","X3.lambda","X4.lambda"
0.092346917,0.07041849,0.060310989,0.084068126
0.067366868,0.067439782,0.059697148,0.082783813
0.072085767,0.086335254,0.0698154,0.059275943
0.078799308,0.065656531,0.058906024,0.084912211
0.067821512,0.077475417,0.092183279,0.079682223
0.06931316,0.078073698,0.059002484,0.065810256
0.094828933,0.076231402,0.091193074,0.091608622
0.05425904,0.070190767,0.056805626,0.075650725
0.087402119,0.081430274,0.08190886,0.063566584
0.087217148,0.080429701,0.061053938,0.060294902
0.080992542,0.072992811,0.074733758,0.065183866
0.08815879,0.079159655,0.068835375,0.070004148
0.086493318,0.0578,0.066704908,0.075665535
0.077513324,0.09791985,0.069893719,0.071513676
0.050248208,0.05912071,0.064748913,0.062880824
0.094146237,0.083713908,0.071115821,0.058327186
0.070588675,0.068988855,0.071506359,0.053499808
0.07285156,0.077473149,0.065298335,0.06110765
0.070682993,0.07867876,0.080627521,0.077234888
0.078077415,0.077485638,0.058840796,0.067365069
0.069506712,0.075787385,0.078538821,0.069897809
0.076398764,0.071060431,0.072069898,0.093757948
0.072631813,0.068158494,0.068904343,0.049667076
0.071275114,0.071074953,0.075503895,0.069858274
0.076144894,0.082515467,0.080432281,0.076833772
0.073165755,0.064890554,0.093071151,0.07251963
0.071226869,0.06449792,0.067547856,0.065570913
0.076481639,0.072596154,0.069356316,0.060591223
0.070557532,0.072371161,0.080906411,0.096045491
0.063303513,0.075050133,0.076527158,0.063376768
0.049545295,0.070632759,0.080513215,0.06986799
0.062682165,0.053353681,0.073250494,0.07066638
0.073000645,0.066046708,0.07132747,0.060169489
0.070357038,0.053008566,0.072298487,0.080547797
0.070038902,0.050356633,0.066880689,0.076133489
0.062042962,0.078933854,0.072723477,0.075742405
0.077178161,0.069185035,0.075405458,0.083179647
0.065654747,0.087996976,0.077110022,0.062045749
0.076621136,0.084726026,0.069382094,0.078721725
0.068387103,0.067619723,0.070805981,0.080393347
0.073464948,0.064516298,0.06865244,0.073090706
0.07042749,0.058965322,0.064452254,0.073150727
0.07122592,0.068568448,0.066121807,0.071585942
0.071635641,0.075018524,0.082348156,0.080682076
0.065349147,0.072320562,0.068275399,0.063762403
0.090732227,0.076040171,0.079424576,0.059537143
0.063175914,0.079403812,0.077064171,0.092334772
0.082028387,0.063669242,0.083769994,0.082800153
0.061047329,0.076246948,0.082668644,0.066793685
0.058351319,0.050936956,0.066326985,0.071345836
0.073136062,0.075370183,0.086688861,0.091047545
0.061840248,0.074225393,0.059728274,0.073446846
0.067902592,0.071316729,0.092410878,0.062111019
0.070666242,0.073116961,0.056216036,0.097524765
0.099848607,0.07719053,0.081059725,0.084386228
0.058678755,0.064594619,0.074313902,0.076769928
0.06426069,0.085346251,0.068733553,0.076599563
0.071472691,0.060036752,0.071547874,0.094174783
0.068423387,0.067647085,0.084719736,0.07401961
0.083061868,0.078076304,0.087951225,0.084574377
0.065535032,0.068565179,0.078420627,0.053465091
0.078429848,0.071394966,0.065721691,0.089929274
0.070081395,0.071864503,0.074751142,0.087963127
0.072649332,0.070549205,0.051364335,0.058619513
0.078411975,0.069360715,0.063713621,0.070192758
0.066489476,0.079660434,0.073219028,0.069197586
0.086035477,0.069323591,0.072028632,0.075684706
0.081512387,0.084107858,0.071080421,0.077775963
0.071935401,0.058157638,0.077113933,0.059414889
0.064984712,0.085156571,0.071273632,0.079976698
0.087331792,0.088281175,0.062930598,0.059114329
0.066721667,0.085890495,0.086165045,0.064028446
0.07892394,0.087324458,0.080272669,0.070333925
0.074949018,0.08731414,0.066953493,0.077288609
0.078771249,0.058036999,0.06549284,0.069980461
0.071090088,0.070827692,0.081116245,0.066105779
0.069313718,0.082697717,0.073523995,0.072726256
0.089814716,0.06727579,0.054966791,0.083429068
0.08284498,0.063075577,0.057189922,0.082665888
0.054207944,0.072745649,0.07941343,0.077967238
0.099146267,0.073857411,0.058534832,0.078837586
0.076216144,0.056515559,0.09828917,0.08397799
0.067143371,0.098974685,0.060614615,0.06383538
0.066693455,0.098008544,0.073588171,0.071365516
0.087024341,0.10383323,0.066878506,0.082547508
0.062475881,0.054021192,0.073673319,0.065690911
0.085264066,0.062188426,0.069057064,0.072765114
0.080687256,0.073874484,0.068599299,0.09657735
0.09215442,0.070733146,0.081328188,0.090716834
0.057936761,0.083284837,0.080666992,0.069046563
0.057975681,0.063482231,0.058772608,0.0651122
0.092601193,0.059786675,0.092321519,0.079268603
0.09131604,0.072583984,0.10383446,0.067135479
0.062037585,0.060023766,0.062096577,0.07487152
0.079777357,0.085983482,0.068332895,0.079008915
0.080994768,0.067195379,0.091296867,0.058944123
0.069410002,0.084272734,0.054736226,0.072349763
0.066802701,0.067060464,0.077008495,0.097968546
0.07339426,0.066721695,0.061845443,0.10065896
0.0562652,0.064005102,0.065088398,0.11410706
0.075026586,0.091219805,0.073081418,0.07860153
0.064758146,0.062919324,0.074875537,0.072557087
0.079661952,0.066544136,0.061002422,0.076356154
0.079531639,0.072340386,0.064928682,0.071721826
0.082523994,0.076218109,0.056172627,0.066259964
0.067597444,0.05892583,0.062895991,0.061492532
0.085433989,0.083253056,0.066988112,0.079091801
0.075193663,0.06328393,0.1041285,0.059197642
0.066035473,0.083992024,0.052141797,0.096603428
0.054821028,0.07015534,0.057396571,0.060606656
0.088016481,0.089265856,0.068341478,0.068833784
0.067869717,0.061354228,0.078939811,0.068003528
0.073506467,0.074198525,0.069345505,0.079876601
0.082611568,0.079532694,0.058904486,0.060301639
0.07194582,0.077068859,0.07990905,0.072579366
0.07988004,0.076890934,0.063217399,0.051965738
0.080953866,0.080866508,0.080601011,0.086482486
0.080714737,0.083851574,0.054191864,0.093569173
0.069381403,0.068909546,0.071499261,0.059225854
0.084080511,0.066834387,0.073884735,0.069946886
0.081993637,0.093102311,0.067978785,0.079929809
0.090801542,0.071101477,0.0641756,0.058927813
0.087714846,0.055352454,0.047843862,0.077683394
0.069441742,0.069132778,0.096614658,0.070032246
0.072467756,0.077511444,0.074487703,0.082854996
0.076123591,0.078507008,0.098401322,0.061239352
0.065179523,0.088697408,0.065489321,0.071304956
0.066402648,0.057055063,0.060974499,0.078612255
0.058130726,0.072361251,0.098750744,0.06333559
0.079504431,0.080677499,0.059886743,0.083287661
0.076471679,0.070108908,0.10839969,0.082120624
0.081752302,0.089333743,0.10547871,0.062687202
0.060143439,0.057624587,0.072108265,0.07469044
0.071955396,0.061731555,0.075793752,0.096845045
0.064622235,0.081878443,0.070312844,0.081221339
0.075041856,0.081582259,0.079119573,0.079093548
0.087038628,0.059321295,0.073003641,0.065501924
0.06168241,0.060025072,0.076965991,0.078079327
0.094327274,0.070312204,0.081295363,0.08244901
0.07701324,0.071660891,0.065246378,0.085552681
0.074911665,0.072347931,0.091275824,0.064904576
0.075451261,0.083118131,0.057854562,0.068564025
0.070761556,0.092659462,0.082450607,0.093809765
0.091526276,0.073891373,0.072831555,0.062468086
0.057221833,0.075243346,0.072687389,0.05352503
0.065382541,0.090086584,0.074219454,0.069093162
0.062772174,0.069234465,0.061058835,0.10621653
0.086855438,0.068273138,0.093375499,0.084564064
0.057690648,0.074757544,0.061021637,0.087592402
0.062576705,0.079133927,0.080229555,0.06189955
