"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"s2[20,2]",7.930567592305,7.88707085,2.34946506711841,2.37479947278,4.11164511,11.7926685,1.0011994750391,7530.82743625555,2781.36229390322
"s2[21,2]",8.0079163451075,7.98238335,2.42646929644348,2.34954278874,3.993041085,11.99478775,1.0016434945452,7464.98991666048,2158.86767272687
"s2[22,2]",7.955259905625,7.963325,2.37628417605979,2.3962263045,3.981231315,11.83561035,1.00050210657147,6093.90043682739,2752.58887232714
"s2[23,2]",7.950005724447,7.91979785,2.40106289824637,2.41439163861,4.087768005,11.87441365,1.00061738650034,7999.89627551966,2992.68717988157
"s2[24,2]",8.0132969585475,8.0181939,2.41559771285223,2.41334203194,4.01335207,11.94980145,1.00066580141508,5875.78032144509,2625.67491208786
"s2[25,2]",7.9347862339175,7.92678715,2.37262514274986,2.3854641111,3.99471262,11.79125345,1.00054865523964,6248.97139054658,2829.69940328954
"s2[26,2]",7.9784009301875,7.9790066,2.40890615927341,2.36868975231,4.089340075,12.04059065,1.00074856522933,9554.17589742881,2303.72938279347
"s2[27,2]",7.9614354422285,7.9685911,2.31918639924966,2.3302009374,4.109697785,11.7713684,1.0017863207493,7180.18324641208,2929.2762728033
"s2[28,2]",7.948688997075,7.9616242,2.35199424137056,2.36170922673,4.04948211,11.84500915,1.00124054863001,8172.55924918751,2809.54637110573
"s2[29,2]",7.9583830304695,7.92626465,2.3748484797522,2.38445045748,4.123302035,11.92597395,1.00065239463226,7044.73773402915,2763.30383597932
"s2[30,2]",7.9494457395025,7.935619,2.37499980000073,2.33231860911,3.912200225,11.89331755,0.999873127609204,7595.07801828625,2800.81935163158
"s2[31,2]",7.9639828917125,7.9755497,2.4135667699906,2.4513338052,4.01950889,11.9026619,1.00035026935725,7212.25036817268,3015.40421257064
"s2[32,2]",7.9412754175675,7.92172185,2.38663038139474,2.34592405866,4.01191263,11.90354685,1.0003415299249,7743.04860609404,3055.22241885796
"s2[33,2]",8.0231557015275,7.9933364,2.31047055620763,2.26367193108,4.26640935,11.85006325,1.00059303113956,8033.44975788601,3192.23284742454
"s2[34,2]",7.980610690065,7.98394275,2.33804381231277,2.31788156922,4.12583573,11.77802215,1.00203375952909,5831.87361473827,3015.84391486372
"s2[35,2]",7.91734383365,7.9254591,2.3788952221953,2.39767139472,4.052697945,11.91130495,1.00238138644895,4918.56030320438,2893.39248377606
"s2[36,2]",7.98227921316,8.00109785,2.42430130771992,2.44103618451,3.953667775,11.8842743,1.00184994623592,4209.74585609151,2958.53104562369
"s2[37,2]",7.9795372172105,7.972157,2.34809791835357,2.27721585273,4.16509753,11.8746368,1.00031802875028,7342.39495012807,2583.03698290829
"s2[38,2]",7.05657687930225,7.0282514,2.28342311884751,2.26565142447,3.339730305,10.77935695,1.00144580006054,7760.42094298486,3082.90375212565
"s2[39,2]",6.09573600629,6.13601735,1.94660755098274,1.96458043551,2.895889055,9.256091465,1.00015836089727,3535.09779954624,2550.35686520973
"s2[40,2]",7.95363646151025,7.9616928,2.45624310636447,2.51052475695,3.96252898,11.946811,1.00151646340628,8908.10110025572,2795.16341996952
"s2[41,2]",7.97606855209925,8.01613305,2.46563666451396,2.41904981955,3.87339162,12.04020255,1.00441886518919,8750.6974247908,2492.74131106639
"s2[42,2]",7.96865680215,7.9507026,2.3413447959972,2.33791127283,4.087095535,11.8425262,1.00063982500434,5602.70909767539,3160.71616204574
"s2[43,2]",7.9192933238725,7.92061725,2.38755345751,2.35832118921,3.981096945,11.8971316,1.00248286891606,5438.10501596704,3002.36389687594
"s2[44,2]",7.9976374426475,7.97074165,2.45838464605112,2.44136561823,3.903277105,12.0363789,1.00113866914355,7741.28125781095,2510.45113244415
"s2[45,2]",7.90931866140075,7.8943695,2.37446409562299,2.34572887437,3.929251465,11.7554878,0.999711487372919,5783.59463618578,3034.44361417102
"s2[46,2]",7.98961307211025,8.0137975,2.42158609488303,2.43657222417,4.04433968,11.86036775,1.00266371455835,8227.16609740518,3008.18598218478
"s2[47,2]",7.9993232795975,8.02164785,2.38788774908002,2.45762988849,4.169348845,11.88315885,1.00244928439423,8997.31230596262,2325.10802724898
"s2[48,2]",7.9807347261125,8.0231634,2.34867063509131,2.44220380614,4.12646472,11.7789224,1.00064281861399,7253.23201242977,3108.63925471903
"s2[49,2]",7.980753362445,8.02609905,2.38278530255185,2.37282427893,4.1010088,11.8785082,1.00024581049303,9337.64703466175,2645.79624033677
"s2[50,2]",8.00899934850675,8.02767255,2.39770009723862,2.39734611228,4.04866701,11.870348,1.00320490829628,5761.73124585267,2734.1995996616
