variable;mean;median;sd;mad;q5;q95;time;
p_fit[228;1];0.00344266818337775;0.00119747;0.00646212747095719;0.0015641029698;3.8156e-05;0.014062715;549.009192957808
p_fit[229;1];0.00344265115111313;0.001197465;0.00646211477698661;0.0015640977807;3.81555e-05;0.014062715;549.009464522107
p_fit[230;1];0.0034426208230269;0.00119744;0.00646209184422188;0.0015640651635;3.81547e-05;0.014062715;549.009945780677
p_fit[231;1];0.0034426123927586;0.001197435;0.00646208601253672;0.0015640577505;3.8154495e-05;0.014062715;549.01008312169
p_fit[232;1];0.00344260271286228;0.001197425;0.00646207884765159;0.0015640444071;3.8154195e-05;0.01406281;549.010236216662
p_fit[233;1];0.00344254354452507;0.001197385;0.00646203559315952;0.0015639932574;3.815259e-05;0.01406281;549.011183601972
p_fit[234;1];0.00344253495364653;0.001197375;0.00646202891919701;0.0015639791727;3.815239e-05;0.01406281;549.011317264265
p_fit[235;1];0.00344247413271658;0.00119734;0.0064619843865762;0.0015639346947;3.8150685e-05;0.0140629;549.012286312226
p_fit[236;1];0.00344245489600442;0.001197325;0.00646196904430119;0.0015639154209;3.8150185e-05;0.0140629;549.012590026418
p_fit[237;1];0.00344244727949087;0.001197315;0.00646196461755881;0.0015639013362;3.814998e-05;0.0140629;549.012716290443
p_fit[238;1];0.00344241419327938;0.001197295;0.00646194008284105;0.001563876132;3.814908e-05;0.0140629;549.013242472005
p_fit[239;1];0.00344229541323997;0.00119721;0.00646185223055335;0.0015637641957;3.814587e-05;0.014062995;549.015133923665
p_fit[240;1];0.0034422489235219;0.001197175;0.00646181754867424;0.0015637189764;3.8144565e-05;0.014063085;549.01587579825
p_fit[241;1];0.00344224747315662;0.00119717;0.00646181675819905;0.0015637115634;3.8144565e-05;0.014063085;549.015900839083
p_fit[242;1];0.0034422364286528;0.001197165;0.00646180843730476;0.001563705633;3.814426e-05;0.014063085;549.016077629677
p_fit[243;1];0.00344223416517002;0.001197165;0.0064618072555884;0.001563705633;3.8144165e-05;0.014063085;549.016113547888
p_fit[244;1];0.00344222229458095;0.001197155;0.0064617981057833;0.0015636922896;3.814386e-05;0.014063085;549.016302649067
p_fit[245;1];0.00344220546705158;0.00119714;0.00646178584419283;0.0015636722745;3.8143365e-05;0.014063085;549.016570922397
p_fit[246;1];0.0034421579110857;0.00119711;0.00646175016420766;0.0015636337269;3.8142155e-05;0.01406318;549.017325273906
p_fit[247;1];0.00344212327747895;0.001197085;0.0064617249940651;0.0015636011097;3.8141155e-05;0.01406318;549.017882186216
p_fit[248;1];0.0034421086504721;0.001197075;0.00646171412290853;0.0015635885076;3.8140755e-05;0.01406318;549.018114840663
p_fit[249;1];0.00344209997170603;0.00119707;0.00646170755023826;0.0015635810946;3.814055e-05;0.01406318;549.018251041733
p_fit[250;1];0.00344203826097608;0.001197025;0.00646166214595975;0.0015635225319;3.8138845e-05;0.01406327;549.019236263754
p_fit[251;1];0.00344201969441142;0.00119701;0.00646164836263736;0.0015635032581;3.8138345e-05;0.01406327;549.019532619468
