"X1.lambda";"X2.lambda";"X3.lambda";"X4.lambda"
0,0204308;0,0217367;0,0219939;0,0222609
0,0213938;0,0205725;0,0209202;0,021269
0,0208585;0,020878;0,0201581;0,0207319
0,0200187;0,0211986;0,0206753;0,019972
0,0212739;0,0212075;0,0211465;0,0208563
0,0214379;0,0198085;0,0204197;0,0206509
0,0204034;0,0220035;0,0211224;0,0198709
0,0218916;0,0199188;0,0209723;0,0213969
0,0201901;0,0217977;0,0216074;0,0201545
0,0215153;0,0196889;0,0192399;0,0199739
0,020903;0,0214679;0,0217925;0,0205557
0,0208458;0,0193376;0,0203516;0,0210392
0,0208767;0,0204955;0,0203074;0,0196952
0,0209747;0,0210071;0,0218727;0,0219803
0,0203137;0,0203025;0,0213696;0,0213239
0,0199957;0,0218667;0,0203869;0,0194993
0,0213137;0,020557;0,0217248;0,0222197
0,0207538;0,0206888;0,019418;0,019921
0,0207981;0,021316;0,0203074;0,0218587
0,0206068;0,0205197;0,0200207;0,0201249
0,0219217;0,0224931;0,0222423;0,0211756
0,0200884;0,0195621;0,0196392;0,0211603
0,0201771;0,0207893;0,0215346;0,0193855
0,0202697;0,021204;0,0210743;0,0233405
0,0211738;0,0201687;0,0204107;0,0200233
0,021052;0,0218766;0,0199837;0,0219044
0,0209251;0,0209566;0,0205276;0,0202339
0,0208079;0,0209932;0,0205731;0,0217504
0,0209144;0,0219604;0,0218792;0,0212734
0,0211243;0,0207424;0,0196149;0,0212516
0,0194342;0,0209667;0,0219613;0,0201522
0,0222431;0,0195844;0,0213109;0,0214043
0,0194397;0,0208507;0,0209154;0,0204703
0,0225139;0,0207336;0,0213518;0,0208677
0,0188883;0,0200955;0,0203219;0,0211607
0,0203763;0,0215103;0,021226;0,0207827
0,0208896;0,0209131;0,0201937;0,0200178
0,0205246;0,0201351;0,0211785;0,0207931
0,0225796;0,0207199;0,0207428;0,0199303
0,0190667;0,0203001;0,0204638;0,0215346
0,0217316;0,0209368;0,0210096;0,0206341
0,0196641;0,0202512;0,0199081;0,019506
0,0213975;0,0219807;0,0198666;0,0201215
0,0205506;0,019937;0,0207307;0,0203272
0,0196791;0,0204405;0,0214802;0,0209063
0,0219167;0,0197145;0,0215019;0,0217159
0,019352;0,0232949;0,0207666;0,0205581
0,0224375;0,0199077;0,0211483;0,0203064
0,019423;0,0213558;0,0209272;0,019882
0,0215369;0,0205967;0,0209831;0,0215207
0,0205429;0,0199287;0,022044;0,0220949
0,0225609;0,0225006;0,0214385;0,0199994
0,0202351;0,0202856;0,0210268;0,0214987
0,0218015;0,0197782;0,0210984;0,0198382
0,0202948;0,0223594;0,0198173;0,0195617
0,0207728;0,0206076;0,0206452;0,0217318
0,0210611;0,0202606;0,0209724;0,0210371
0,020039;0,0206596;0,02038;0,0199136
0,019586;0,0208323;0,0210784;0,0216697
0,0202266;0,0212933;0,0195139;0,0204436
0,0204032;0,0207681;0,0216229;0,019557
0,0200453;0,0201785;0,0198037;0,0222829
0,0201728;0,0206785;0,0214259;0,0197201
0,0207276;0,0207114;0,0212923;0,0203537
0,0209303;0,0195857;0,0200776;0,0204515
0,0210053;0,0204324;0,0198477;0,0206545
0,0201711;0,0214889;0,0204946;0,0208614
0,0207924;0,0208497;0,020794;0,020906
0,0214477;0,0205785;0,0205313;0,0211886
0,0190776;0,0214658;0,0219474;0,0207357
0,0220585;0,0200561;0,0200478;0,0213669
0,0203767;0,0205055;0,0215235;0,0207083
0,0225969;0,0207393;0,0208336;0,0202349
0,0213866;0,0212701;0,0192414;0,0209006
0,0205784;0,0205257;0,0192732;0,020618
0,0212666;0,0204342;0,0196012;0,0218393
0,0204577;0,0212438;0,0196746;0,0218124
0,0216662;0,0200357;0,0211789;0,0194122
0,0209421;0,0216785;0,0206583;0,0200998
0,0209344;0,0230881;0,0211487;0,0210321
0,0207376;0,0194838;0,0205163;0,0190549
0,0206323;0,0227505;0,020452;0,021228
0,0208436;0,0187704;0,0212337;0,0208242
0,0209806;0,0241648;0,0206549;0,0196869
0,0206817;0,018091;0,0210333;0,0214028
0,0214373;0,0234052;0,0218713;0,0200289
0,0222163;0,0203019;0,0207894;0,0220796
0,0206133;0,0213346;0,0211228;0,0201361
0,0201965;0,0207013;0,0203501;0,0223677
0,0207331;0,0205723;0,0203463;0,0201595
0,019781;0,0206194;0,0208869;0,0207684
0,0207638;0,0206014;0,0202754;0,0206688
0,0210964;0,0207027;0,0213969;0,0197791
0,021411;0,0207589;0,0221851;0,0208468
0,0234238;0,020096;0,0198435;0,0211685
0,0193347;0,0224438;0,0198815;0,0206963
0,0226693;0,0197459;0,0201194;0,0205411
0,018718;0,020875;0,0203565;0,0204772
0,0219993;0,0192997;0,0209007;0,0202944
0,0224011;0,0209528;0,0221114;0,020758
0,0202877;0,0220678;0,0211808;0,0209777
0,0207991;0,0221757;0,0212778;0,0210552
0,0204252;0,0198942;0,0206753;0,0206956
0,0206486;0,020876;0,021337;0,0224545
0,0220252;0,0197225;0,0196007;0,0225768
0,0201297;0,0212048;0,0221821;0,0222696
0,0201133;0,0199521;0,0218393;0,0201758
0,0210325;0,0222188;0,0199968;0,0217368
0,0205992;0,0210802;0,0216286;0,0206239
0,0215305;0,0209087;0,020242;0,0206593
0,0212588;0,0206343;0,0206235;0,0206038
0,0203468;0,0206764;0,0214436;0,0207992
0,0216189;0,0214425;0,021112;0,0211616
0,0211566;0,0206675;0,0205968;0,0209925
0,0200809;0,0207465;0,0210822;0,020265
0,0206539;0,0217597;0,0200875;0,0207611
0,0209345;0,0195424;0,0199045;0,0203148
0,0200912;0,0188503;0,0215847;0,0214572
0,0220907;0,0200526;0,0211539;0,0206077
0,0193703;0,0213482;0,0203602;0,0204737
0,0203403;0,0206003;0,0202342;0,0205752
0,0213399;0,0214255;0,0212451;0,020595
0,021558;0,0197806;0,0186436;0,020821
0,0207851;0,0217468;0,0219269;0,0212912
0,0199855;0,0196002;0,0207212;0,020464
0,021557;0,0211438;0,0204897;0,0210955
0,0191917;0,0201021;0,0204899;0,0217517
0,022387;0,0208897;0,0199491;0,0214428
0,019545;0,0205238;0,0215866;0,0218399
0,0227437;0,0209961;0,0192249;0,0199635
0,0196537;0,0214294;0,0228449;0,0214564
0,0206504;0,021957;0,0192224;0,0204734
0,020831;0,0205802;0,0226748;0,0208761
0,0200021;0,021052;0,0203043;0,020559
0,0211785;0,0209986;0,0216324;0,020791
0,0211746;0,0198696;0,0202212;0,0204255
0,0209912;0,0211589;0,0207538;0,0205001
0,0203971;0,0205581;0,0216863;0,019868
0,0215009;0,0207153;0,0202796;0,0207158
0,0202273;0,0208372;0,0205225;0,0215974
0,0221682;0,022084;0,0195138;0,0205501
0,0199759;0,0203177;0,0200674;0,0210233
0,020457;0,0226021;0,0199153;0,0203782
0,021254;0,020472;0,0210947;0,0203435
0,0192825;0,0214659;0,0201135;0,0212211
0,0229876;0,0198102;0,0212103;0,020693
0,0193351;0,0223098;0,0207746;0,0214625
0,0223834;0,019845;0,0213808;0,0205339
0,0196387;0,022175;0,0211445;0,0201755
0,0206648;0,0193844;0,0208982;0,0214899
0,0211527;0,020922;0,0203051;0,0194467
0,0196945;0,0208107;0,0203225;0,0210696
0,0196896;0,0212795;0,0207969;0,0212919
0,0207862;0,0209081;0,0208329;0,0206926
0,0198698;0,0207971;0,0205093;0,0193305
0,0216132;0,0212728;0,0208611;0,0194419
0,0203765;0,0201646;0,0196628;0,0215021
0,0217009;0,020443;0,021771;0,0198552
0,0207877;0,0197749;0,0202719;0,0219917
0,02073;0,0224288;0,0203289;0,020003
0,0205742;0,0195718;0,0206678;0,0215042
0,0214537;0,0194875;0,0205163;0,0202071
0,0207375;0,0199849;0,0205281;0,0210933
0,0206316;0,0203327;0,0212962;0,0204488
0,0220789;0,0202257;0,0197158;0,0224912
0,0219734;0,0203737;0,0225295;0,0215574
0,0198519;0,0208548;0,0193312;0,0200318
0,0205865;0,0209067;0,02032;0,0214767
0,0205786;0,0206882;0,0204184;0,0206828
0,0217122;0,020939;0,021102;0,0213664
0,0198747;0,0213952;0,0203739;0,0217434
0,0211245;0,0211487;0,0208209;0,0201192
0,0203967;0,0211772;0,0211041;0,0201453
0,0210721;0,0204076;0,0200824;0,0208305
0,0206235;0,0217479;0,0213088;0,0213686
0,0200512;0,0221231;0,0199532;0,0210911
0,0210406;0,021928;0,0225577;0,0200101
0,0213716;0,0196492;0,0189088;0,0212509
0,0209166;0,0214428;0,0231168;0,0196989
0,0218242;0,0221656;0,021286;0,0222223
0,0202078;0,0209267;0,0194954;0,0195872
0,0218754;0,0199424;0,0186957;0,0211149
0,0217006;0,0206194;0,02232;0,0205625
0,0212292;0,0219705;0,0210139;0,0198032
0,0209281;0,0195442;0,021068;0,0226119
0,0207751;0,0215402;0,0206223;0,0204642
0,020244;0,0228769;0,0217795;0,0205123
0,0218596;0,0189412;0,0220214;0,0212008
0,0196355;0,0224963;0,0212561;0,0210105
0,0214941;0,0202888;0,0208912;0,021136
0,0217791;0,0215208;0,0210219;0,0205358
0,020225;0,0208746;0,0213352;0,0210445
0,0214517;0,0199994;0,0205825;0,0205511
0,0200389;0,0203088;0,0227033;0,0203126
0,0202669;0,0213398;0,0193636;0,0211952
0,0214119;0,0205244;0,021992;0,0199294
0,0202764;0,0216883;0,0217577;0,0205978
0,0210247;0,0203479;0,0201553;0,0205104
0,0211119;0,0214717;0,02164;0,0209616
0,0207276;0,0201259;0,0223593;0,0215595
0,0220979;0,0210613;0,023008;0,0213077
0,0192866;0,0207519;0,0209355;0,0197095
0,020473;0,0209132;0,0200665;0,021264
0,0209955;0,0208467;0,0212076;0,0203038
0,0205993;0,0204901;0,0209968;0,0206526
0,0216016;0,0208951;0,0199287;0,0211925
0,0193801;0,0209441;0,0204191;0,0203042
0,0228573;0,0212305;0,0208611;0,0203232
0,0200667;0,0203628;0,019798;0,0206814
0,0210183;0,0205709;0,0208353;0,0215673
0,0199688;0,0211571;0,0205618;0,0202954
0,0218012;0,0207199;0,0195258;0,0199452
0,0197075;0,0208941;0,0216784;0,0200386
0,0196335;0,0204619;0,0207179;0,0217208
0,020908;0,0212745;0,0206647;0,0203934
0,0216191;0,0206661;0,0221264;0,0205612
0,0203099;0,0221064;0,0209791;0,0212113
0,0210063;0,0200163;0,0209133;0,0209748
0,0197068;0,0206058;0,021399;0,0206881
0,0206363;0,0209394;0,0195104;0,0202683
0,0206983;0,0204385;0,0216378;0,0204107
0,0204461;0,021559;0,0188344;0,0210716
0,0207545;0,0213014;0,0210725;0,0215996
0,0207086;0,0194091;0,020689;0,0204105
0,0202173;0,0216196;0,020311;0,0202138
0,0213192;0,0203232;0,0220988;0,0198253
0,0202775;0,0192036;0,0203419;0,0209624
0,0206148;0,0223486;0,0222122;0,0205289
0,0204006;0,0193072;0,0193455;0,0214512
0,0211702;0,0208455;0,021166;0,0207274
0,0209349;0,0204857;0,0204697;0,0206773
0,021227;0,0216377;0,0209432;0,0214107
0,0206225;0,0225855;0,0218703;0,0203778
0,0198927;0,0217157;0,0206514;0,0189434
0,0209494;0,0198209;0,0208482;0,0211658
0,0194849;0,0217673;0,0210182;0,0208514
0,0194909;0,0208221;0,0203247;0,0203062
0,0216442;0,0215829;0,0216365;0,0204681
0,0192141;0,0197933;0,0199684;0,0214295
0,0220124;0,0218193;0,021647;0,0209006
0,0193998;0,0203518;0,0193312;0,0212995
0,02066;0,0215257;0,0200458;0,0218774
0,020805;0,0213622;0,01974;0,020269
0,0207857;0,0201891;0,0204498;0,0211711
0,0206742;0,0218951;0,0202583;0,0198792
0,0201877;0,0200886;0,0209025;0,022266
0,0214692;0,0206652;0,0203759;0,0215258
0,0206203;0,0207945;0,0213658;0,0207172
0,0204027;0,0213443;0,0200353;0,0202354
0,0209214;0,0209002;0,0214002;0,0219484
0,0209639;0,0201569;0,0205045;0,0204176
0,0206541;0,0212637;0,0207064;0,0209541
0,0205113;0,0209308;0,0205061;0,0204188
0,0216064;0,0207838;0,020557;0,0214264
0,0199918;0,0194292;0,0214109;0,0202453
0,0207059;0,0214515;0,0214816;0,0216618
0,0211373;0,0199491;0,0210476;0,0213928
0,0211385;0,0208136;0,0202092;0,0207812
0,0202994;0,0188879;0,0217985;0,0215609
0,0224854;0,0212363;0,0200057;0,0197808
0,0207968;0,020226;0,0200059;0,0201805
0,0215813;0,0210328;0,021314;0,0202168
0,0215662;0,0194928;0,0205729;0,0215168
0,0213299;0,0224574;0,0207604;0,0190114
0,0193193;0,0215443;0,0201606;0,0212211
0,020317;0,0196654;0,0203338;0,0186763
0,018543;0,0209727;0,0207887;0,0232339
0,0230166;0,0202654;0,0197067;0,0191252
0,0205176;0,0203021;0,0198459;0,0220891
0,0216029;0,0205067;0,0213589;0,019974
0,0202947;0,0207448;0,0197979;0,0197638
0,0210166;0,0201478;0,0214989;0,0227669
0,0202912;0,019999;0,0204718;0,0193093
0,0208318;0,0199245;0,0203381;0,0225466
0,0197882;0,0205561;0,0213964;0,0191455
0,0199327;0,01985;0,0202049;0,0225621
0,0209882;0,0211989;0,020421;0,0198472
0,0192396;0,0216945;0,0208298;0,0219401
0,0193946;0,0200239;0,0211039;0,0218118
0,022617;0,0220621;0,0219389;0,0200796
0,022126;0,0212295;0,0194152;0,0214792
0,020326;0,0220434;0,0216462;0,0209744
0,0208883;0,0197493;0,0196747;0,0206254
0,0210806;0,0211523;0,0225282;0,0214368
0,0213982;0,0213682;0,020179;0,0202574
0,0209325;0,0205691;0,0207812;0,0196736
0,0219425;0,020714;0,019753;0,0212131
0,0199021;0,0203329;0,019611;0,0202064
0,020693;0,0220029;0,0204878;0,0209299
0,0200388;0,0208184;0,0200609;0,0205029
0,0212566;0,0211754;0,0219283;0,0213211
0,0216129;0,0203;0,0213511;0,0204022
0,0211816;0,0210709;0,0205926;0,020288
0,020552;0,020775;0,0207509;0,0215035
0,0212516;0,0210486;0,0187787;0,0211829
0,01923;0,021092;0,019547;0,0206819
0,0207471;0,02007;0,021618;0,0215577
0,0212248;0,0204607;0,0209948;0,0204369
0,019943;0,0205824;0,020231;0,0220651
0,0215856;0,0206244;0,0211733;0,0202244
0,0202237;0,0210176;0,0206945;0,0199057
0,021365;0,0202337;0,0216356;0,0217341
0,0204212;0,0208999;0,0204864;0,0196531
0,0212474;0,0211778;0,0195979;0,0212311
0,019481;0,0203308;0,0215386;0,0217202
0,0219968;0,0221793;0,0204912;0,0198098
0,0220098;0,0205294;0,0210401;0,020567
0,019813;0,0200062;0,0212397;0,0206073
0,0218739;0,0211332;0,0218466;0,0199134
0,0199949;0,0200815;0,0212516;0,0211744
0,0221441;0,0200065;0,0206064;0,0195733
0,0201549;0,0216269;0,0206022;0,0195756
0,0202716;0,0208812;0,0210286;0,0214915
0,021534;0,0210614;0,0190583;0,0216599
0,0198323;0,020189;0,0220668;0,0201718
0,0205924;0,0211607;0,0199068;0,0212924
0,0217617;0,021116;0,0213279;0,0209953
0,0202776;0,0220227;0,0214147;0,0194774
0,0216364;0,0202038;0,0211135;0,0206484
0,0196127;0,0203515;0,0204379;0,0224007
0,0200124;0,021634;0,0217884;0,0191376
0,0205064;0,0194408;0,0196891;0,0202401
0,0203149;0,0211739;0,0191619;0,0214755
0,0206706;0,0199212;0,0215688;0,0202072
0,0213066;0,0208281;0,0207423;0,0221813
0,0207267;0,0218636;0,0208572;0,0215779
0,0209659;0,0204113;0,0207551;0,0206934
0,0202682;0,0196332;0,0202083;0,0211219
0,021244;0,0209885;0,0204391;0,0198075
0,0205012;0,0203118;0,0203934;0,020785
0,0214603;0,0210632;0,0210296;0,0201643
0,0205241;0,0203973;0,020576;0,0202314
0,0203745;0,0210333;0,0204998;0,0198015
0,0196375;0,0205607;0,0216798;0,0220996
0,0196493;0,0195059;0,0215011;0,0209741
0,0207655;0,0214547;0,0211474;0,0205742
0,0215907;0,0195425;0,0202835;0,0220706
0,0205612;0,0218357;0,0210492;0,0207373
0,0206849;0,0212859;0,0213578;0,0208261
0,0199044;0,0201587;0,0207365;0,0209111
0,0212527;0,0227011;0,0210416;0,0200202
0,0200715;0,021481;0,021292;0,0218224
0,021218;0,0200599;0,0218167;0,0207223
0,0212828;0,0202055;0,0206447;0,021151
0,0221521;0,0194963;0,0213652;0,0204117
0,0212627;0,0205998;0,0195908;0,0218646
0,0205112;0,0201857;0,0209251;0,0204448
0,0208989;0,0209815;0,0203156;0,0212919
0,0209107;0,0208788;0,0212437;0,0195127
0,0192777;0,0192875;0,0192183;0,0203691
0,0225705;0,0228428;0,0216719;0,0219101
0,0202056;0,0214185;0,0211718;0,0204961
0,0225198;0,0203522;0,0219666;0,0195426
0,0199788;0,0211055;0,0225104;0,0217706
0,0213827;0,0215116;0,0197799;0,0205915
0,0221496;0,020871;0,0207156;0,0211233
0,0203919;0,0201966;0,0196842;0,0200689
0,0206991;0,020401;0,020592;0,0218817
0,0214602;0,021295;0,0206303;0,0202877
0,0201872;0,021764;0,0224874;0,0213034
0,0222044;0,0210867;0,0194765;0,0202704
0,0193711;0,0218738;0,0218097;0,0203271
0,0204557;0,0205882;0,0201763;0,0195194
0,0213552;0,0204345;0,0211822;0,0217356
0,0205522;0,0217862;0,0208483;0,0210087
0,0222882;0,0201903;0,0209117;0,021259
0,0194427;0,020516;0,0217175;0,0201724
0,0222372;0,0216141;0,0216645;0,0215344
0,019756;0,0205172;0,0208118;0,0216507
0,0227289;0,0204878;0,020255;0,0206048
0,02082;0,0211618;0,021082;0,0205024
0,0214987;0,0202144;0,020748;0,0216886
0,0206598;0,0212779;0,0205381;0,0225708
0,0206901;0,019784;0,0205616;0,0196505
0,0224923;0,0200321;0,0214258;0,0208783
0,0202069;0,0213478;0,0204558;0,021364
0,0208926;0,02079;0,0196387;0,0206273
0,0211785;0,0206402;0,021296;0,0211521
0,0217783;0,0196294;0,0194941;0,0209414
0,0196499;0,0197085;0,0202375;0,0206819
0,02185;0,0216272;0,0201523;0,0206254
0,0201006;0,0202562;0,0216601;0,0200321
0,0217279;0,020753;0,0198102;0,0217265
0,0195713;0,0204005;0,0226751;0,0204654
0,0211845;0,0215567;0,0205421;0,0206206
0,0221699;0,0197622;0,0209383;0,0212396
0,0191689;0,021763;0,0210874;0,0210201
0,0228083;0,0191961;0,0210584;0,0193446
0,0210072;0,0222245;0,0210843;0,0220732
0,0211701;0,0213709;0,020821;0,0210189
0,0211927;0,0202436;0,0209406;0,0200726
0,0198912;0,0212301;0,0210063;0,0209757
0,0203645;0,0199668;0,0207674;0,0213161
0,0207481;0,0215958;0,0200864;0,0215462
0,0214953;0,0201855;0,0200383;0,0207009
0,0196942;0,02181;0,0217627;0,0204343
0,0228483;0,0203587;0,0204276;0,0206817
0,0186028;0,0215215;0,0214208;0,0202619
0,021992;0,0202463;0,0200659;0,021176
0,0201167;0,0201915;0,0219746;0,0202068
0,0203754;0,022924;0,0217979;0,0221302
0,0212018;0,0202597;0,021101;0,0199468
0,0226239;0,0213966;0,0212387;0,0195121
0,0198539;0,019668;0,021177;0,0204178
0,0209459;0,0209871;0,0198416;0,0201325
0,021014;0,0210399;0,0205565;0,0209691
0,0210077;0,0201588;0,0206112;0,0216925
0,0204901;0,0202263;0,0205611;0,0197451
0,0219923;0,0201928;0,0210188;0,0216079
0,020378;0,0209183;0,0217118;0,0205517
0,0226695;0,0205801;0,0207528;0,0212659
0,0199776;0,0201578;0,0200849;0,0221161
0,0210503;0,0213107;0,0210671;0,0201123
0,0205029;0,0193388;0,0203208;0,0221525
0,0211485;0,0214757;0,0208116;0,0196434
0,0201872;0,0202632;0,0207149;0,021596
0,0203893;0,0203974;0,0190133;0,0194526
0,0222458;0,020732;0,0211762;0,01963
0,0206191;0,0209205;0,0207023;0,0223951
0,0215048;0,0216792;0,0208636;0,0192289
0,0203594;0,0207806;0,0214589;0,02298
0,0201286;0,0199816;0,0202161;0,0193796
0,0200941;0,0220111;0,0204939;0,0207292
0,0213182;0,0218037;0,0194285;0,0213963
0,0202605;0,0211543;0,022684;0,0203174
0,0203797;0,0216037;0,0193388;0,0209675
0,0209067;0,0207865;0,0213854;0,0199273
0,0207124;0,0205436;0,0204992;0,0203953
0,0204854;0,020526;0,0205582;0,0217082
0,0204961;0,0215003;0,0206619;0,0199627
0,0204085;0,0211714;0,0210822;0,0215351
0,0217223;0,0218368;0,0217975;0,0204946
0,0204751;0,0213697;0,0198264;0,021428
0,0204816;0,0204646;0,0201566;0,0196476
0,0210615;0,0202264;0,0204781;0,0221914
0,0209833;0,0205567;0,0210558;0,0224045
0,0211601;0,0207189;0,0205901;0,0196729
0,0212949;0,0215652;0,0208877;0,0219582
0,0216859;0,0207652;0,0196911;0,0204267
0,0204264;0,0201313;0,0204162;0,0203826
0,0215118;0,0212852;0,0212052;0,020334
0,02095;0,0204698;0,0209066;0,0210982
0,0207202;0,0212748;0,0211208;0,0215279
0,0207983;0,0209951;0,0205553;0,021523
0,0217287;0,0200223;0,0210268;0,0200341
0,020633;0,0210617;0,0201072;0,0212453
0,0209589;0,0205907;0,0219589;0,0212234
0,0203453;0,02143;0,021853;0,0214013
0,0213069;0,0203244;0,0203067;0,0212586
0,0214667;0,020649;0,0201918;0,0208148
0,0211748;0,0208769;0,0199112;0,0205163
0,0200491;0,0206024;0,0207731;0,0209403
0,0217101;0,0221823;0,0213721;0,0204592
0,020447;0,0202983;0,0220907;0,0201435
0,0215847;0,0200317;0,0197933;0,0208158
0,0195456;0,0217447;0,0189838;0,0202615
