"observation","mean_1]","mean_2]","median_1]","median_2]","sd_1]","sd_2]","mad_1]","mad_2]","q5_1]","q5_2]","q95_1]","q95_2]","time"
"y_fit[41",0.3985917792,4.084702145,0.39282,4.08963,0.114876104225699,0.143090501696541,0.1137169026,0.145532016,0.22045885,3.8433645,0.5976825,4.314669,123.005359268743
"y_fit[42",0.398569107225,4.08472984,0.392794,4.089655,0.114877465128166,0.143093669006186,0.1137102309,0.145546841999999,0.2204322,3.8433845,0.5976579,4.31469,123.007301801252
"y_fit[43",0.398548426325,4.084755195,0.3927705,4.089685,0.114878713603506,0.143096451920899,0.1137050418,0.145554255,0.2204075,3.843405,0.5976353,4.3147205,123.009075196143
"y_fit[44",0.39852867825,4.0847793825,0.3927475,4.08971,0.114879898663771,0.143099085331631,0.1137035592,0.145569081,0.2203838,3.843425,0.59761365,4.314741,123.010768016158
"y_fit[45",0.398522325125,4.0847870975,0.3927405,4.08972,0.114880283616501,0.143099936396386,0.1137035592,0.145569081,0.22037685,3.843435,0.59760675,4.314751,123.011313431696
"y_fit[46",0.3985204312,4.0847895175,0.3927385,4.08972,0.114880397518978,0.143100205325091,0.1137035592,0.145569081,0.22037395,3.843435,0.5976048,4.3147515,123.011475451542
"y_fit[47",0.398517157925,4.0847934225,0.3927345,4.089725,0.114880592319037,0.143100695256023,0.1137035592,0.145569081,0.22037095,3.8434445,0.5976018,4.314761,123.011755747716
"y_fit[48",0.3985055823,4.08480761,0.3927215,4.089745,0.114881289050711,0.143102242312364,0.1137028179,0.145569081,0.2203571,3.8434545,0.597589,4.3147715,123.012748409533
"y_fit[49",0.39849489395,4.0848206425,0.392709,4.089755,0.114881927269378,0.143103579953337,0.1137028179,0.145569081,0.2203443,3.843465,0.5975772,4.314782,123.013664624733
"y_fit[50",0.398486431875,4.0848310575,0.392699,4.089765,0.1148824402108,0.143104818608019,0.1137020766,0.145583907000001,0.22033345,3.843475,0.59756835,4.314792,123.0143907267
"y_fit[51",0.228184063681,4.33362393,0.223253,4.33873,0.132358430710749,0.171840362786005,0.1287682578,0.172456032,0.020798695,4.0461815,0.45012835,4.6043195,140.000512061785
"y_fit[52",0.228167433162,4.3336513525,0.2232335,4.33876,0.132361000878776,0.171843607196716,0.1287793773,0.172456032,0.02077578,4.046192,0.4501168,4.60435,140.002427739534
"y_fit[53",0.22816646879025,4.3336530175,0.223232,4.33876,0.132361148912001,0.171843803174837,0.1287808599,0.172456032,0.020774505,4.046192,0.4501168,4.60435,140.002538447548
"y_fit[54",0.22812209581,4.3337259725,0.2231775,4.338835,0.132368010102023,0.171852371733479,0.1288119945,0.172448619,0.02071349,4.0462335,0.45008595,4.604421,140.007648135573
"y_fit[55",0.22810021230125,4.333762065,0.223151,4.338875,0.132371397713527,0.171856600877744,0.1288238553,0.172441206,0.02068333,4.046254,0.4500705,4.6044615,140.010170415435
"y_fit[56",0.2280983686255,4.3337651175,0.2231485,4.338875,0.1323716925803,0.171856985840063,0.1288238553,0.172448619,0.02068088,4.046254,0.4500686,4.6044615,140.010382375955
"y_fit[57",0.2280927242205,4.3337743475,0.22314,4.338885,0.132372562540923,0.171858024611538,0.1288238553,0.172448619,0.020673045,4.046264,0.45006475,4.604472,140.01103213117
"y_fit[58",0.2280865737465,4.333784465,0.223131,4.338895,0.132373507998061,0.171859148472935,0.1288238553,0.172441206000001,0.020664625,4.0462645,0.45006085,4.604482,140.011739781061
"y_fit[59",0.22807337063225,4.33380622,0.223111,4.338915,0.132375563028865,0.171861734823042,0.1288238553,0.172441206,0.020646505,4.0462745,0.45005125,4.6045025,140.013260922064
"y_fit[60",0.22805827114825,4.333831215,0.2230885,4.338945,0.132377895530174,0.171864693994387,0.1288245966,0.172433792999999,0.02062574,4.0462945,0.4500406,4.604523,140.01500149379
"y_fit[61",-1.36429342875,4.753362015,-1.366395,4.756935,0.159690574321289,0.166357710517282,0.159090393,0.170313674999999,-1.627405,4.4828345,-1.101989,5.0188075,291.000579325794
"y_fit[62",-1.3643002165,4.7533603675,-1.366405,4.756935,0.159690135868403,0.166357164732254,0.159090393,0.170313674999999,-1.627405,4.4828345,-1.101999,5.018807,291.001078666127
"y_fit[63",-1.36433793625,4.7533506325,-1.366445,4.75692,0.159688297986595,0.166354227091146,0.159105219,0.170313674999999,-1.627435,4.482825,-1.102048,5.018778,291.003877528012
"y_fit[64",-1.36434429225,4.7533489775,-1.36645,4.75692,0.159687894941907,0.166353834167761,0.159112632,0.170321088,-1.627435,4.4828245,-1.1020575,5.018768,291.004345868314
"y_fit[65",-1.364347077,4.75334821,-1.366455,4.75692,0.159687806870747,0.166353558453519,0.159105219,0.170321088,-1.627445,4.4828245,-1.1020575,5.018768,291.004559202339
"y_fit[66",-1.3643837465,4.753338805,-1.366495,4.75691,0.159686036959133,0.166350716184709,0.159120045,0.170313675,-1.627465,4.482815,-1.1021065,5.0187385,291.007277055178
"y_fit[67",-1.36442024675,4.753329535,-1.36653,4.75689,0.159684153477939,0.166347895366629,0.159134871,0.170313675,-1.627495,4.482805,-1.102146,5.018719,291.009975471753
"y_fit[68",-1.36445559425,4.7533203975,-1.36657,4.75688,0.15968241908286,0.166345088427576,0.159142284,0.170313675,-1.627525,4.4827955,-1.102195,5.0186895,291.012597714658
"y_fit[69",-1.364463599,4.7533183125,-1.36657,4.756875,0.159681947227579,0.166344481032645,0.159127458,0.170313675,-1.627525,4.4827955,-1.102205,5.01868,291.013195600742
"y_fit[70",-1.364540996,4.75329838,-1.366655,4.75685,0.159678165981139,0.166338479664899,0.15915711,0.170291436,-1.627585,4.482766,-1.102303,5.0186305,291.018937948514
"y_fit[71",-1.6973283125,5.2020947775,-1.703705,5.201075,0.165850150267081,0.145089996465018,0.163486302,0.141136107000001,-1.961683,4.9681585,-1.4112135,5.444428,344.002185813701
"y_fit[72",-1.6973183075,5.20214139,-1.70369,5.20113,0.165852388876779,0.145090587021621,0.163493715,0.14114352,-1.9616735,4.9682085,-1.4112035,5.4444685,344.004372700918
"y_fit[73",-1.69730471,5.20220588,-1.70367,5.2012,0.165855281009757,0.145091445439456,0.163501128,0.14114352,-1.9616735,4.968278,-1.4111835,5.444538,344.00738755377
"y_fit[74",-1.6973002325,5.2022265925,-1.70367,5.20122,0.165856242843444,0.145091644665887,0.163501128,0.141150933,-1.961664,4.968298,-1.4111835,5.444558,344.008358868766
"y_fit[75",-1.697284505,5.2023008725,-1.70364,5.201295,0.165859706064128,0.145092644103369,0.163501128,0.141173172,-1.961664,4.968378,-1.411163,5.4446375,344.011839108709
"y_fit[76",-1.6972768725,5.2023365825,-1.70363,5.201335,0.165861361227022,0.145093157437315,0.163501128,0.141180585,-1.961655,4.968418,-1.4111625,5.4446675,344.013511064234
"y_fit[77",-1.6972767925,5.202336925,-1.70363,5.201335,0.165861377913931,0.145093149156593,0.163501128,0.141180585,-1.961655,4.968418,-1.4111625,5.4446675,344.013527769591
"y_fit[78",-1.6972702525,5.2023672275,-1.70362,5.201365,0.165862813204052,0.145093584735064,0.163501128,0.141187998,-1.961655,4.968448,-1.4111525,5.4446975,344.014948458089
"y_fit[79",-1.69726287,5.2024024325,-1.70361,5.201405,0.165864429516723,0.145094058275295,0.163501128,0.141202824,-1.9616455,4.9684875,-1.4111425,5.4447375,344.016600258145
"y_fit[80",-1.6972553675,5.20243731,-1.703595,5.20144,0.165866079802569,0.145094520856611,0.163501128,0.141210237,-1.9616455,4.968518,-1.4111325,5.4447675,344.018230621233
"y_fit[81",3.44774486,10.273782995,3.44801,10.2739,0.135773348924043,0.125719818268268,0.136806915,0.123500579999999,3.225872,10.063195,3.6684885,10.475025,462.00034264544
"y_fit[82",3.4477802475,10.273813605,3.448045,10.2739,0.135771967630149,0.125718704887911,0.136806915,0.123500580000001,3.2259025,10.063195,3.668528,10.47503,462.001123620537
"y_fit[83",3.44809374,10.27408925,3.448365,10.2742,0.13576005199263,0.125708872803645,0.136799502,0.123426450000001,3.2262225,10.063495,3.6688265,10.475325,462.008021240621
"y_fit[84",3.448164125,10.274150945,3.44844,10.27425,0.13575730091204,0.125706488800852,0.136792089,0.123426449999999,3.226293,10.063595,3.668896,10.47533,462.009570687041
"y_fit[85",3.44819709,10.2741795225,3.448475,10.2743,0.135756070580497,0.125706376291368,0.136799502,0.123426449999999,3.2263325,10.063595,3.6689355,10.475425,462.010294439131
"y_fit[86",3.4483265575,10.27429299,3.448605,10.2744,0.135751133431479,0.125702279344362,0.136814328000001,0.123426449999999,3.2264625,10.06379,3.669055,10.475525,462.013143677977
"y_fit[87",3.4483738475,10.2743338575,3.448655,10.27445,0.135749317226657,0.12569921250211,0.136814328,0.123500579999999,3.2265125,10.063795,3.6691045,10.47553,462.014184486074
"y_fit[88",3.448443535,10.2743952525,3.44873,10.2745,0.135746683296537,0.125698926640707,0.136806915,0.123426449999999,3.2265825,10.063895,3.669174,10.475625,462.015716677704
"y_fit[89",3.4484707225,10.2744202525,3.44876,10.2745,0.135745624112785,0.125698499848356,0.136806915,0.123426449999999,3.2266125,10.063895,3.6692035,10.47563,462.016317295758
"y_fit[90",3.4486132875,10.2745439425,3.448905,10.27465,0.135740234875509,0.125692359733619,0.136821741,0.123500580000001,3.226753,10.063995,3.6693425,10.47573,462.019453730797
"y_fit[91",3.8433422775,10.586261825,3.844415,10.58765,0.121629315795384,0.113731734498456,0.122877887999999,0.11238108,3.6441065,10.397585,4.039339,10.764545,471.000281339451
"y_fit[92",3.84336611,10.5862793,3.84444,10.58765,0.121628541819814,0.113730662564727,0.122885301,0.11238108,3.644127,10.397585,4.0393685,10.764545,471.000840960317
"y_fit[93",3.84336792,10.586280625,3.844445,10.58765,0.121628521504762,0.113730553928281,0.122885301,0.11238108,3.644127,10.397585,4.0393685,10.764545,471.000883446368
"y_fit[94",3.8434394925,10.5863293,3.844515,10.5877,0.121626110744655,0.113728767137557,0.122885301,0.11238108,3.644207,10.397585,4.0394385,10.764545,471.002563831126
"y_fit[95",3.843484055,10.586360525,3.84456,10.58775,0.121624693747566,0.113727668972405,0.122877888,0.11238108,3.6442475,10.397685,4.0394785,10.764645,471.003611485991
"y_fit[96",3.8435583575,10.58641165,3.84463,10.5878,0.121622235809238,0.113725071937873,0.122870475,0.11238108,3.6443275,10.397685,4.0395485,10.764645,471.005355119905
"y_fit[97",3.8436588975,10.5864811,3.84473,10.58785,0.121618881168689,0.113721588397748,0.122855649,0.11238108,3.6444285,10.397785,4.039648,10.764745,471.007716489416
"y_fit[98",3.8437029675,10.5865122,3.844775,10.5879,0.121617591208023,0.113720906443365,0.122855649,0.11238108,3.644478,10.397785,4.0396975,10.764745,471.008750734045
"y_fit[99",3.84375388,10.586546975,3.844825,10.58795,0.121615783339931,0.113718449304752,0.122848236,0.11238108,3.6445285,10.397885,4.039747,10.764845,471.009945577332
"y_fit[100",3.8437706075,10.586558575,3.84484,10.58795,0.121615251567636,0.113717571192709,0.122840823,0.11238108,3.6445485,10.397885,4.0397575,10.764845,471.010339452536
