"observation","mean_1]","mean_2]","median_1]","median_2]","sd_1]","sd_2]","mad_1]","mad_2]","q5_1]","q5_2]","q95_1]","q95_2]","time"
"y_fit[20",1.52876608,4.17853134,1.52865,4.17586,0.110767362565812,0.125590834161219,0.110038572,0.125642937,1.3506505,3.975257,1.7099915,4.389425,59.0161800672533
"y_fit[21",1.22170978075,3.8392401225,1.21839,3.838335,0.111280676125336,0.127574641882009,0.110572308,0.128889831,1.047476,3.6360955,1.4104135,4.0535165,72.0042831192864
"y_fit[22",1.221705737,3.8392353775,1.218385,3.838325,0.11128072518343,0.127574631333183,0.110572308,0.128875005,1.0474755,3.6360855,1.410413,4.053507,72.0045237715868
"y_fit[23",1.221697565,3.8392251725,1.218375,3.838315,0.111280811837203,0.127574819236972,0.110572308,0.128875005,1.0474655,3.636076,1.4104035,4.053497,72.0050488642231
"y_fit[24",1.22165786275,3.839176605,1.21833,3.83826,0.111281151756274,0.127575684160898,0.110572308,0.128852766,1.047426,3.636026,1.410373,4.053447,72.0075543427281
"y_fit[25",1.2216062145,3.83911314,1.21827,3.83819,0.111281506229479,0.127576749575691,0.110564895,0.128830527,1.0473665,3.635966,1.410332,4.0533685,72.0108201842709
"y_fit[26",1.2216028975,3.8391091475,1.21827,3.838185,0.111281568241817,0.127576819945259,0.110564895,0.128830527,1.047366,3.6359655,1.4103225,4.053368,72.0110259334045
"y_fit[27",1.22158167975,3.8390830975,1.218245,3.838155,0.111281672013118,0.127577203528081,0.110572308,0.128815701,1.047346,3.635936,1.410312,4.0533385,72.0123639429174
"y_fit[28",1.22156463725,3.839062175,1.218225,3.83813,0.111281809403193,0.127577568328466,0.110572308,0.128808288,1.0473265,3.635916,1.410292,4.0533185,72.0134422016703
"y_fit[29",1.221506011,3.838990445,1.21816,3.83805,0.111282290130373,0.127578744154902,0.110594547,0.128778636,1.0472665,3.635846,1.410251,4.053239,72.0171389330784
"y_fit[30",1.2214936885,3.8389753575,1.218145,3.83803,0.111282385518518,0.127579022517688,0.110594547,0.12876381,1.047247,3.635836,1.410241,4.0532195,72.0179152856767
"y_fit[31",1.013966451,3.7531460525,1.00997,3.75294,0.115444896346223,0.13026224166021,0.1132016991,0.129319785,0.83502425,3.5426975,1.2089055,3.9711135,84.0020069577126
"y_fit[32",1.0139592135,3.7531476175,1.009965,3.75294,0.115445070713974,0.130262279047061,0.1131994752,0.129319785,0.83501625,3.5426975,1.2088955,3.9711135,84.0023960026819
"y_fit[33",1.0138973585,3.753160425,1.0099,3.75295,0.115446627600749,0.130262831174575,0.1132076295,0.129327198,0.8349518,3.542698,1.2088355,3.971124,84.005727617587
"y_fit[34",1.0138644805,3.753167345,1.009865,3.752955,0.115447339619514,0.130263026757158,0.1132165251,0.129327198,0.8349166,3.542708,1.208805,3.9711245,84.0074968898995
"y_fit[35",1.013861362,3.75316796,1.00986,3.752955,0.11544752081778,0.130263017330551,0.1132194903,0.129334611,0.83491355,3.542708,1.2087955,3.9711245,84.0076697250083
"y_fit[36",1.013828362,3.7531749225,1.009825,3.75296,0.115448248931945,0.130263415488569,0.1132209729,0.129334611,0.8348784,3.5427085,1.208765,3.9711345,84.0094426324684
"y_fit[37",1.013796086,3.7531816975,1.009795,3.752965,0.115449101011739,0.130263522313059,0.1132298685,0.129334611000001,0.8348451,3.5427085,1.208735,3.9711445,84.0111864722474
"y_fit[38",1.013762111,3.7531887975,1.00976,3.75297,0.115449888966223,0.130263872582171,0.1132320924,0.129342024,0.83480895,3.542709,1.2087045,3.971145,84.0130120506557
"y_fit[39",1.0137235345,3.7531969575,1.00972,3.752975,0.115450838298972,0.130264129028279,0.1132387641,0.129349437,0.83476675,3.5427095,1.2086645,3.971155,84.0150933442544
"y_fit[40",1.01368363725,3.7532053525,1.00968,3.75298,0.115451777208782,0.130264395340012,0.1132454358,0.12935685,0.83471975,3.5427095,1.2086245,3.9711555,84.017240096936
"y_fit[41",0.55916156845,4.310191055,0.5504605,4.31263,0.132812872591965,0.144076325719374,0.1307638374,0.141202824000001,0.35650705,4.0648285,0.7900767,4.538508,123.001331105335
"y_fit[42",0.559151988225,4.31021787,0.5504535,4.31266,0.132813769239535,0.144077515697959,0.1307623548,0.14121765,0.3564959,4.064849,0.7900715,4.538538,123.002650263165
"y_fit[43",0.559145810975,4.3102350325,0.5504495,4.312685,0.132814312114918,0.14407827334408,0.1307616135,0.141225063,0.3564879,4.0648685,0.79006745,4.538558,123.003499345831
"y_fit[44",0.55914326455,4.310242205,0.5504475,4.31269,0.13281456159916,0.144078656721836,0.1307608722,0.141232476,0.35648485,4.064869,0.79006635,4.5385585,123.003850372271
"y_fit[45",0.55913954995,4.31025256,0.550445,4.312705,0.132814902993433,0.14407914242706,0.1307608722,0.141239888999999,0.3564808,4.0648785,0.7900643,4.538578,123.004362679641
"y_fit[46",0.5591198383,4.3103076025,0.5504315,4.312775,0.132816739922228,0.144081500232696,0.1307542005,0.141276954,0.35645665,4.0649285,0.79005295,4.538629,123.007076757504
"y_fit[47",0.559097392675,4.3103703975,0.5504145,4.31286,0.132818831805152,0.144084454826493,0.1307467875,0.141321432000001,0.35642945,4.064988,0.79004055,4.5386895,123.010167730679
"y_fit[48",0.559093495,4.310381155,0.5504115,4.312875,0.132819176690029,0.144084906257973,0.1307453049,0.141336258,0.3564244,4.064998,0.79003845,4.538709,123.010703638261
"y_fit[49",0.559053423975,4.310493155,0.550377,4.31302,0.132822927353162,0.144089921403298,0.1307364093,0.141410387999999,0.3563751,4.0650975,0.79001575,4.53882,123.016221383312
"y_fit[50",0.559046635,4.3105119775,0.550372,4.31304,0.132823580998767,0.14409076744792,0.1307341854,0.141417801,0.35636415,4.0651175,0.79001165,4.5388405,123.017157552531
"y_fit[51",0.434923897575,4.625734635,0.4281505,4.6264,0.149187143387828,0.162592249035058,0.1465661295,0.157882073999999,0.2054389,4.3476745,0.69369885,4.8861825,140.000238406709
"y_fit[52",0.4349205247875,4.625741785,0.428148,4.626405,0.149187697212132,0.162592852341737,0.1465676121,0.157889487,0.205433,4.347684,0.69369685,4.886192,140.000685270457
"y_fit[53",0.4349001682975,4.6257857425,0.4281295,4.62645,0.149191091723201,0.162596060760531,0.1465757664,0.157874661,0.20539735,4.347724,0.69368395,4.886242,140.003378964565
"y_fit[54",0.43486305558,4.62586574,0.428096,4.626525,0.149197266135512,0.162601895233222,0.1465905924,0.157859835,0.20533115,4.3478035,0.6936611,4.886342,140.00829093575
"y_fit[55",0.4348610127325,4.625870185,0.4280945,4.626535,0.149197585680711,0.162602242174596,0.146592075,0.157852422000001,0.2053272,4.3478035,0.6936601,4.886342,140.008561487924
"y_fit[56",0.434835797185,4.625924575,0.4280715,4.626585,0.149201794164259,0.162606219238082,0.1466024532,0.157845008999999,0.2052827,4.347853,0.6936442,4.8864115,140.011900237175
"y_fit[57",0.434820345745,4.6259578775,0.4280575,4.62662,0.149204363692651,0.16260873832705,0.1466083836,0.157837596,0.205256,4.3478925,0.6936343,4.8864515,140.013945527123
"y_fit[58",0.43481022107,4.6259797325,0.4280485,4.62664,0.149206040376877,0.162610393241794,0.1466128314,0.157830183,0.20523725,4.3479125,0.69362835,4.886472,140.015286293053
"y_fit[59",0.43480691827,4.6259869,0.4280455,4.626645,0.149206597374071,0.162610880413634,0.146614314,0.157830183000001,0.2052323,4.347913,0.69362635,4.8864815,140.015723475465
"y_fit[60",0.4347879008775,4.62602786,0.4280285,4.62669,0.149209756843441,0.162613938724014,0.1466209857,0.157815357,0.20519865,4.3479525,0.69361445,4.8865315,140.018241138775
"y_fit[61",-1.14832114275,4.9632514975,-1.14951,4.965255,0.177338357464207,0.173742266619798,0.172841508,0.172003839,-1.4426555,4.674899,-0.84613795,5.2439095,291.000404198305
"y_fit[62",-1.148335597,4.9632466875,-1.14953,4.965245,0.177337756274966,0.173741367276847,0.172826682,0.172011252,-1.442666,4.674899,-0.8461532,5.243899,291.001427889951
"y_fit[63",-1.14840479325,4.9632242,-1.14959,4.96522,0.177334325032578,0.17373724061972,0.172834095,0.172018664999999,-1.4427075,4.6748885,-0.8462253,5.243868,291.006305377502
"y_fit[64",-1.1484688135,4.963203165,-1.149655,4.965195,0.177331230277259,0.173733379911307,0.172819269,0.172018665,-1.4427485,4.6748775,-0.84629135,5.2438375,291.01082417951
"y_fit[65",-1.14850150775,4.963192435,-1.149685,4.96518,0.17732969565696,0.173731400124497,0.172819269,0.172018665,-1.442769,4.6748675,-0.8463259,5.2438265,291.013123929449
"y_fit[66",-1.14850299325,4.9631918925,-1.14969,4.96518,0.177329544526681,0.173731385298261,0.172811856,0.172018665,-1.442769,4.6748675,-0.84632695,5.2438265,291.01323736419
"y_fit[67",-1.14853687875,4.9631809725,-1.14972,4.96517,0.17732793153481,0.173729334053743,0.172811856,0.172018665,-1.4427895,4.6748575,-0.84636245,5.2438065,291.01561868791
"y_fit[68",-1.148536934,4.9631809575,-1.14972,4.96517,0.177327931901701,0.173729334400861,0.172811856,0.172018665,-1.4427895,4.6748575,-0.84636245,5.2438065,291.015621579965
"y_fit[69",-1.14856147025,4.9631728675,-1.14974,4.96516,0.177326750855048,0.173727813562779,0.172819269,0.172026078,-1.4428005,4.674857,-0.8463879,5.243796,291.017358163721
"y_fit[70",-1.14858757875,4.9631642775,-1.14977,4.96515,0.177325466606328,0.173726192456591,0.172804443,0.172026078,-1.4428205,4.6748565,-0.8464153,5.2437855,291.019198019602
"y_fit[71",-1.563491585,5.36207881,-1.566815,5.35983,0.17470188369687,0.156992119865963,0.168749532,0.160432146000001,-1.8384525,5.1132905,-1.267019,5.621952,344.000304436558
"y_fit[72",-1.563484572,5.3621580125,-1.56681,5.359905,0.174704623132142,0.156993181049684,0.168742119,0.160432146,-1.838453,5.11337,-1.266999,5.6220225,344.004259062489
"y_fit[73",-1.56348393875,5.3621646975,-1.56681,5.359905,0.174704820425889,0.156993224071963,0.168734706,0.160424733,-1.838453,5.11338,-1.266999,5.6220325,344.004593566549
"y_fit[74",-1.563473889,5.3622774925,-1.56681,5.36001,0.174708484849597,0.156994637656038,0.168712467,0.16041732,-1.838453,5.11348,-1.2669785,5.622133,344.010232225396
"y_fit[75",-1.56347122975,5.362306355,-1.566805,5.360035,0.174709438002946,0.156995019769807,0.168712467,0.16041732,-1.8384535,5.11351,-1.266969,5.622153,344.011673137275
"y_fit[76",-1.563467359,5.36235056,-1.5668,5.360075,0.174710776474672,0.15699558612793,0.168705054,0.16041732,-1.838463,5.11355,-1.266959,5.622193,344.013885717397
"y_fit[77",-1.56346467125,5.3623800675,-1.56679,5.360105,0.174711880275039,0.156995933081311,0.168712467,0.16041732,-1.838463,5.11358,-1.2669585,5.622223,344.015357660516
"y_fit[78",-1.56346075325,5.36242353,-1.566785,5.36014,0.174713241536293,0.156996595348998,0.168712467,0.160409907,-1.838463,5.1136295,-1.2669485,5.622263,344.01753088675
"y_fit[79",-1.5634601775,5.3624301675,-1.566785,5.36015,0.174713441591698,0.156996549403094,0.168705054,0.16041732,-1.838463,5.1136295,-1.2669485,5.6222725,344.017864926038
"y_fit[80",-1.56345721425,5.36246279,-1.56678,5.36018,0.174714644303356,0.156996921940179,0.168705054,0.16041732,-1.8384635,5.1136595,-1.2669385,5.6223025,344.01950029925
"y_fit[81",3.378310325,10.1997539525,3.379095,10.203,0.15147070368924,0.134775063743277,0.149023539,0.134916599999999,3.1311555,9.976396,3.6266565,10.4202,462.000726447068
"y_fit[82",3.3783181525,10.19976047,3.3791,10.203,0.151470461708065,0.134774806643547,0.149023539,0.134916599999999,3.1311655,9.976406,3.6266665,10.4202,462.000881313523
"y_fit[83",3.3783219325,10.19976375,3.379105,10.203,0.151470207016079,0.134774035268048,0.149016126,0.13484247,3.1311655,9.976406,3.6266665,10.4202,462.000956429853
"y_fit[84",3.3783940875,10.19982755,3.379175,10.2031,0.151467368982345,0.134771458505332,0.149016126,0.134990729999999,3.131246,9.976476,3.6267365,10.420205,462.002383060763
"y_fit[85",3.37840741,10.19983855,3.37919,10.2031,0.151466859174867,0.13477086311675,0.149023539,0.134916599999999,3.131256,9.976486,3.626747,10.4203,462.002647592346
"y_fit[86",3.37842832,10.19985578,3.37921,10.2031,0.151465976668358,0.134771573494922,0.149023539,0.134916599999999,3.1312855,9.976506,3.6267665,10.4203,462.003060052069
"y_fit[87",3.3789367525,10.200292775,3.379725,10.20355,0.151445339189984,0.134753662084229,0.1490013,0.134916599999999,3.1318365,9.976986,3.6272465,10.4207,462.013113125307
"y_fit[88",3.3791931325,10.200513615,3.37999,10.20375,0.151435139875327,0.134744845481294,0.148993887,0.13484247,3.132126,9.9772265,3.6274865,10.4209,462.018182817288
"y_fit[89",3.37926824,10.20057693,3.380065,10.2038,0.151432041456217,0.134742621053092,0.148993887,0.13484247,3.1322065,9.9772965,3.627557,10.420905,462.019666849012
"y_fit[90",3.3792765175,10.2005846025,3.38007,10.20385,0.151431685857411,0.134742300185787,0.148993887,0.134916599999999,3.1322165,9.977306,3.6275665,10.420905,462.019831196591
"y_fit[91",3.8253965775,10.5493913,3.82629,10.5516,0.133453242669694,0.119420501478403,0.131855031,0.11964582,3.6063825,10.354075,4.0446885,10.741425,471.000073021213
"y_fit[92",3.8254077925,10.54939905,3.826305,10.5516,0.133452805410264,0.119420591853068,0.131855031,0.11964582,3.606393,10.35408,4.044708,10.741425,471.000302743423
"y_fit[93",3.82544737,10.549426875,3.826345,10.55165,0.133451285163392,0.119418837186196,0.131847618,0.11964582,3.6064425,10.35408,4.044738,10.741425,471.00111390728
"y_fit[94",3.8255093675,10.549469925,3.82641,10.5517,0.13344884765055,0.119416236050013,0.131840205,0.11964582,3.6065125,10.35408,4.044798,10.741525,471.002382734739
"y_fit[95",3.8256103475,10.54953995,3.826515,10.55175,0.133444760594175,0.119413235108916,0.131825379,0.11971995,3.6066225,10.35418,4.0448975,10.741525,471.004447845747
"y_fit[96",3.825690745,10.5495963,3.8266,10.5518,0.133441590288971,0.119410647083789,0.131817966,0.11964582,3.606712,10.35428,4.044968,10.741625,471.006097710491
"y_fit[97",3.82583617,10.549697825,3.826755,10.5519,0.133435854355709,0.119405719604372,0.131795727,0.11964582,3.606872,10.35438,4.0451075,10.741725,471.009073138488
"y_fit[98",3.8259367725,10.549768475,3.826855,10.552,0.133431874518395,0.119401320564358,0.131795727,0.11964582,3.606982,10.35448,4.0451975,10.74182,471.011130522238
"y_fit[99",3.826064875,10.549858175,3.826995,10.55205,0.133426716543038,0.119396628792069,0.131788314,0.11971995,3.607122,10.35458,4.045327,10.741825,471.013756816383
"y_fit[100",3.8261809275,10.549939325,3.827115,10.55215,0.133422240135239,0.119393333453182,0.131788314,0.119645819999999,3.607252,10.354675,4.045427,10.741925,471.016132506705
