"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"s1_raw[10,2]",-0.487476412596,-0.4509565,1.03421143804763,1.26862331022,-2.118324,0.90872505,3.84662563495454,4.34468570368996,11.3983099956477
"s1_raw[11,2]",0.086786245275,0.21214,0.396047756376287,0.31323646326,-0.63865425,0.5333117,3.43242705513175,4.48587492843139,13.4905241639079
"s1_raw[12,2]",1.216782914,1.0613885,0.529745167645627,0.4817582679,0.68135995,2.085691,3.26440076347009,4.46291394768268,11.2398948024233
"s1_raw[13,2]",-0.5724974295,-0.708485,0.45640992839196,0.2726308662,-1.1175705,0.15444935,3.3222902564723,4.45814084452116,13.4471492500362
"s1_raw[14,2]",0.346468896,0.1968195,0.614232343402619,0.3925969278,-0.36687845,1.34831,3.56323592177109,4.38453549440669,11.168341295419
"s1_raw[15,2]",-0.02069420475,-0.0331055,0.709645339192481,1.0412685276,-0.85630695,0.83278715,4.05441053552551,4.30228552803551,11.0201697064616
"s1_raw[16,2]",-0.0794631155,0.391697,1.73531472414467,1.7149241613,-2.63155,1.611605,3.87721634379988,4.35485248071707,14.6464579737443
"s1_raw[17,2]",0.6303668945,0.849555,0.77879889621817,0.6617184798,-0.5915623,1.6170825,3.99590326176852,4.4523354669803,13.4116386684151
"s1_raw[18,2]",0.4701040875,1.345665,1.96058728115316,0.52958472,-2.904811,2.11261,3.2590981388477,4.47266944953636,19.4128728998627
"s1_raw[19,2]",0.55703074575,0.954514,1.49783773683855,0.9382797186,-1.8987705,2.1997105,3.20484525738521,4.52534956882733,11.3801888213244
"s1_raw[20,2]",0.57553591025,0.9021415,0.843828855517067,0.4857138447,-0.99847245,1.337471,3.38530321647174,4.44408677972901,11.5647440818083
"s1_raw[21,2]",-0.2326126885,-0.3448625,0.655647251139727,0.5986701735,-1.0066455,0.8138631,3.37299365713731,4.43815074122472,10.991426178759
"s1_raw[1,3]",-0.070350094,-0.2541275,0.627351926182541,0.4970883519,-0.69393,0.9618052,3.64701915849695,4.37644673850892,13.7361873986521
"s1_raw[2,3]",-0.354166193725,-0.1253855,0.908961419944934,0.6471519348,-1.829041,0.6680541,3.22694249393106,4.47836310426038,11.4039383731993
"s1_raw[3,3]",0.220103159,0.848846,1.35587257370669,0.2124921624,-2.10551,1.382161,2.81928457580625,4.63636312216972,10.7601387919898
"s1_raw[4,3]",0.20778723101865,-0.0943221,0.592196535357278,0.24192607194,-0.27044015,1.2157405,3.39435497646251,4.43345032058018,11.3267338379663
"s1_raw[5,3]",-0.216371359450675,-0.1345213,0.683060075080551,1.15394271762,-1.04086,0.769809,3.21646553114714,4.48860314923675,13.950938445792
"s1_raw[6,3]",0.7009889302225,0.8152615,0.396504596799511,0.5344632153,0.1513945,1.1863055,3.55661937798899,4.39185121994745,11.0587657693595
"s1_raw[7,3]",-0.373099386429125,-0.502778,0.742287934522583,1.1011299852,-1.36358,0.65945285,3.15137846762955,4.5146958795274,11.7645838597338
"s1_raw[8,3]",0.77805063675,0.6051855,1.17756193116871,1.1756714067,-0.72037545,2.56527,3.87510431934235,4.33326133440257,11.4086612646983
"s1_raw[9,3]",0.4834698941,0.4784355,0.476838544780691,0.54848623914,-0.2738224,1.2228555,3.52694332326286,4.41190093972467,11.6213930226586
"s1_raw[10,3]",0.066241153,0.3450415,0.929749110583204,0.4743867807,-1.49173,1.1059965,3.01706178922386,4.55089629859885,11.0663533423506
"s1_raw[11,3]",-0.22453382925,-0.069009,1.07011816176598,1.297979235,-1.65287,0.8659367,2.75229212701693,4.67239169715679,22.4803627628065
"s1_raw[12,3]",-0.43026535415,-0.467507,0.577202871149935,0.7493690505,-1.1809975,0.33916525,3.46887352873572,4.41910963814013,12.6465411300707
"s1_raw[13,3]",-0.712595259975,-0.541802,1.10203055212611,1.256510913,-2.30892,0.6793762,3.00038291781841,4.56423088061179,21.8526059302397
"s1_raw[14,3]",0.55796431825,0.683016,0.656500419946403,0.5053998075,-0.48827145,1.3453025,3.05460729251475,4.5831453691655,15.9062285199363
"s1_raw[15,3]",0.53543643925,0.6932255,0.539661708859528,0.4088173131,-0.3784776,1.224899,4.32009035824251,4.27489240341439,11.2522260014869
"s1_raw[16,3]",-0.68658256225,-0.872058,1.05857468032965,1.1209004562,-1.8681625,0.93363205,3.95744332415231,4.33137413099272,13.0131738252375
"s1_raw[17,3]",-0.1303532035,-0.3597285,1.42171714788382,1.6487127279,-1.6037395,1.7742805,3.07338466258311,4.53428383658555,16.2694918646473
"s1_raw[18,3]",-0.205349109075,-0.206114,0.712955329509207,1.0428623226,-1.1589,0.83479005,3.1800003054164,4.48198192030852,12.2279888222217
"s1_raw[19,3]",0.2713129130395,-0.01472685,0.673359539046974,0.27235977279,-0.2693921,1.4480545,2.97875577855822,4.60146047765297,11.3916618961324
"s1_raw[20,3]",0.5355768042,0.0773881,1.03210422216725,0.634041303,-0.3771074,2.3211155,3.73616344980778,4.38430943716536,13.0313697033482
"s1_raw[21,3]",0.263077013775,0.209456,0.621002459618229,0.6500155767,-0.547013,1.211332,2.98514862023471,4.5670296779591,18.1667159666389
"s2_raw[1,1]",-0.7190311044475,-0.6512755,0.541628633905287,0.6496471506,-1.46278,0.0509872649999999,3.81061994686919,4.37366067497301,13.1498057146872
"s2_raw[2,1]",0.71775616175,0.993535,0.636355679915425,0.4048150344,-0.3258241,1.28147,3.10249435429423,4.51848458299902,12.9668028253406
"s2_raw[3,1]",0.4778876125,0.6077535,0.748053240340033,0.7927877328,-0.6426751,1.4062515,3.89854032016127,4.32972465759901,12.0079557667951
"s2_raw[4,1]",0.345599298746275,0.3852735,0.3389348332552,0.5004397692,-0.12217525,0.80518005,2.65408111338308,4.73772678246648,11.5274434029904
"s2_raw[5,1]",0.047974983375,-0.01087885,0.465738171618975,0.4628358441,-0.6385166,0.77322315,3.4267550112446,4.42339181141436,10.7819961640337
"s2_raw[6,1]",0.170382923,0.315703,1.24116864787022,1.4027419749,-1.762507,1.6779915,3.77321522178074,4.38134140831012,13.3416399791979
"s2_raw[7,1]",0.85798056355,0.5150055,0.879331085221338,0.4788746109,0.13466235,2.351425,3.19968953790044,4.78864884507707,13.1508024792284
"s2_raw[8,1]",-0.429604348374175,-0.151048,0.872262193447455,0.7353117786,-1.84333,0.50725435,3.79064658324945,4.36426254148575,11.3131055830149
"s2_raw[9,1]",0.440678863,0.272307,1.11361724076016,1.2583063416,-0.7588271,2.05108,2.66829628063327,4.91454505245378,15.8547856018387
"s2_raw[10,1]",1.020525026,1.205485,0.331056646960276,0.0915579630000002,0.45387685,1.2760525,2.68256778938168,4.73089526012269,11.3751919805854
"s2_raw[11,1]",-0.1651839726,-0.1417082,0.97265956166955,1.0828080144,-1.54727,1.197471,3.79889095418712,4.35250232533047,11.66210621055
"s2_raw[12,1]",0.301330205675,0.3550754,0.552800411818915,0.71858894016,-0.46209825,0.87828935,2.9182803661519,4.73427722461342,13.2188445630294
"s2_raw[13,1]",0.32136165680875,-0.00312173,0.728024080117503,0.241340919372,-0.26969405,1.603401,3.16917251062838,4.49811316951914,10.9958980210096
"s2_raw[14,1]",-0.07767354975,-0.039086,0.658376422184169,1.0302676356,-0.8856799,0.8824256,3.255825711663,4.46809127791557,11.4307525195623
"s2_raw[15,1]",-0.0314759825,0.0778825,0.909030840870223,1.2562914882,-1.1225405,0.92609905,3.70353379775128,4.36433483234492,11.2555188921877
"s2_raw[16,1]",-0.53136425855,-0.5547385,0.334119872553867,0.4742592771,-0.9773305,-0.08754975,3.37127046370499,4.44935929051967,18.9089161299383
"s2_raw[17,1]",-0.67931759585,-0.418777,0.65229851758173,0.56286708849,-1.7651475,-0.03787846,3.29563698909879,4.45751118857607,11.1706002409438
"s2_raw[18,1]",0.16718431345,-0.1223488,0.902291279764995,0.7876186479,-0.80070735,1.60848,3.00410774047559,4.56632784797541,20.6766083473653
"s2_raw[19,1]",0.0142746205,-0.149202,1.08858002615853,1.3618763298,-1.11752,1.569471,3.69161099841044,4.36947536200473,17.422352603474
"s2_raw[20,1]",-0.183829198,-0.057945,0.48965247246077,0.4124696982,-0.9943123,0.3242874,3.82921934651907,4.45935358728648,11.4697966029938
"s2_raw[21,1]",-0.140835515665,-0.003065105,0.476724349180999,0.32702501391,-0.92132115,0.38846555,3.45730462757555,4.41154052296061,11.8535230463963
"s2_raw[1,2]",-0.61051765282,-0.39114982,0.755664098386368,0.737175139932,-1.931243,0.16049065,4.05034160611933,4.30360490353496,11.7192484056608
"s2_raw[2,2]",0.14253889325,0.366338,1.07360140249101,1.2005709324,-1.448763,1.3067935,3.79346165336364,4.4297095383091,11.5004508426648
"s2_raw[3,2]",0.545152681425,0.1630237,0.952215981702158,0.39673597635,-0.29551565,2.16669,3.45068203411313,4.42704989039696,12.9454561961124
"s2_raw[4,2]",0.514371205728775,0.594006225,0.777906734717899,0.953903023815,-0.61912655,1.374932,3.95974547159334,4.41923232043348,12.2715190098888
"s2_raw[5,2]",-0.0945935355,-0.3912795,1.18119341756816,0.8354947671,-1.3950105,1.867589,3.11122424389758,4.55777961612244,21.6128715532893
"s2_raw[6,2]",0.555182008375,0.6234785,0.586298770563807,0.90896804943,-0.2666432,1.27738,3.36469930463043,4.44774619907184,11.4306977784495
"s2_raw[7,2]",-0.12906874975,0.144924,1.05932129711309,0.8120407764,-1.897507,1.0399655,3.47600615076758,4.42202849021641,15.2057359420814
"s2_raw[8,2]",0.0723673655,0.14257,0.507361866932254,0.606190662,-0.64258535,0.5997866,3.1038771767083,4.60259187193003,11.6128367273206
"s2_raw[9,2]",0.24596852640086,-0.173877,0.768905532001418,0.2804760441,-0.43233875,1.563091,3.33698546080155,4.45893778358809,11.1947227278399
"s2_raw[10,2]",0.33437600275,0.5059545,0.706950105605719,0.6515233809,-0.767531,1.099221,3.20120767491146,4.50102694019847,11.3160953627448
"s2_raw[11,2]",-0.799256619,-0.909533,0.655374497570955,0.6856965696,-1.7550535,0.169197,4.04068309780822,4.30349900861748,11.4842201257478
"s2_raw[12,2]",0.56639186775,0.509494,0.704144554534479,0.8740905516,-0.40616005,1.604936,3.53095278181836,4.40865440454781,11.6208663251048
"s2_raw[13,2]",0.0921241415,-0.180178,1.10749733584488,1.0454509422,-1.1574565,1.788825,3.81236792350574,4.38156280069041,14.2630758891963
"s2_raw[14,2]",-1.15315175525,-1.22433,0.503222341194921,0.8610288456,-1.8395905,-0.5121153,3.32955604554555,4.46017007531506,14.6604985787014
"s2_raw[15,2]",0.1772338015,0.02647615,0.388613461229611,0.21131179041,-0.21071265,0.8208802,3.59529774924852,4.41539361879207,18.3364635701649
"s2_raw[16,2]",-1.09498370675,-0.925439,0.583559826272175,0.7761722346,-1.937854,-0.3667053,4.14123148645348,4.30308420533272,11.2584334409244
"s2_raw[17,2]",0.384722595,0.4593325,0.850228485142952,0.9289074627,-0.8258267,1.6316605,3.60380976018479,4.40465244091743,15.5370205991968
"s2_raw[18,2]",-0.4235466615,-0.1474295,1.28856124130706,1.2765134109,-2.44994,0.96856615,3.21743269664282,4.50572708182006,11.8896948571409
"s2_raw[19,2]",-0.257985947175,-0.15390555,0.360369639944255,0.39357329403,-0.78922815,0.11169655,3.7556970460992,4.37327938727051,13.1169725081137
"s2_raw[20,2]",-0.14479803125,-0.0613495,0.826247174427795,1.1828968578,-1.136191,0.74207305,3.35125122069641,4.46431046431092,15.6652881328219
"s2_raw[21,2]",0.17864257775,0.3536645,0.757818037797797,0.7892947272,-1.09823,0.92442605,2.95056995888339,4.58352531229832,12.4525449862541
