variable;mean;median;sd;mad;q5;q95;rhat;ess_bulk;ess_tail;
y_fit[8;2];10.1244661375;10.1689;0.202748790434022;0.18873498;9.729756;10.367805;0.999955272053738;6984.65898793477;7097.48398306771
y_fit[9;2];10.1244522825;10.16885;0.202746167448529;0.18873498;9.7297555;10.3678;0.999955314503237;6984.77876307603;7085.5861326769
y_fit[10;2];9.7595867825;9.78424;0.171860381164477;0.168364056000001;9.444889;9.9955895;1.00019178302047;6745.1658320606;7091.08135343541
y_fit[11;2];9.7595765475;9.78423;0.171860841839481;0.168371469000001;9.4448695;9.9955795;1.00019176945039;6745.08194338763;7091.08135343541
y_fit[12;2];9.75954331375;9.784195;0.171861489552068;0.168386295;9.44482;9.9955505;1.00019191794682;6745.12249959747;7091.08135343541
y_fit[13;2];9.67020714625;9.68692;0.182746149574052;0.179698533000001;9.343679;9.940233;1.00041293607914;6816.16539679022;7190.30872907443
y_fit[14;2];9.67019592;9.6869;0.182749375409754;0.179713359000002;9.343698;9.940234;1.00041297518272;6816.51100570571;7190.30872907443
y_fit[15;2];9.67018357625;9.68688;0.182753311227714;0.179728185000001;9.3437265;9.9402255;1.00041292820075;6816.40208283882;7190.30872907443
y_fit[16;2];9.46906634;9.45456;0.31360353015411;0.297691253999998;8.9812495;10.01073;0.999907008313878;5902.54826221823;5809.82149174217
y_fit[17;2];9.46906168125;9.454555;0.313607905791105;0.297698667;8.9812395;10.01073;0.999906938929104;5902.56672438542;5809.82149174217
y_fit[18;2];9.46904705375;9.45452;0.313620813493682;0.297757971000002;8.9812095;10.01073;0.999906853483852;5902.53557036107;5809.82149174217
y_fit[19;2];9.42083859125;9.427155;0.350629406817003;0.352725366;8.8345685;9.9950325;0.999876029220723;5275.7604283954;6000.27999723424
y_fit[20;2];9.42084150625;9.42716;0.350625154052409;0.352717952999999;8.834579;9.9950225;0.999876022525427;5275.77357060881;6000.27999723424
y_fit[21;2];9.42087947;9.427185;0.350572150273681;0.352673475;8.83469;9.994983;0.999876017507625;5275.75593929866;6000.27999723424
f_fit[1;1];1.55946693773375;1.45376;0.719869031795667;0.726496239;0.56693975;2.892943;0.99991540603766;7174.42913396103;7462.54365924477
f_fit[2;1];1.55944204302875;1.453735;0.719828630373317;0.726451761;0.56698395;2.8928805;0.99991530900038;7174.46910673318;7462.54365924477
f_fit[3;1];1.55939053587125;1.45369;0.719745215045645;0.726347979;0.5670752;2.892736;0.999915384271766;7174.473471595;7462.54365924477
f_fit[4;1];1.282693204;1.204735;0.39195113705681;0.373259376;0.7817683;2.0389505;1.000095325732;7074.41476562693;7249.80364909083
f_fit[5;1];1.282655547625;1.204705;0.391919728225891;0.373237137;0.781804;2.0388135;1.00009659093456;7074.377110291;7249.80364909083
f_fit[6;1];1.282616434875;1.20468;0.391887162248032;0.3732111915;0.7818408;2.038667;1.00009800140454;7074.16175732413;7249.80364909083
f_fit[7;1];1.0589525615;1.022635;0.244481322626097;0.2234663676;0.7260762;1.522415;1.00020562429667;6668.7706639143;7280.48538904238
f_fit[8;1];1.05893181625;1.022625;0.244470401864231;0.2234886066;0.7260601;1.5223655;1.00020563095645;6668.87587573947;7280.48538904238
f_fit[9;1];1.058924479;1.02262;0.244466500259877;0.223479711;0.72605535;1.522346;1.00020565290468;6668.84558132204;7280.48538904238
f_fit[10;1];0.936460374125;0.919614;0.185536469795345;0.1732833228;0.66843915;1.2547315;1.00071819656929;6547.32579516167;6977.16500842838
f_fit[11;1];0.936458149;0.919606;0.185535467457963;0.1732914771;0.668445;1.2547225;1.00071829598537;6547.31531894422;6977.16500842838
f_fit[12;1];0.936450831625;0.919611;0.185532231153644;0.1732773924;0.66846345;1.254714;1.00071827246974;6547.23266192402;6977.16500842838
f_fit[13;1];0.96334513075;0.9549365;0.198337548691008;0.1716027957;0.66602565;1.2693475;1.00019379428526;6018.68681862908;5471.2342669859
f_fit[14;1];0.963359887625;0.954941;0.198345294097817;0.1715946414;0.6660265;1.269385;1.00019361884734;6018.5412387083;5471.2342669859
f_fit[15;1];0.963376096;0.9549465;0.198353855360463;0.1716020544;0.6660346;1.2694315;1.00019344433869;6018.62771209223;5471.2342669859
f_fit[16;1];1.18776479682375;1.21809;0.360323577434958;0.317328291;0.56606765;1.708008;1.00004300084912;5189.12616187361;6150.49409227559
f_fit[17;1];1.18776870369125;1.218095;0.360326933922791;0.317328291;0.56606655;1.708018;1.0000438931443;5189.13138978214;6150.49409227559
f_fit[18;1];1.18778094625;1.21812;0.360337434744367;0.317343117;0.56606235;1.7080475;1.00004388560663;5189.09230527137;6150.49409227559
f_fit[19;1];1.65801204054788;1.77494;0.821137144145394;0.707318808;0.10188075;2.7951895;1.00028254375621;5647.32386589782;6813.97806129943
f_fit[20;1];1.65801734110513;1.77495;0.821142764110746;0.707318808;0.1018729;2.795209;1.00028253461343;5647.32961924005;6813.97806129943
f_fit[21;1];1.65808387419688;1.775025;0.821213600190119;0.707430003;0.10178445;2.7954375;1.00028251120449;5647.36502857433;6813.97806129943
f_fit[1;2];-1.70474218872937;-1.55513;1.48825879457341;1.515054114;-4.3303775;0.468356299999999;0.99985324070623;6904.19251623974;6915.06853225428
f_fit[2;2];-1.704716863293;-1.555175;1.48818822870652;1.514942919;-4.330168;0.468317499999999;0.999853320807209;6904.20220121837;6915.06853225428
f_fit[3;2];-1.70466470142725;-1.55527;1.48804263672117;1.514713116;-4.32973;0.468238499999999;0.999853403332462;6904.00432480806;6915.06853225428
f_fit[4;2];-1.3622659285365;-1.238595;0.872965629836309;0.8662031196;-2.9627585;-0.152174700000001;0.999909388007007;6701.57892587582;7249.87858590312
f_fit[5;2];-1.36220882978975;-1.238525;0.872901061699796;0.8660785812;-2.962551;-0.152302800000001;0.999909516767214;6701.51500654063;7249.87858590312
f_fit[6;2];-1.36214956521075;-1.238465;0.872834038341742;0.8659518189;-2.962334;-0.152438300000001;0.999910468002301;6701.54855389249;7249.87858590312
f_fit[7;2];-0.926221987585875;-0.866306;0.55541193506891;0.5249034105;-1.942153;-0.128386550000001;1.00008112315014;6695.80944202679;7285.09224359721
f_fit[8;2];-0.926167168625875;-0.8662145;0.555387470893516;0.5248307631;-1.9420615;-0.128372550000001;1.00008118110296;6695.73166022797;7285.09224359721
f_fit[9;2];-0.92614777050575;-0.866182;0.555378791443915;0.5247899916;-1.9420305;-0.128367850000001;1.00008126969117;6695.71024653125;7285.09224359721
f_fit[10;2];-0.4100121160735;-0.3804885;0.415378575597829;0.3758487369;-1.1045425;0.21605735;1.00014332780339;6973.06202009506;6785.55178182091
f_fit[11;2];-0.409989622250311;-0.380455;0.415375582735012;0.3758450304;-1.104512;0.2160748;1.00014338812819;6973.02646359208;6785.55178182091
f_fit[12;2];-0.409917328167675;-0.3803475;0.415365948256222;0.3758324283;-1.1044305;0.2161312;1.00014335314686;6972.99834913484;6817.10023576058
f_fit[13;2];0.17302212993525;0.2115125;0.413502551941709;0.32909605785;-0.4776116;0.7291495;0.999885643589735;6537.52895054421;6135.95485345997
f_fit[14;2];0.173098961617125;0.211572;0.413512953001372;0.32913089895;-0.47758025;0.72923545;0.999885529664492;6537.58157314641;6135.95485345997
f_fit[15;2];0.17318322057525;0.2116485;0.413524351918881;0.32917382022;-0.4775471;0.7293007;0.999885392627289;6537.60775220074;6135.95485345997
f_fit[16;2];0.80967399580675;0.878243;0.6204289375294;0.502490205;-0.1983011;1.6427325;0.999949705857148;5722.65652981391;5704.83544357248
f_fit[17;2];0.8096816390495;0.878252;0.620433025066928;0.5024798268;-0.198301;1.6427425;0.999949681351753;5722.57536959433;5704.83544357248
f_fit[18;2];0.809705484333375;0.87828;0.620445742277805;0.5024390553;-0.19829975;1.6427915;0.999949677970734;5722.52803045117;5704.83544357248
f_fit[19;2];1.48673074992175;1.50478;1.15654911358918;1.0486689255;-0.354717;3.293791;1.00005713259461;5561.13405367438;6155.20406602016
f_fit[20;2];1.48673669718862;1.504785;1.1565554637813;1.0486704081;-0.35472135;3.293811;1.00005712006712;5561.15115732777;6155.20406602016
f_fit[21;2];1.48681240935913;1.504855;1.15663626904428;1.0486919058;-0.3547767;3.294034;1.00005715553171;5561.18468488585;6155.20406602016
f_fit[1;3];0.145275240448625;0.132847;0.852207667452916;0.8371804833;-1.2348005;1.5460945;0.999823748841723;6912.60727380438;7027.24048414986
f_fit[2;3];0.14527488976775;0.1328715;0.852164972715694;0.8371182141;-1.234723;1.546043;0.999823718716906;6912.53732272001;6994.79981540226
f_fit[3;3];0.145274156041875;0.132922;0.852076900412236;0.8369899692;-1.2345595;1.545931;0.999823727577749;6912.4733402259;6994.79981540226
f_fit[4;3];0.07957273242045;0.0450213;0.501386074164824;0.4976287596;-0.66685745;0.9455626;1.00013182026637;6589.9112855495;7338.69348682531
f_fit[5;3];0.0795532772870625;0.04499995;0.501351538091021;0.4975590774;-0.6667976;0.94552135;1.00013159493158;6589.87851072862;7338.69348682531
f_fit[6;3];0.0795331068305;0.0449862;0.501315705077682;0.4974879126;-0.66673575;0.9454781;1.00013456833031;6589.5649828338;7338.69348682531
f_fit[7;3];-0.132730572537713;-0.1482865;0.334105243744393;0.3145721376;-0.6448758;0.441154849999998;1.00000022668024;6745.69485773617;7320.71957170486
f_fit[8;3];-0.132764660334187;-0.148325;0.334092506600068;0.314526177;-0.64490755;0.441077149999998;1.00000197095664;6745.67730557615;7320.71957170486
f_fit[9;3];-0.13277669958585;-0.148339;0.334087994562219;0.3145083858;-0.64491815;0.441049899999998;1.00000224992954;6745.49818994475;7320.71957170486
f_fit[10;3];-0.52644829376075;-0.5251125;0.274597295169141;0.2496060882;-0.95880555;-0.088774395;0.999964028221806;7385.8915277355;6431.97597385037
f_fit[11;3];-0.526468519455375;-0.5251325;0.274597113581167;0.2496112773;-0.95882085;-0.0888100100000001;0.999964205022233;7385.92594862525;6431.97597385037
f_fit[12;3];-0.526533510735625;-0.5251965;0.27459659122461;0.2496261033;-0.95886695;-0.0889243500000001;0.999965257098988;7385.77164417611;6431.97597385037
f_fit[13;3];-1.13636723432375;-1.13361;0.328692096185856;0.2886333093;-1.65774;-0.651198;0.999792004665827;7396.38229853219;6295.53164133603
f_fit[14;3];-1.13645888024625;-1.133685;0.328706224155335;0.2886370158;-1.6578505;-0.6513031;0.999791968769682;7396.87746620534;6295.53164133603
f_fit[15;3];-1.13655939449875;-1.133765;0.328721685103018;0.2886140355;-1.6579705;-0.65135815;0.99979195496304;7396.78366597306;6295.53164133603
f_fit[16;3];-1.99743882244863;-1.972685;0.51467165945303;0.459124155;-2.852926;-1.232439;0.999876041065743;6904.27400092178;6388.76663381938
f_fit[17;3];-1.997450358641;-1.9727;0.514674858204896;0.459138981;-2.8529365;-1.2324485;0.999876014029097;6904.28762915883;6388.76663381938
f_fit[18;3];-1.99748648772013;-1.97274;0.514684959612557;0.459168633;-2.852978;-1.2324675;0.999875992386533;6904.21216632601;6388.76663381938
f_fit[19;3];-3.1447427495125;-3.091095;0.934079392633561;0.892695699;-4.7458375;-1.744859;0.999721555166187;6789.32163101949;6074.33935618543
f_fit[20;3];-3.1447539589;-3.0911;0.934084431885614;0.892695699;-4.745858;-1.744859;0.999721872235637;6789.32682791039;6074.33935618543
f_fit[21;3];-3.1448962036875;-3.091225;0.934148443255275;0.892762416;-4.746198;-1.7448705;0.999722441831784;6789.33103885471;6074.33935618543
p_fit[1;1];0.710700341;0.730349;0.119469295439333;0.1047227097;0.4799551;0.86695505;1.0000239866306;7031.71799360428;7183.62427621779
p_fit[2;1];0.71070194075;0.730348;0.1194585377898;0.1047152967;0.47998545;0.86694115;1.00002409636557;7031.73327026149;7183.62427621779
p_fit[3;1];0.710705242125;0.7303465;0.119436370804874;0.1046893512;0.4800481;0.8669143;1.00002410993305;7031.91435641588;7183.62427621779
p_fit[4;1];0.700596293625;0.707256;0.0498296191026873;0.0455269394999998;0.60896045;0.770773;0.999956264286255;7544.40454651793;7295.5092183624
p_fit[5;1];0.70059253475;0.707252;0.0498265953360943;0.0455180439;0.6089612;0.77077825;0.999956343319928;7544.3962229286;7295.5092183624
p_fit[6;1];0.700588634;0.7072415;0.0498234548642592;0.045500994;0.60896195;0.77078385;0.999956140253889;7544.32423152602;7295.5092183624
p_fit[7;1];0.67589946525;0.680842;0.0475435579374084;0.0450895724999999;0.59112975;0.74548035;1.00020483871127;6763.74268843889;7426.50166029106
p_fit[8;1];0.6758970655;0.680838;0.0475444638614576;0.0450925377000001;0.59111715;0.745484;1.00020491175552;6763.70862513343;7421.51866082808
p_fit[9;1];0.675896223625;0.6808365;0.0475447805690755;0.045093279;0.59111325;0.74548215;1.0002049238323;6763.67635706723;7426.43190709301
p_fit[10;1];0.655932909125;0.6606735;0.0614606425890549;0.0614300484000001;0.54689165;0.74775565;1.00064274788629;6605.58598504079;7101.28089745938
p_fit[11;1];0.655931971625;0.6606725;0.0614613525561578;0.0614278245;0.54689065;0.7477528;1.00064282641331;6605.53567515463;7101.28089745938
p_fit[12;1];0.65592892425;0.660669;0.0614636099945281;0.0614211528;0.54688185;0.74774325;1.00064265149588;6605.62055476815;7101.28089745938
p_fit[13;1];0.620160992875;0.620135;0.0811230626819229;0.0786156063;0.486464;0.7534102;1.00017395571735;6302.56712887793;5554.81477220294
p_fit[14;1];0.62015457775;0.6201305;0.0811270334675709;0.0786185715;0.48646345;0.75340865;1.00017389763131;6302.11221128985;5554.81477220294
p_fit[15;1];0.620147538625;0.620126;0.0811313860143754;0.0786356214;0.48646225;0.75340795;1.00017372730045;6302.17533600074;5554.81477220294
p_fit[16;1];0.5606713359375;0.5709065;0.157835293561972;0.1591741599;0.28389955;0.8066481;0.999916095992417;5149.28129371101;5903.50009661237
p_fit[17;1];0.5606706849375;0.5709055;0.157836693731054;0.1591771251;0.28389455;0.80664815;0.999916106229638;5149.27858265033;5903.50009661237
p_fit[18;1];0.5606686797375;0.570901;0.15784105639064;0.159186762;0.2838778;0.8066492;0.99991618913895;5149.25339822336;5903.50009661237
p_fit[19;1];0.53380706067375;0.581185;0.283334202491118;0.3381061887;0.047956175;0.92514685;1.00015546237166;5332.58247894468;6283.52046059643
p_fit[20;1];0.53380709559125;0.581185;0.283335202496639;0.3381084126;0.047955265;0.9251488;1.00015546411981;5332.57765613709;6283.52046059643
p_fit[21;1];0.53380744980375;0.581188;0.283347801299882;0.3381350994;0.047942995;0.9251657;1.00015546073216;5332.54744149356;6283.52046059643
p_fit[1;2];0.0995221823638787;0.0373127;0.139556235432797;0.052167030468;0.00059511285;0.410643949999999;0.999870084533485;6948.94583027361;6798.41460471188
p_fit[2;2];0.0995183386146775;0.03731365;0.139546680955919;0.052168194309;0.0005952397;0.410625699999999;0.999870115086405;6949.00866736628;6798.41460471188
p_fit[3;2];0.0995104315499037;0.03731575;0.139527002695551;0.052170796272;0.00059550045;0.410587249999999;0.999870081400469;6949.06785184056;6798.41460471188
p_fit[4;2];0.084309295231625;0.06243415;0.0762670174114281;0.06597110394;0.0050925755;0.23752535;0.999880563868516;6755.78092826;7249.82238306417
p_fit[5;2];0.08431080059325;0.06243405;0.0762634644330432;0.06596873178;0.005094015;0.2375275;0.999881248604245;6755.70958964351;7249.82238306417
p_fit[6;2];0.084312369681375;0.0624341;0.0762597764282789;0.06596650788;0.0050955055;0.2375306;0.999880467275047;6755.62301548301;7249.82238306417
p_fit[7;2];0.115481794948375;0.1039025;0.0704874611615812;0.06866254185;0.023104515;0.24735055;1.00010281487211;6693.97974933013;7151.04964990709
p_fit[8;2];0.1154877403365;0.103906;0.0704881938188955;0.06866298663;0.023107095;0.24735035;1.00010285097313;6693.93697916311;7151.04964990709
p_fit[9;2];0.11548983658425;0.1039075;0.0704884549543059;0.0686614299;0.023108025;0.24734965;1.00010288603571;6693.89543367088;7151.04964990709
p_fit[10;2];0.188801851407875;0.181064;0.0809484166355596;0.0796956804;0.071531405;0.33656805;1.00028119471573;6862.4952812629;6709.5896620801
p_fit[11;2];0.188805715655375;0.181068;0.0809489005599675;0.0796927152;0.071536195;0.33657395;1.00028114316497;6862.5341828895;6709.5896620801
p_fit[12;2];0.1888181043255;0.1810805;0.0809504555819637;0.0796875261;0.071551565;0.33659165;1.00028130085111;6862.40232821466;6709.5896620801
p_fit[13;2];0.299429915292625;0.3002675;0.0952424278660492;0.090964923;0.1426027;0.45433885;0.999976869338252;6511.81698074533;5874.9827989032
p_fit[14;2];0.2994451396205;0.3002885;0.0952456692415138;0.0909671468999999;0.1426059;0.4543463;0.999976825662764;6511.48519918531;5874.9827989032
p_fit[15;2];0.2994618225175;0.3003115;0.0952492267769542;0.0909708534;0.1426092;0.4543558;0.999976962813705;6511.32838409308;5874.9827989032
p_fit[16;2];0.4124792567555;0.4065985;0.165309979229635;0.1656649827;0.14670355;0.69480645;0.999925170375226;5206.78733662603;5636.41379878471
p_fit[17;2];0.412480315834163;0.406598;0.165311307049802;0.165665724;0.14670355;0.6948105;0.999925190293298;5206.76465433072;5636.41379878471
p_fit[18;2];0.412483595226262;0.406596;0.165315465308007;0.1656672066;0.14670265;0.69482455;0.999925231112255;5206.8062981395;5636.41379878471
p_fit[19;2];0.459717694913706;0.414101;0.286094857777595;0.3417645042;0.061549935;0.94961755;1.00016879823337;5297.11705952696;6333.43948853574
p_fit[20;2];0.459717750163801;0.414099;0.286095835860805;0.3417645042;0.06154854;0.94961855;1.00016877461705;5297.14571923391;6333.43948853574
p_fit[21;2];0.459718399384341;0.4140745;0.286108062269407;0.3417607977;0.06153108;0.94963085;1.00016880673595;5297.1970921047;6333.43948853574
p_fit[1;3];0.18977748319875;0.186676;0.0786033465649254;0.0811478871;0.06503006;0.32349875;1.00006968929398;7187.79582421254;7089.24805930432
p_fit[2;3];0.18977971924375;0.1866775;0.0785975439012198;0.081142698;0.065037015;0.32348795;1.00006929768527;7187.89045597493;7089.24805930432
p_fit[3;3];0.1897843324125;0.1866805;0.078585571497325;0.081127872;0.065051425;0.32346625;1.00006841517881;7188.10154693934;7089.24805930432
p_fit[4;3];0.21509441199;0.2190545;0.0438833207398952;0.042639576;0.13649135;0.27894465;0.999987521786439;6684.8809115163;7233.41264219969
p_fit[5;3];0.21509666534;0.219051;0.0438818431426838;0.0426462477;0.1364984;0.27895005;0.999987433783126;6684.92117266871;7233.41264219969
p_fit[6;3];0.21509900498;0.2190455;0.0438803199451921;0.0426536607;0.13650645;0.2789564;0.999987342744044;6684.83362957071;7233.41264219969
p_fit[7;3];0.208618738975;0.211098;0.037958140135718;0.0378411411;0.1432971;0.2670546;1.00010738243405;6931.25674944159;7148.05489404751
p_fit[8;3];0.2086152;0.2110915;0.0379574919347341;0.0378441063;0.1432948;0.2670515;1.00010861882741;6931.36714702989;7148.05489404751
p_fit[9;3];0.2086139417375;0.211089;0.0379572647034446;0.0378448476;0.1432947;0.26705045;1.00010778352749;6931.3736741807;7148.05489404751
p_fit[10;3];0.1552652273875;0.155567;0.0338071020594024;0.0337061697;0.0994223;0.2105804;0.99974980329874;7500.29608557387;7228.43059475602
p_fit[11;3];0.1552623205625;0.155564;0.0338069883346587;0.0337046871;0.099421175;0.21057935;0.999749985543493;7500.32597740787;7228.43059475602
p_fit[12;3];0.1552529719875;0.1555525;0.0338066194343182;0.0337054284;0.09941767;0.21057515;0.999750428515714;7500.46033447468;7228.43059475602
p_fit[13;3];0.08040909118625;0.077896;0.0279679139836588;0.02761112697;0.038907745;0.12988575;0.999784055988043;7514.54811313791;7051.23485269672
p_fit[14;3];0.08040029362125;0.07788565;0.0279666581889233;0.02761127523;0.03890294;0.12987855;0.999783982657175;7514.54225333564;7051.23485269672
p_fit[15;3];0.08039064249375;0.0778762;0.0279652777061337;0.02761172001;0.038897545;0.12987135;0.999784012574585;7514.46377033937;7051.23485269672
p_fit[16;3];0.0268494067225;0.0240426;0.0160207140560164;0.01495172448;0.006605434;0.05771131;0.999797319325316;7028.80001981873;6282.00932784501
p_fit[17;3];0.0268489993725;0.0240421;0.0160205784982869;0.01495172448;0.0066052645;0.05771042;0.999797381218587;7028.76000055316;6282.00932784501
p_fit[18;3];0.026847729051;0.02404065;0.016020156819876;0.01495172448;0.0066047275;0.057707745;0.999797310421255;7028.74656165858;6282.00932784501
p_fit[19;3];0.00647524480122;0.0038305;0.00743617832307362;0.0042313559673;0.0002993112;0.021943185;0.999720915808947;6779.55687385973;6709.08894232136
p_fit[20;3];0.0064751641236425;0.0038304;0.00743613446041972;0.0042312447723;0.00029930115;0.02194308;0.999720918274213;6779.57266065547;6709.08894232136
p_fit[21;3];0.006474145718415;0.00382912;0.00743558457265841;0.004229813322;0.00029917625;0.021942195;0.999720997672098;6779.52354415734;6709.08894232136
s1_mean[1;1];-15.16;-15.16;0;0;-15.16;-15.16;NA;NA;NA
s1_mean[2;1];-15.16;-15.16;0;0;-15.16;-15.16;NA;NA;NA
s1_mean[3;1];-15.16;-15.16;0;0;-15.16;-15.16;NA;NA;NA
s1_mean[4;1];-17.2;-17.2;0;0;-17.2;-17.2;NA;NA;NA
s1_mean[5;1];-17.2;-17.2;0;0;-17.2;-17.2;NA;NA;NA
s1_mean[6;1];-17.2;-17.2;0;0;-17.2;-17.2;NA;NA;NA
s1_mean[7;1];-15.06;-15.06;0;0;-15.06;-15.06;NA;NA;NA
s1_mean[8;1];-15.06;-15.06;0;0;-15.06;-15.06;NA;NA;NA
s1_mean[9;1];-15.06;-15.06;0;0;-15.06;-15.06;NA;NA;NA
s1_mean[10;1];-17.17;-17.17;0;0;-17.17;-17.17;NA;NA;NA
s1_mean[11;1];-17.17;-17.17;0;0;-17.17;-17.17;NA;NA;NA
s1_mean[12;1];-17.17;-17.17;0;0;-17.17;-17.17;NA;NA;NA
s1_mean[13;1];-19.45;-19.45;0;0;-19.45;-19.45;NA;NA;NA
s1_mean[14;1];-19.45;-19.45;0;0;-19.45;-19.45;NA;NA;NA
s1_mean[15;1];-19.45;-19.45;0;0;-19.45;-19.45;NA;NA;NA
s1_mean[16;1];-20.1;-20.1;0;0;-20.1;-20.1;NA;NA;NA
s1_mean[17;1];-20.1;-20.1;0;0;-20.1;-20.1;NA;NA;NA
s1_mean[18;1];-20.1;-20.1;0;0;-20.1;-20.1;NA;NA;NA
s1_mean[19;1];-16.61;-16.61;0;0;-16.61;-16.61;NA;NA;NA
s1_mean[20;1];-16.61;-16.61;0;0;-16.61;-16.61;NA;NA;NA
s1_mean[21;1];-16.61;-16.61;0;0;-16.61;-16.61;NA;NA;NA
s1_mean[1;2];-21.51;-21.51;0;0;-21.51;-21.51;NA;NA;NA
s1_mean[2;2];-21.51;-21.51;0;0;-21.51;-21.51;NA;NA;NA
s1_mean[3;2];-21.51;-21.51;0;0;-21.51;-21.51;NA;NA;NA
s1_mean[4;2];-20.07;-20.07;0;0;-20.07;-20.07;NA;NA;NA
s1_mean[5;2];-20.07;-20.07;0;0;-20.07;-20.07;NA;NA;NA
s1_mean[6;2];-20.07;-20.07;0;0;-20.07;-20.07;NA;NA;NA
s1_mean[7;2];-22.25;-22.25;0;0;-22.25;-22.25;NA;NA;NA
s1_mean[8;2];-22.25;-22.25;0;0;-22.25;-22.25;NA;NA;NA
s1_mean[9;2];-22.25;-22.25;0;0;-22.25;-22.25;NA;NA;NA
s1_mean[10;2];-20;-20;0;0;-20;-20;NA;NA;NA
s1_mean[11;2];-20;-20;0;0;-20;-20;NA;NA;NA
s1_mean[12;2];-20;-20;0;0;-20;-20;NA;NA;NA
s1_mean[13;2];-20.91;-20.91;0;0;-20.91;-20.91;NA;NA;NA
s1_mean[14;2];-20.91;-20.91;0;0;-20.91;-20.91;NA;NA;NA
s1_mean[15;2];-20.91;-20.91;0;0;-20.91;-20.91;NA;NA;NA
s1_mean[16;2];-21.82;-21.82;0;0;-21.82;-21.82;NA;NA;NA
s1_mean[17;2];-21.82;-21.82;0;0;-21.82;-21.82;NA;NA;NA
s1_mean[18;2];-21.82;-21.82;0;0;-21.82;-21.82;NA;NA;NA
s1_mean[19;2];-18.19;-18.19;0;0;-18.19;-18.19;NA;NA;NA
s1_mean[20;2];-18.19;-18.19;0;0;-18.19;-18.19;NA;NA;NA
s1_mean[21;2];-18.19;-18.19;0;0;-18.19;-18.19;NA;NA;NA
s1_mean[1;3];-28.95;-28.95;0;0;-28.95;-28.95;NA;NA;NA
s1_mean[2;3];-28.95;-28.95;0;0;-28.95;-28.95;NA;NA;NA
s1_mean[3;3];-28.95;-28.95;0;0;-28.95;-28.95;NA;NA;NA
s1_mean[4;3];-26.57;-26.57;0;0;-26.57;-26.57;NA;NA;NA
s1_mean[5;3];-26.57;-26.57;0;0;-26.57;-26.57;NA;NA;NA
s1_mean[6;3];-26.57;-26.57;0;0;-26.57;-26.57;NA;NA;NA
s1_mean[7;3];-30.17;-30.17;0;0;-30.17;-30.17;NA;NA;NA
s1_mean[8;3];-30.17;-30.17;0;0;-30.17;-30.17;NA;NA;NA
s1_mean[9;3];-30.17;-30.17;0;0;-30.17;-30.17;NA;NA;NA
s1_mean[10;3];-28.1;-28.1;0;0;-28.1;-28.1;NA;NA;NA
s1_mean[11;3];-28.1;-28.1;0;0;-28.1;-28.1;NA;NA;NA
s1_mean[12;3];-28.1;-28.1;0;0;-28.1;-28.1;NA;NA;NA
s1_mean[13;3];-28.02;-28.02;0;0;-28.02;-28.02;NA;NA;NA
s1_mean[14;3];-28.02;-28.02;0;0;-28.02;-28.02;NA;NA;NA
s1_mean[15;3];-28.02;-28.02;0;0;-28.02;-28.02;NA;NA;NA
s1_mean[16;3];-27.94;-27.94;0;0;-27.94;-27.94;NA;NA;NA
s1_mean[17;3];-27.94;-27.94;0;0;-27.94;-27.94;NA;NA;NA
s1_mean[18;3];-27.94;-27.94;0;0;-27.94;-27.94;NA;NA;NA
s1_mean[19;3];-29.6;-29.6;0;0;-29.6;-29.6;NA;NA;NA
s1_mean[20;3];-29.6;-29.6;0;0;-29.6;-29.6;NA;NA;NA
s1_mean[21;3];-29.6;-29.6;0;0;-29.6;-29.6;NA;NA;NA
s2_mean[1;1];8.34;8.34;0;0;8.34;8.34;NA;NA;NA
s2_mean[2;1];8.34;8.34;0;0;8.34;8.34;NA;NA;NA
s2_mean[3;1];8.34;8.34;0;0;8.34;8.34;NA;NA;NA
s2_mean[4;1];12.76;12.76;0;0;12.76;12.76;NA;NA;NA
s2_mean[5;1];12.76;12.76;0;0;12.76;12.76;NA;NA;NA
s2_mean[6;1];12.76;12.76;0;0;12.76;12.76;NA;NA;NA
s2_mean[7;1];9.75;9.75;0;0;9.75;9.75;NA;NA;NA
s2_mean[8;1];9.75;9.75;0;0;9.75;9.75;NA;NA;NA
s2_mean[9;1];9.75;9.75;0;0;9.75;9.75;NA;NA;NA
s2_mean[10;1];10.62;10.62;0;0;10.62;10.62;NA;NA;NA
s2_mean[11;1];10.62;10.62;0;0;10.62;10.62;NA;NA;NA
s2_mean[12;1];10.62;10.62;0;0;10.62;10.62;NA;NA;NA
s2_mean[13;1];11.47;11.47;0;0;11.47;11.47;NA;NA;NA
s2_mean[14;1];11.47;11.47;0;0;11.47;11.47;NA;NA;NA
s2_mean[15;1];11.47;11.47;0;0;11.47;11.47;NA;NA;NA
s2_mean[16;1];11.59;11.59;0;0;11.59;11.59;NA;NA;NA
s2_mean[17;1];11.59;11.59;0;0;11.59;11.59;NA;NA;NA
s2_mean[18;1];11.59;11.59;0;0;11.59;11.59;NA;NA;NA
s2_mean[19;1];9.37;9.37;0;0;9.37;9.37;NA;NA;NA
s2_mean[20;1];9.37;9.37;0;0;9.37;9.37;NA;NA;NA
s2_mean[21;1];9.37;9.37;0;0;9.37;9.37;NA;NA;NA
s2_mean[1;2];7.66;7.66;0;0;7.66;7.66;NA;NA;NA
s2_mean[2;2];7.66;7.66;0;0;7.66;7.66;NA;NA;NA
