"observation","mean_1]","mean_2]","median_1]","median_2]","sd_1]","sd_2]","mad_1]","mad_2]","q5_1]","q5_2]","q95_1]","q95_2]","time"
"y_fit[37",-16.15141857575,11.61430010375,-16.152053,11.61483,0.298505027302537,0.14283676633595,0.2953272483,0.141581628299998,-16.6388261,11.3791946,-15.64865505,11.84433265,93.0186126173707
"y_fit[38",-16.151433638,11.61429761425,-16.152081,11.614828,0.298504250699502,0.142836397535662,0.2953220592,0.141580887000001,-16.6388411,11.37920485,-15.64866625,11.84432775,93.018724156227
"y_fit[39",-21.11538349025,10.558841742,-21.1190805,10.559929,0.184173474664286,0.0931900878824396,0.185009206199999,0.0928337402999996,-21.4105037,10.40637505,-20.8082674,10.7127648,124.000158722387
"y_fit[40",-21.11534450925,10.5588541375,-21.119058,10.5599545,0.184174902896427,0.093189570326558,0.1850255148,0.0928730291999991,-21.41048935,10.4063895,-20.8082232,10.7128024,124.000578413908
"y_fit[41",-21.115337402,10.55885640575,-21.119046,10.55996,0.184175168671939,0.0931894739713605,0.185016619199996,0.0928797008999994,-21.4104866,10.4063919,-20.80821555,10.71280665,124.000653799404
"y_fit[42",-21.1153365955,10.558856667,-21.1190445,10.55996,0.184175197441196,0.0931894583960259,0.185015877900004,0.0928811834999996,-21.41048665,10.4063928,-20.80821465,10.7128067,124.000662388285
"y_fit[43",-21.11532212225,10.55886127625,-21.119021,10.55997,0.184175715118073,0.0931892511282251,0.185000310600001,0.0928952682000009,-21.4104802,10.4063985,-20.808199,10.71281515,124.000814797729
"y_fit[44",-21.11522717675,10.55889137425,-21.1189115,10.5599935,0.184178767598499,0.0931879345950307,0.184983260700002,0.0929241789000004,-21.410425,10.40644175,-20.80810055,10.712868,124.001785095003
"y_fit[45",-21.11516872375,10.55890983975,-21.118904,10.5599915,0.184180553416281,0.0931871323701369,0.184949902199999,0.0929338157999997,-21.4103852,10.4064723,-20.8080416,10.71289995,124.002358789118
"y_fit[46",-21.115134434,10.5589206475,-21.1189125,10.55999,0.18418152985523,0.0931866601984156,0.1849202502,0.0929582787000012,-21.41035855,10.40647205,-20.8080075,10.7129175,124.002687977753
"y_fit[47",-21.1150849625,10.55893618725,-21.1189225,10.5599995,0.184182921911106,0.0931859687750137,0.1849795542,0.0930079457999996,-21.41031815,10.4064404,-20.8079586,10.71294425,124.003153230217
"y_fit[48",-21.11507495825,10.5589393265,-21.1189245,10.5600095,0.18418319735942,0.0931858241082359,0.184995862799999,0.0930175826999989,-21.41030935,10.4064346,-20.8079566,10.7129494,124.003245998556
"y_fit[49",-21.11504970625,10.558947245,-21.1189295,10.560035,0.184183846471586,0.0931854676249929,0.185039599500002,0.0930501998999982,-21.41028675,10.4064192,-20.80796855,10.7129618,124.003478281493
"y_fit[50",-21.1150072315,10.558960556,-21.1189375,10.560077,0.184184921459549,0.0931848704183602,0.185111505600002,0.093114693,-21.41024755,10.4063951,-20.8079882,10.71298345,124.003863416133
"y_fit[51",-21.11496204525,10.5589746925,-21.1188725,10.5601155,0.184186035984789,0.0931842268041524,0.185081853600003,0.0931443450000002,-21.41020355,10.4063691,-20.8080087,10.7130061,124.004265695591
"y_fit[52",-21.114947151,10.558979337,-21.11885,10.5601245,0.18418639980596,0.0931840180613095,0.185070734100002,0.0931436036999994,-21.41018795,10.40636045,-20.80801555,10.71301335,124.004396593771
"y_fit[53",-21.1149042665,10.55899270875,-21.118786,10.5601095,0.184187450024496,0.0931834054533767,0.185039599499999,0.0931421210999992,-21.41014305,10.40633735,-20.80803425,10.71303495,124.004769065734
"y_fit[54",-21.11488488725,10.5589987535,-21.1187515,10.560098,0.184187887258146,0.093183120355556,0.185017360500002,0.0931287777,-21.4101226,10.4063268,-20.80804185,10.713044,124.004935216145
"y_fit[55",-21.1148760045,10.55900151625,-21.11874,10.560092,0.184188085908849,0.0931829891704217,0.185014395300002,0.0931280364000005,-21.41011285,10.406322,-20.80804615,10.71304855,124.005011061882
"y_fit[56",-21.11486866325,10.55900379175,-21.1187305,10.5600875,0.184188257166851,0.0931828799331537,0.185011430099996,0.0931295190000007,-21.4101041,10.40631815,-20.8080486,10.71305125,124.005073459744
"y_fit[57",-21.11485299625,10.55900865925,-21.1187095,10.560078,0.184188620819819,0.0931826643570402,0.185012912699998,0.0931324841999999,-21.41008655,10.4063095,-20.80805545,10.7130576,124.00520613404
"y_fit[58",-21.11484508775,10.5590111265,-21.118699,10.560073,0.184188800103821,0.0931825479753628,0.1850173605,0.0931391559000001,-21.4100778,10.4063047,-20.80805885,10.7130612,124.005272756163
"y_fit[59",-21.11479201325,10.55902758025,-21.1186285,10.560093,0.184189986644298,0.0931817476933565,0.1850277387,0.0931539818999996,-21.4100156,10.40627735,-20.80802775,10.71308385,124.005714888833
"y_fit[60",-21.114791819,10.55902764175,-21.118628,10.560093,0.184189979378987,0.0931817399205717,0.185026997400002,0.0931539818999996,-21.4100156,10.40627735,-20.8080277,10.71308385,124.005716497391
"y_fit[61",-21.1147861265,10.559029419,-21.1186205,10.560096,0.184190119265872,0.0931816536972857,0.185024773499997,0.0931547232000003,-21.4100088,10.40627485,-20.8080208,10.7130866,124.0057634527
"y_fit[62",-21.1147822165,10.55903062575,-21.118615,10.560098,0.184190203501386,0.0931815976506621,0.185023290899998,0.0931562058000005,-21.41000395,10.4062732,-20.80801585,10.71308745,124.005795640671
"y_fit[63",-21.11468270675,10.55906152975,-21.118506,10.560141,0.184192348898524,0.0931800867232133,0.184970658599999,0.0931925294999997,-21.4098788,10.40622785,-20.80789035,10.7131129,124.0066011335
"y_fit[64",-21.11468095625,10.55906207525,-21.118506,10.5601415,0.184192377155592,0.0931800584437249,0.1849736238,0.0931925294999997,-21.4098759,10.406227,-20.8078884,10.713112,124.00661508543
"y_fit[65",-21.11468070525,10.5590621515,-21.1185055,10.560142,0.184192386898266,0.0931800587182002,0.184972882499996,0.0931917882000016,-21.4098759,10.406227,-20.8078874,10.713112,124.006617052378
"y_fit[66",-21.114629746,10.55907799725,-21.1184885,10.5601655,0.184193407278003,0.0931793103807868,0.185031445200001,0.0931903056,-21.4098081,10.40620435,-20.8078242,10.7130932,124.007019929225
"y_fit[67",-21.114625991,10.5590791645,-21.118488,10.5601675,0.184193482798118,0.0931792498458074,0.185037375599999,0.0931932707999978,-21.4098023,10.4062027,-20.80781925,10.71309235,124.007049303483
"y_fit[68",-21.1145777585,10.55909416125,-21.118472,10.5601905,0.184194412830041,0.0931785760590026,0.185092973100001,0.0932162511000017,-21.4097355,10.40619525,-20.80775995,10.7130744,124.0074247286
"y_fit[69",-21.11456080675,10.559099423,-21.1184665,10.560198,0.184194752034313,0.0931783468466459,0.185113729500001,0.0932206988999997,-21.40971135,10.4062138,-20.8077392,10.71306815,124.007555475985
"y_fit[70",-21.11445864125,10.55913115325,-21.1184105,10.5602125,0.184196782556754,0.0931769103202503,0.185082594900004,0.0932281119000007,-21.40955965,10.4063243,-20.8076138,10.71303145,124.008329233802
"y_fit[71",-21.114429642,10.55914015325,-21.118391,10.5602155,0.184197328086701,0.0931765013324975,0.185091490500005,0.0932340423000002,-21.40951525,10.4063549,-20.8075792,10.71302065,124.008544583591
"y_fit[72",-21.11434949575,10.55916502525,-21.1183425,10.560223,0.184198815645881,0.0931753806771332,0.185154501000001,0.0932459031000006,-21.4094392,10.4064394,-20.80748245,10.712992,124.009131090222
"y_fit[73",-21.11428892775,10.559183783,-21.1182975,10.560229,0.184199937324483,0.0931745679472567,0.1852100985,0.0932547987000005,-21.4094197,10.40650635,-20.80741035,10.7129705,124.009565864285
"y_fit[74",-21.11428706575,10.5591843675,-21.118297,10.5602295,0.184199976964273,0.0931745499165302,0.185212322399997,0.0932555399999999,-21.40941965,10.4065083,-20.8074074,10.71296955,124.009579107226
"y_fit[75",-21.11427272525,10.55918880475,-21.118286,10.560231,0.184200253282512,0.0931743510774494,0.185216770199997,0.0932636943000004,-21.40941455,10.40652385,-20.8073906,10.7129651,124.0096809251
