"X1.lambda.1.";"X2.lambda.1.";"X3.lambda.1.";"X4.lambda.1.";"X1.lambda.2.";"X2.lambda.2.";"X3.lambda.2.";"X4.lambda.2.";"X1.lambda.3.";"X2.lambda.3.";"X3.lambda.3.";"X4.lambda.3.";"X1.lambda.4.";"X2.lambda.4.";"X3.lambda.4.";"X4.lambda.4.";"X1.lambda.5.";"X2.lambda.5.";"X3.lambda.5.";"X4.lambda.5.";"X1.lambda.6.";"X2.lambda.6.";"X3.lambda.6.";"X4.lambda.6.";"X1.lambda.7.";"X2.lambda.7.";"X3.lambda.7.";"X4.lambda.7.";"X1.lambda.8.";"X2.lambda.8.";"X3.lambda.8.";"X4.lambda.8.";"X1.lambda.9.";"X2.lambda.9.";"X3.lambda.9.";"X4.lambda.9.";"X1.lambda.10.";"X2.lambda.10.";"X3.lambda.10.";"X4.lambda.10.";"X1.lambda.11.";"X2.lambda.11.";"X3.lambda.11.";"X4.lambda.11.";"X1.lambda.12.";"X2.lambda.12.";"X3.lambda.12.";"X4.lambda.12.";"X1.lambda.13.";"X2.lambda.13.";"X3.lambda.13.";"X4.lambda.13.";"X1.lambda.14.";"X2.lambda.14.";"X3.lambda.14.";"X4.lambda.14.";"X1.lambda.15.";"X2.lambda.15.";"X3.lambda.15.";"X4.lambda.15.";"X1.lambda.16.";"X2.lambda.16.";"X3.lambda.16.";"X4.lambda.16.";"X1.lambda.17.";"X2.lambda.17.";"X3.lambda.17.";"X4.lambda.17.";"X1.lambda.18.";"X2.lambda.18.";"X3.lambda.18.";"X4.lambda.18.";"X1.lambda.19.";"X2.lambda.19.";"X3.lambda.19.";"X4.lambda.19.";"X1.lambda.20.";"X2.lambda.20.";"X3.lambda.20.";"X4.lambda.20.";"X1.lambda.21.";"X2.lambda.21.";"X3.lambda.21.";"X4.lambda.21."
0,0273415;0,0265294;0,0265788;0,0260806;0,0265954;0,0270212;0,0268658;0,0258751;0,0267414;0,0263359;0,0267922;0,0260268;0,020035;0,0177044;0,0194232;0,020188;0,0188636;0,0201221;0,0204649;0,0177987;0,0197097;0,0180854;0,0197647;0,0189518;0,010624;0,00959029;0,0124067;0,0101898;0,0097546;0,0112332;0,0107363;0,0113833;0,0117193;0,011229;0,0109265;0,0100007;0,00623003;0,00320685;0,00363874;0,00448882;0,00369048;0,00429529;0,00411105;0,00492183;0,00387602;0,00428601;0,00353308;0,00400865;0,0110821;0,00904557;0,0084957;0,00927183;0,00963347;0,00932179;0,00966117;0,00862065;0,00815727;0,00790771;0,00758374;0,00964947;0,0131061;0,0132896;0,0138007;0,0140681;0,0141102;0,0125987;0,0139094;0,0130051;0,0140757;0,0141656;0,0147683;0,015104;0,0117586;0,0133729;0,0131304;0,0138528;0,0140016;0,0127103;0,0122048;0,0141197;0,0131758;0,0147256;0,0155979;0,0153442
0,027371;0,0281453;0,0271871;0,0266494;0,0268701;0,028677;0,0278062;0,0274753;0,0280304;0,0278938;0,0249497;0,0266094;0,0177612;0,0182442;0,0169863;0,0203072;0,0202218;0,0179752;0,0196479;0,0208919;0,0187125;0,0204559;0,0176738;0,0180269;0,0112334;0,0118585;0,0123868;0,0121602;0,0114243;0,0103404;0,0123434;0,0099816;0,0118934;0,0102968;0,00922256;0,0109584;0,00411614;0,00428032;0,00390748;0,00512444;0,00359052;0,00417801;0,00353668;0,00352693;0,00394158;0,00315898;0,00434017;0,00270643;0,00885541;0,00927503;0,00909524;0,00901755;0,00898684;0,00866471;0,00922492;0,00973241;0,00813024;0,00791982;0,00805885;0,0089509;0,0150914;0,0141678;0,0132895;0,0121845;0,0143425;0,0158523;0,0152763;0,01387;0,0147303;0,0159496;0,0121615;0,013513;0,014848;0,0153787;0,013822;0,013319;0,0141452;0,0150888;0,0156564;0,013511;0,0142357;0,0130567;0,0122079;0,0131521
0,0282918;0,027607;0,0264958;0,0276569;0,0273886;0,0287116;0,0263247;0,0283321;0,0257005;0,0285931;0,0264208;0,0250335;0,0176141;0,0183479;0,0185186;0,0195671;0,018525;0,0196523;0,0197915;0,0196366;0,0177175;0,0183364;0,0182882;0,0192632;0,00982105;0,0108908;0,00935608;0,0115055;0,0115805;0,0104704;0,0124783;0,00877725;0,00971495;0,0108363;0,0102685;0,0113312;0,00284119;0,00312767;0,00368303;0,00549966;0,00319299;0,00450946;0,00340585;0,00425554;0,00317808;0,00378926;0,00389186;0,00283428;0,00783256;0,00861662;0,0108858;0,00967854;0,00869815;0,00967863;0,00827922;0,0105397;0,00834785;0,00776166;0,00724658;0,00871876;0,0124048;0,0144174;0,014056;0,0128129;0,013167;0,0153682;0,0140028;0,014455;0,0151702;0,014467;0,0132057;0,0127632;0,0143184;0,0144318;0,0133753;0,0136999;0,0123503;0,0132828;0,0137524;0,0137054;0,0144049;0,0143192;0,0134505;0,0137744
0,0259465;0,0294527;0,0269954;0,0270794;0,0251341;0,027135;0,0269068;0,0283396;0,0272752;0,0268973;0,0260666;0,0262909;0,0189791;0,019444;0,0191719;0,0192812;0,0182391;0,0184463;0,0184092;0,0200862;0,0176408;0,0197206;0,0201063;0,0189497;0,0108831;0,0123192;0,012297;0,011957;0,0113599;0,00980845;0,00999757;0,0105631;0,0102922;0,01204;0,0105523;0,0105068;0,00268732;0,0038583;0,00395551;0,00312462;0,00300022;0,00311525;0,00544851;0,00399068;0,00373048;0,0035278;0,00280567;0,00376248;0,00891404;0,00962539;0,0077273;0,00941949;0,00820807;0,00944358;0,00880161;0,010556;0,00792384;0,00821459;0,0080749;0,00831859;0,012636;0,0148284;0,0125301;0,0144294;0,0123765;0,0154553;0,0146789;0,0135526;0,013093;0,013623;0,0162811;0,0135782;0,0142769;0,0148532;0,0130499;0,0130876;0,014312;0,0144009;0,0135391;0,0146231;0,0152624;0,0141961;0,0156084;0,0130421
0,0283395;0,0262894;0,0259057;0,02785;0,0258903;0,0271235;0,0268913;0,0255392;0,0265687;0,0255546;0,0262431;0,0256305;0,0185913;0,0188044;0,0199568;0,0199012;0,0182504;0,0185836;0,0192954;0,0195341;0,0183823;0,0191892;0,019077;0,018574;0,0111569;0,0118234;0,010488;0,0118493;0,0111531;0,00972715;0,0126664;0,0105159;0,0103506;0,0102316;0,0124242;0,0103902;0,00589571;0,00464215;0,00374548;0,00578277;0,00442372;0,00519147;0,00400795;0,0034011;0,00544455;0,00409474;0,0049283;0,00229455;0,008733;0,0111735;0,00773431;0,0101011;0,00908795;0,0098869;0,00929944;0,00869498;0,00889438;0,00758728;0,00617629;0,00826889;0,0142303;0,012701;0,0130508;0,0150952;0,014221;0,0130615;0,0149878;0,0124507;0,0139034;0,0155396;0,0148299;0,0139983;0,0127708;0,0132754;0,0142135;0,0126391;0,0137126;0,0146771;0,0125557;0,014925;0,0133998;0,0137863;0,0128265;0,0142789
0,0260296;0,0267307;0,0275081;0,0271119;0,0254268;0,0271489;0,0269809;0,0270288;0,0269586;0,0252291;0,0267508;0,0274313;0,0191797;0,017671;0,0198183;0,0196888;0,0195983;0,0181138;0,0202083;0,0202755;0,016536;0,0192377;0,0186652;0,0175202;0,0111767;0,0117731;0,0105824;0,00989942;0,0128003;0,00952135;0,0100427;0,010763;0,0100308;0,0115343;0,0114742;0,00902199;0,00379009;0,00458165;0,00302576;0,00395831;0,00420438;0,0056062;0,00503915;0,00398713;0,00325367;0,0034953;0,00407154;0,00268194;0,00877456;0,0111053;0,00964972;0,0105202;0,00938765;0,00994568;0,00971148;0,00957868;0,00994129;0,00800342;0,00902919;0,00811317;0,0143159;0,0132484;0,0149586;0,014915;0,014724;0,0121867;0,0156224;0,0132211;0,015442;0,0150904;0,0139116;0,0147181;0,0146794;0,0131477;0,0139887;0,0129678;0,0144794;0,0145044;0,0143101;0,0146488;0,014123;0,0139319;0,0127455;0,0169231
0,0277887;0,0262913;0,0271271;0,0258006;0,0269066;0,0300272;0,0265617;0,0270844;0,027301;0,0271426;0,0267125;0,0277136;0,0191892;0,0189997;0,0190303;0,0195041;0,018861;0,0171014;0,0184467;0,0208032;0,0166787;0,0194878;0,0185463;0,0172521;0,0114062;0,00939755;0,0115677;0,00920646;0,0122389;0,0112584;0,0127399;0,0109242;0,0101254;0,0113794;0,0109382;0,0101045;0,0047174;0,00542458;0,00419469;0,00469424;0,00495446;0,00289394;0,00242971;0,00426498;0,00449859;0,00308092;0,00321262;0,00306889;0,00923665;0,00960435;0,00921502;0,0104207;0,01077;0,00977551;0,00726021;0,00980741;0,0108447;0,00795038;0,0103293;0,00873498;0,0145684;0,0131404;0,0150709;0,0141447;0,0147772;0,0125821;0,0145626;0,0134336;0,0153196;0,0148431;0,0131413;0,0155687;0,0126213;0,0122302;0,0125319;0,0133487;0,0144229;0,0148653;0,0158482;0,0137408;0,0159098;0,0138099;0,013159;0,017054
0,0270508;0,0262268;0,0266463;0,0281404;0,0268423;0,0269461;0,0268956;0,0267908;0,0261249;0,0273157;0,0264657;0,0283734;0,0182914;0,0203487;0,0181521;0,0178041;0,0192152;0,0191405;0,017344;0,020377;0,019554;0,0177079;0,019876;0,0193231;0,00994075;0,0114951;0,011446;0,0103967;0,0113018;0,0103685;0,0103861;0,0109699;0,0142274;0,0119273;0,0111012;0,00936314;0,00321492;0,00348114;0,00312791;0,00427918;0,00452408;0,00310764;0,0058078;0,00405388;0,00352144;0,00379467;0,00489261;0,00248672;0,00937468;0,00866872;0,00892054;0,00816714;0,00983251;0,00970433;0,00931408;0,00848026;0,00957786;0,00831065;0,0115421;0,00752357;0,0139147;0,0149912;0,0157748;0,0141826;0,0145036;0,015282;0,0135688;0,0150012;0,0133848;0,0149729;0,0134679;0,0137659;0,0124798;0,0132279;0,0126229;0,0144025;0,0146491;0,0142454;0,014467;0,0149685;0,0120254;0,0129783;0,0132625;0,0141103
0,0267696;0,0269003;0,0302884;0,0269714;0,0262293;0,0273135;0,027439;0,0274242;0,0260985;0,0262503;0,0288848;0,0257914;0,0195997;0,0206877;0,0189239;0,0191056;0,0180762;0,0200821;0,0195226;0,0173381;0,0177207;0,0190983;0,0189986;0,0181646;0,0119353;0,011897;0,0113523;0,0108519;0,0143621;0,0109899;0,011971;0,0107095;0,0103997;0,0114576;0,0123597;0,0113001;0,00341966;0,0048442;0,00571541;0,00347813;0,00418094;0,00477254;0,00469845;0,00439428;0,0030307;0,00310581;0,00292139;0,00549375;0,00766852;0,0104653;0,00948103;0,00876343;0,0108639;0,00945645;0,00710149;0,00953046;0,00906862;0,00773893;0,00823335;0,008002;0,0155125;0,0142507;0,0148735;0,0143913;0,0139992;0,0129709;0,0131457;0,0129163;0,0158236;0,0144312;0,0132831;0,0144781;0,0140792;0,015414;0,015615;0,0138704;0,0127655;0,0137798;0,0151136;0,0128569;0,0127932;0,0155431;0,0133479;0,0140531
0,0269045;0,0265156;0,0279454;0,0274353;0,0248574;0,0264592;0,0266575;0,0296846;0,0270749;0,0262157;0,0289849;0,0265208;0,0197571;0,0180878;0,0200302;0,0169782;0,018945;0,0167814;0,0178528;0,0196952;0,0180737;0,0198633;0,0180119;0,0190402;0,0121122;0,010482;0,0120856;0,00963256;0,0132367;0,0102008;0,010357;0,011329;0,0104293;0,0105495;0,0110979;0,0125666;0,00309526;0,00391673;0,00422668;0,0046981;0,00341308;0,00238831;0,00402137;0,00249082;0,00329194;0,00317977;0,00239974;0,00657004;0,00859163;0,0106725;0,00840406;0,0102289;0,0104474;0,00735264;0,00822238;0,00960656;0,00879248;0,00818665;0,0096789;0,00863408;0,0143195;0,01519;0,0160165;0,0126779;0,0144402;0,0136083;0,0135323;0,015469;0,0148583;0,0148489;0,0134646;0,0144655;0,0143314;0,0136245;0,016116;0,0143712;0,0131179;0,0138546;0,0143899;0,0127411;0,0129691;0,0140035;0,0147536;0,0147225
0,0274948;0,0249627;0,0266648;0,0288418;0,0288275;0,0274401;0,0263769;0,0287894;0,0267603;0,026804;0,0282873;0,0253301;0,0187442;0,0187307;0,0194702;0,0186637;0,0194544;0,0191912;0,0189903;0,0186837;0,0190287;0,0194821;0,0182862;0,019046;0,0101329;0,0118429;0,0110905;0,00839043;0,0106237;0,0110965;0,0102116;0,0103496;0,0107167;0,0102312;0,0103114;0,0112303;0,00304138;0,00520441;0,00253648;0,00440031;0,00296891;0,00477422;0,0027678;0,00224408;0,00256602;0,00261015;0,00428845;0,00375703;0,00900691;0,00849133;0,00958453;0,00851405;0,00905377;0,00976226;0,00814723;0,00960137;0,00854835;0,00771656;0,0092603;0,00928471;0,0146766;0,0123594;0,0142893;0,0133051;0,0141278;0,0128488;0,0146128;0,0141364;0,0137921;0,0140631;0,0130224;0,0139954;0,0140819;0,0130881;0,0144482;0,0147518;0,0152262;0,0141458;0,0129938;0,0126286;0,0148456;0,0132256;0,0135885;0,0152458
0,0269561;0,0263428;0,0278896;0,0250086;0,0258511;0,028992;0,0272685;0,0256923;0,0258523;0,0269239;0,0258423;0,0272469;0,0199775;0,0204628;0,0185262;0,0189382;0,018082;0,0196905;0,0184925;0,0193883;0,0179611;0,0201415;0,0198611;0,0183542;0,0118085;0,0102931;0,0116585;0,0119063;0,0110129;0,0119791;0,00944905;0,0112741;0,0102326;0,0126015;0,010299;0,0108282;0,00369693;0,00303808;0,00268177;0,00388518;0,00317469;0,00350071;0,00337541;0,00446367;0,00339773;0,00384239;0,00326143;0,00324055;0,00884193;0,00944045;0,00913014;0,00872828;0,00916699;0,0113057;0,00990623;0,0080677;0,00767608;0,00799446;0,0105251;0,00792578;0,0157482;0,0142092;0,0146516;0,0146005;0,013869;0,014978;0,0124949;0,0133333;0,013649;0,0148081;0,0127924;0,0161277;0,0134047;0,0136883;0,0144269;0,0124516;0,0132286;0,0129952;0,0148833;0,0153649;0,0144184;0,0139229;0,0141845;0,0141309
0,0273051;0,0263662;0,0260877;0,0260788;0,0276784;0,0271977;0,0271471;0,0258735;0,0266534;0,0266003;0,0267981;0,0263636;0,0194611;0,0194668;0,0194463;0,0170114;0,0197038;0,0169862;0,0195657;0,0175224;0,0202467;0,0188699;0,0173281;0,0184776;0,0105423;0,0122674;0,0113986;0,0106664;0,0114201;0,010948;0,0100939;0,00940694;0,0102501;0,0101238;0,0110491;0,0103193;0,00425025;0,00416807;0,00382699;0,00434209;0,00459963;0,0026111;0,00469003;0,0030384;0,00432006;0,00278171;0,00516957;0,00512476;0,0084306;0,00831037;0,00827466;0,00887026;0,00928306;0,00800469;0,0104854;0,00929457;0,0104008;0,00777408;0,00958288;0,00998523;0,0135867;0,0149502;0,0130217;0,0135301;0,013536;0,0142645;0,0141637;0,0154642;0,01346;0,0162247;0,0154262;0,0131663;0,0141784;0,0156495;0,0150277;0,014312;0,0143516;0,013699;0,0132424;0,0140053;0,0151186;0,0132499;0,0140009;0,0139583
0,0267962;0,0261029;0,0260342;0,0263713;0,0266977;0,027021;0,0262177;0,0259709;0,0264896;0,0267899;0,0254265;0,026838;0,0213103;0,0187872;0,0177928;0,0168835;0,017558;0,0168469;0,0205963;0,0175411;0,0191423;0,0192637;0,018791;0,0183576;0,0117185;0,0123807;0,00974859;0,0105375;0,0105847;0,00970205;0,0112017;0,00975073;0,0112427;0,0120358;0,00875666;0,00991311;0,00408456;0,00369728;0,00487079;0,00387318;0,00341544;0,00243256;0,00304723;0,00323689;0,00377068;0,0022623;0,00376862;0,00478808;0,00709106;0,00829933;0,00674257;0,00917159;0,00880242;0,00659945;0,00844179;0,00935551;0,0075894;0,0102998;0,0103367;0,0102914;0,0140577;0,0145663;0,0132224;0,0136706;0,0151781;0,0149656;0,0152235;0,0151149;0,0142305;0,0139019;0,0156453;0,0134606;0,0145896;0,0143166;0,0149084;0,0145181;0,0151807;0,0135535;0,0129069;0,0139088;0,0135443;0,0139074;0,0155926;0,013637
0,0280266;0,0265607;0,0272858;0,0273295;0,0275101;0,026537;0,0240009;0,0263432;0,0265759;0,0264611;0,0270649;0,0260321;0,0175019;0,0186733;0,0191758;0,0184016;0,0193654;0,0180994;0,0176979;0,0176051;0,0194572;0,0178506;0,0200745;0,0190904;0,0114587;0,0107543;0,0123134;0,0104336;0,0118276;0,0109377;0,0120726;0,0117782;0,0105372;0,0107839;0,0111262;0,010809;0,003497;0,00379394;0,00383558;0,00419626;0,00457997;0,00360056;0,00288319;0,00313948;0,0031334;0,00350532;0,00229058;0,00490395;0,0115153;0,00963412;0,00902906;0,00966944;0,00726902;0,00745941;0,0092774;0,00721711;0,0109241;0,0080373;0,00964024;0,00818116;0,0148542;0,0144002;0,0146633;0,0119102;0,0143536;0,0158075;0,0138832;0,0158958;0,0143906;0,0153556;0,0139481;0,0130199;0,0143846;0,0137127;0,0126919;0,0140231;0,014603;0,0130193;0,0155032;0,0142333;0,012496;0,013349;0,0151593;0,0148483
0,0266051;0,0260011;0,0256647;0,028839;0,0281195;0,0257317;0,0273192;0,0275348;0,0256343;0,0261725;0,0258543;0,0266708;0,0196878;0,0190192;0,0182807;0,0187877;0,0189421;0,0175551;0,0196213;0,0208528;0,0169948;0,0197656;0,0191263;0,0200519;0,0112316;0,0102736;0,0115591;0,0119864;0,0114505;0,0101158;0,0113527;0,011257;0,0110118;0,0105852;0,0116658;0,0103397;0,00293118;0,00429681;0,00370055;0,00346295;0,00413471;0,00648067;0,00213431;0,00346413;0,00310771;0,0049378;0,00537222;0,00355511;0,0101203;0,00993239;0,00686203;0,00933995;0,0079526;0,00856412;0,00921365;0,0101577;0,0108444;0,0111524;0,011402;0,0084421;0,0136023;0,0149395;0,0126657;0,0136745;0,0151218;0,0152341;0,0137938;0,0127671;0,0147131;0,0137047;0,0145301;0,0159491;0,0132946;0,0151179;0,0156626;0,0140531;0,0133545;0,0149481;0,012855;0,0145478;0,0134205;0,0139433;0,0135932;0,012906
0,0262193;0,0278066;0,0260306;0,0284855;0,0264525;0,0276149;0,0273469;0,0262073;0,0271808;0,0265564;0,0287193;0,027826;0,0201112;0,018125;0,0195023;0,0193246;0,0173285;0,0194004;0,019464;0,0176548;0,0182937;0,018317;0,0189665;0,0191013;0,00918012;0,0113587;0,0119908;0,00990449;0,0124797;0,00882209;0,00965694;0,0103665;0,00978736;0,0100813;0,0102991;0,0101504;0,0046911;0,00478422;0,00360658;0,00378508;0,00342126;0,00453825;0,00436156;0,0033605;0,00264552;0,00380418;0,00364753;0,00523182;0,00851452;0,00837367;0,00888624;0,00838648;0,00864423;0,00890063;0,00959188;0,0081881;0,00858106;0,00906362;0,0096014;0,00785956;0,0147712;0,0144993;0,0140958;0,0143486;0,0145642;0,0132621;0,0132592;0,0148628;0,0144721;0,013042;0,0146942;0,0149698;0,0137766;0,0139996;0,0123997;0,0133502;0,0136373;0,0151097;0,0135148;0,0125715;0,0139532;0,0131468;0,0132816;0,0125984
0,0268733;0,0257937;0,0282781;0,0261043;0,0272503;0,0246517;0,0280023;0,0257697;0,0271771;0,027721;0,0275461;0,0261387;0,0180506;0,0191051;0,0183427;0,016991;0,0190029;0,0197175;0,0184014;0,018763;0,0180714;0,0199214;0,0188011;0,0185291;0,0107109;0,0102724;0,0108785;0,0114219;0,0116104;0,011912;0,011539;0,0104741;0,0111729;0,0119416;0,0114725;0,0125947;0,00329401;0,00257572;0,00418768;0,00445003;0,00324344;0,00368484;0,00301354;0,00258473;0,0039387;0,00326304;0,00365184;0,00332354;0,00991215;0,00773531;0,00789112;0,00920321;0,010676;0,00860515;0,00953373;0,00868141;0,00891384;0,0103238;0,00920925;0,00859584;0,0136135;0,0127428;0,0129783;0,0127585;0,0140231;0,0164063;0,0133576;0,0140824;0,0145442;0,0155475;0,0138519;0,0141913;0,0127077;0,0146619;0,0159407;0,0141772;0,0123359;0,0145087;0,0150409;0,0127737;0,0143873;0,0134427;0,014802;0,0141574
0,0269124;0,0266602;0,0256255;0,0258432;0,0265194;0,0268429;0,0279291;0,0257326;0,0259669;0,0271936;0,0266055;0,0256075;0,0206574;0,0178424;0,0197762;0,0169449;0,0179024;0,0175382;0,0175067;0,0190091;0,0207661;0,0171639;0,017178;0,0179932;0,0113752;0,00821564;0,0104239;0,0111445;0,0106612;0,00998652;0,00971958;0,0106812;0,0115356;0,00961783;0,0112286;0,0119149;0,00609513;0,00584256;0,003177;0,00470206;0,00334665;0,00252301;0,00451608;0,00225695;0,00312379;0,0043503;0,00554514;0,00298976;0,00904688;0,0091742;0,0109963;0,0093282;0,0105329;0,0092694;0,00858661;0,0083977;0,010357;0,00922592;0,00922981;0,0095948;0,0129724;0,0141175;0,0146502;0,0126978;0,0138914;0,0140671;0,0145725;0,0139214;0,0135904;0,0137823;0,0123204;0,0143997;0,0149381;0,014395;0,0128279;0,0137632;0,015319;0,0131582;0,0131856;0,013123;0,0152265;0,0112742;0,0128226;0,0144798
0,0273799;0,0264174;0,0261079;0,0266383;0,0290647;0,0275765;0,0274716;0,0267932;0,0270561;0,0261103;0,0265621;0,0277543;0,0195595;0,0181278;0,0203867;0,0189404;0,0190955;0,0180479;0,0193879;0,0197226;0,0176183;0,0192913;0,0165286;0,0183872;0,0102651;0,0126405;0,00967504;0,00932893;0,0104732;0,0125526;0,0103563;0,00970187;0,011955;0,0101083;0,0103171;0,0113759;0,00211843;0,0028528;0,00388642;0,00494137;0,0026563;0,00517483;0,0034562;0,0052185;0,00353238;0,00411524;0,00513044;0,00340228;0,00877351;0,00737318;0,00860563;0,00945297;0,0070771;0,00812957;0,00871261;0,00879177;0,00779945;0,00956918;0,00955877;0,00785605;0,012908;0,0149974;0,0139659;0,0148443;0,0138858;0,0127387;0,0137138;0,0143249;0,0123937;0,0141419;0,0142751;0,0147638;0,01245;0,0124088;0,0137211;0,0125879;0,0140954;0,0137404;0,0142045;0,0150019;0,0119619;0,0143431;0,0131613;0,0143061
0,0269055;0,0274254;0,0276087;0,0246574;0,0271496;0,0272343;0,026745;0,0274886;0,0278051;0,0274817;0,0260975;0,0268404;0,0169796;0,020128;0,0183373;0,0194398;0,0185425;0,0189009;0,0170482;0,0192126;0,0197969;0,0175593;0,0181259;0,0198144;0,0123424;0,0119996;0,0105603;0,0096622;0,0107908;0,0108936;0,00950298;0,0109319;0,0109264;0,0137546;0,0129027;0,0105731;0,00492282;0,00527347;0,00449459;0,00414734;0,00291815;0,00298159;0,00379827;0,00441249;0,00349773;0,0038585;0,00380823;0,0034234;0,010925;0,00725157;0,00917016;0,00891035;0,0105031;0,0109863;0,00961955;0,00898948;0,00868956;0,00789197;0,00772307;0,0100643;0,0142685;0,0131195;0,0131428;0,0141312;0,0137736;0,0133682;0,0143216;0,0152233;0,0156225;0,0132931;0,0147553;0,0170208;0,015537;0,0128675;0,0135239;0,0134588;0,0127756;0,0141201;0,0131708;0,0143053;0,0161286;0,0137286;0,0143126;0,0131604
0,0275078;0,0269203;0,0270473;0,0250757;0,0276876;0,025344;0,0272374;0,0249556;0,0268589;0,0264744;0,0284885;0,0257436;0,0176884;0,0174935;0,0206125;0,0194168;0,0203955;0,0180206;0,0196514;0,018422;0,0188039;0,0179068;0,0186955;0,0203142;0,0112532;0,0101087;0,0113951;0,0106822;0,0106558;0,011868;0,0133671;0,0115084;0,011464;0,0107085;0,0115601;0,0101487;0,00403286;0,00370676;0,00792932;0,00532282;0,00282582;0,00375846;0,00626601;0,00503393;0,00289796;0,00385881;0,0033823;0,00406375;0,008525;0,00977914;0,00913633;0,00728597;0,00944787;0,00913156;0,00915818;0,0101084;0,00985969;0,00845988;0,00866626;0,00886142;0,0152002;0,0134946;0,0143358;0,0143742;0,0139824;0,0124964;0,0145201;0,0123646;0,0148112;0,0134669;0,0124191;0,015291;0,0144601;0,0136097;0,0129153;0,0159473;0,0129157;0,0159651;0,0133186;0,0149157;0,0146903;0,0154406;0,0141354;0,0145202
0,0282342;0,0279478;0,0284014;0,025592;0,0271687;0,0256971;0,0282328;0,0266305;0,0282035;0,026322;0,0273861;0,025388;0,019449;0,0188009;0,0180492;0,0185732;0,0179131;0,0192688;0,0194727;0,0176477;0,0201452;0,0180413;0,020131;0,0200557;0,0124633;0,0122558;0,0109817;0,0118138;0,0113156;0,0107386;0,0102037;0,0115879;0,0104828;0,0115066;0,00980083;0,0101745;0,00459493;0,0049621;0,00351322;0,0029208;0,00634119;0,00368529;0,00336785;0,00660895;0,00591882;0,00483355;0,00417457;0,0048847;0,00780595;0,00998246;0,00836052;0,00781375;0,0080098;0,00940297;0,00784098;0,00967281;0,00828431;0,00857818;0,00905856;0,00839792;0,0139865;0,0141606;0,0133898;0,0153046;0,0134861;0,0138353;0,0132605;0,0137427;0,0158051;0,0154387;0,0151262;0,0137772;0,0131716;0,0142511;0,012964;0,0141061;0,013878;0,014072;0,0136424;0,0140564;0,0135634;0,0139907;0,0137044;0,0132333
0,0279391;0,0285141;0,0271786;0,0272114;0,0258087;0,0253364;0,0281308;0,0274752;0,0281396;0,0268307;0,0252335;0,0266971;0,0204361;0,0203174;0,0191868;0,0182384;0,0183943;0,0202452;0,0196774;0,0194075;0,0192714;0,0195916;0,0193017;0,0176011;0,0118173;0,0113679;0,0108544;0,0117018;0,0115634;0,0111967;0,0118901;0,0090447;0,0105055;0,0120751;0,0109436;0,0101614;0,00432951;0,00396391;0,00304184;0,00238452;0,00583478;0,00361351;0,00287618;0,00333736;0,00565733;0,00500644;0,00320363;0,00476535;0,00896806;0,00837861;0,00970243;0,00955404;0,00814296;0,00819434;0,00874805;0,00865309;0,00891294;0,00965627;0,00861617;0,00893008;0,0123854;0,0142068;0,0143208;0,0147984;0,0131602;0,0150599;0,0148332;0,0132964;0,0163059;0,014257;0,0126014;0,0153981;0,0151073;0,0137808;0,0144469;0,0142972;0,0144437;0,0136103;0,0131459;0,0125393;0,0131088;0,0136738;0,0132195;0,0148655
0,0269708;0,0270774;0,0272017;0,0269218;0,02849;0,0253886;0,0258337;0,0261462;0,0256235;0,0260543;0,0248205;0,0267964;0,0183187;0,0184298;0,0186135;0,0196687;0,0196914;0,0168017;0,0184902;0,018922;0,019012;0,0189593;0,019775;0,0210335;0,0112948;0,0109001;0,010461;0,0100716;0,011352;0,010576;0,0115825;0,0132951;0,0115287;0,0128396;0,0122155;0,0107147;0,00427505;0,00334833;0,00302572;0,00612556;0,00246365;0,00338363;0,00341321;0,0048199;0,00292428;0,00388633;0,0044193;0,00282745;0,00974523;0,00779569;0,00909426;0,00827588;0,00931588;0,0104916;0,0110772;0,00950727;0,00887309;0,00891736;0,0087454;0,00967582;0,0171349;0,0119977;0,0131317;0,0131468;0,0150908;0,0133695;0,0129782;0,0150059;0,0133794;0,0143858;0,0153228;0,0136978;0,0132866;0,01202;0,0133758;0,0142579;0,0143187;0,0139825;0,0143933;0,0152288;0,0135145;0,0127352;0,0165009;0,0135184
0,027531;0,0269261;0,0284085;0,024398;0,0271719;0,0254959;0,0260069;0,0277102;0,0280246;0,0267277;0,0287046;0,0291976;0,019477;0,0189852;0,0192428;0,01895;0,0185124;0,0182844;0,018371;0,022284;0,0197851;0,0197624;0,0195498;0,0197997;0,00993723;0,0113673;0,010403;0,0109393;0,0104572;0,0119151;0,0110455;0,0118034;0,0110724;0,0115215;0,0112619;0,0121491;0,00306002;0,00410837;0,0044249;0,00285362;0,00377941;0,00469417;0,00326688;0,00417177;0,0041803;0,00442481;0,00428682;0,00328776;0,00784614;0,00716321;0,00857805;0,00814046;0,0107621;0,0111732;0,00934227;0,00965813;0,00875405;0,0087342;0,00725198;0,00982217;0,0130267;0,0128204;0,01534;0,0146958;0,0118701;0,0132223;0,0125369;0,01456;0,0156974;0,0137014;0,0147884;0,0153297;0,013097;0,0138992;0,0148332;0,0136146;0,0132702;0,0138616;0,0146372;0,0142857;0,0148069;0,0146613;0,0149565;0,0132481
