"X1.lambda.1.";"X2.lambda.1.";"X3.lambda.1.";"X4.lambda.1.";"X1.lambda.2.";"X2.lambda.2.";"X3.lambda.2.";"X4.lambda.2.";"X1.lambda.3.";"X2.lambda.3.";"X3.lambda.3.";"X4.lambda.3.";"X1.lambda.4.";"X2.lambda.4.";"X3.lambda.4.";"X4.lambda.4.";"X1.lambda.5.";"X2.lambda.5.";"X3.lambda.5.";"X4.lambda.5.";"X1.lambda.6.";"X2.lambda.6.";"X3.lambda.6.";"X4.lambda.6.";"X1.lambda.7.";"X2.lambda.7.";"X3.lambda.7.";"X4.lambda.7.";"X1.lambda.8.";"X2.lambda.8.";"X3.lambda.8.";"X4.lambda.8.";"X1.lambda.9.";"X2.lambda.9.";"X3.lambda.9.";"X4.lambda.9.";"X1.lambda.10.";"X2.lambda.10.";"X3.lambda.10.";"X4.lambda.10.";"X1.lambda.11.";"X2.lambda.11.";"X3.lambda.11.";"X4.lambda.11.";"X1.lambda.12.";"X2.lambda.12.";"X3.lambda.12.";"X4.lambda.12.";"X1.lambda.13.";"X2.lambda.13.";"X3.lambda.13.";"X4.lambda.13.";"X1.lambda.14.";"X2.lambda.14.";"X3.lambda.14.";"X4.lambda.14.";"X1.lambda.15.";"X2.lambda.15.";"X3.lambda.15.";"X4.lambda.15.";"X1.lambda.16.";"X2.lambda.16.";"X3.lambda.16.";"X4.lambda.16.";"X1.lambda.17.";"X2.lambda.17.";"X3.lambda.17.";"X4.lambda.17.";"X1.lambda.18.";"X2.lambda.18.";"X3.lambda.18.";"X4.lambda.18.";"X1.lambda.19.";"X2.lambda.19.";"X3.lambda.19.";"X4.lambda.19.";"X1.lambda.20.";"X2.lambda.20.";"X3.lambda.20.";"X4.lambda.20.";"X1.lambda.21.";"X2.lambda.21.";"X3.lambda.21.";"X4.lambda.21."
0,0287127;0,0256266;0,0294271;0,0273181;0,0283979;0,0290217;0,0277645;0,0265709;0,0259376;0,0252503;0,0261339;0,0280342;0,0186241;0,0190452;0,0191483;0,018909;0,018425;0,0182796;0,0181706;0,0180703;0,0181428;0,021267;0,0178222;0,0185496;0,0104338;0,0112793;0,0129288;0,00933683;0,0105127;0,0125352;0,0116194;0,0106241;0,010617;0,0104687;0,00932862;0,0113675;0,00531082;0,00367081;0,00357042;0,00441459;0,00430379;0,00394273;0,00519418;0,00358845;0,00373338;0,00335071;0,00348021;0,0018537;0,0080656;0,00920268;0,00822738;0,00912484;0,00685859;0,0102236;0,00682131;0,00968249;0,00833555;0,00923002;0,00740397;0,0108044;0,0153333;0,0146503;0,0135315;0,0141242;0,0152484;0,0161065;0,0143245;0,0145095;0,0153316;0,0137488;0,0139072;0,0151767;0,0129901;0,0132668;0,0154715;0,0137119;0,0136965;0,015228;0,0160965;0,0153177;0,0135586;0,0147564;0,0142914;0,0139219
0,0266486;0,0290531;0,0283254;0,0274082;0,0268745;0,0279637;0,0283345;0,0265021;0,0283964;0,0277076;0,0279902;0,0287821;0,0191438;0,0190743;0,0193077;0,019532;0,0196359;0,0171258;0,0187903;0,0188022;0,0186788;0,019423;0,0190144;0,0191503;0,0120208;0,00931648;0,0104444;0,0102778;0,00981286;0,0105785;0,00992875;0,0109502;0,00968925;0,0106228;0,0103365;0,0104633;0,00512613;0,00353893;0,00374493;0,00471255;0,00536705;0,00348865;0,00263329;0,00343765;0,00454671;0,00344217;0,00290335;0,00221002;0,00858332;0,0101305;0,00841664;0,00887095;0,00981482;0,0103391;0,00817687;0,00770516;0,00883799;0,0088971;0,00826575;0,00978642;0,0146505;0,0152084;0,0145199;0,0144095;0,0133512;0,0127096;0,0148297;0,0134042;0,0139674;0,0151136;0,0144491;0,0145877;0,0146666;0,014253;0,0134667;0,0134444;0,0124653;0,0138812;0,0144893;0,0150179;0,0147896;0,0118779;0,0140639;0,0141049
0,0286204;0,0273031;0,0269637;0,0262814;0,0266446;0,0272476;0,0281773;0,0279001;0,0286326;0,0275936;0,0259626;0,0249553;0,0193747;0,0194446;0,0196279;0,0182177;0,0202295;0,0182466;0,0186287;0,0188912;0,0190359;0,0176459;0,019273;0,0185451;0,0102839;0,0121098;0,00910508;0,01124;0,0102176;0,0115672;0,0133639;0,0113911;0,0107257;0,0115959;0,0107851;0,0112212;0,00198064;0,0046391;0,00507043;0,00327537;0,00282538;0,0034229;0,00512474;0,00424231;0,00470287;0,0019431;0,00435866;0,00492093;0,00967605;0,00792753;0,0106958;0,00903152;0,00929126;0,00876285;0,00839655;0,0102804;0,00707983;0,00905055;0,00993655;0,0070509;0,0134763;0,0147645;0,0150679;0,0141044;0,0136898;0,0154174;0,0135374;0,0143644;0,0151542;0,0134696;0,014678;0,0136104;0,0123356;0,0143612;0,0115521;0,0156022;0,0155789;0,0125874;0,0145525;0,0128694;0,0142541;0,0141017;0,0129368;0,0133261
0,0267614;0,0257538;0,0275408;0,029042;0,027697;0,0261686;0,0265065;0,0290651;0,0279618;0,0274702;0,0270373;0,0262535;0,0180835;0,0180332;0,0177485;0,0198868;0,0202238;0,0176178;0,0190652;0,0178582;0,019968;0,0179076;0,0182179;0,0193558;0,0105963;0,0110226;0,0139657;0,00993349;0,00968116;0,0125882;0,00919702;0,0103916;0,0106062;0,0102698;0,010094;0,00938405;0,00192462;0,00369983;0,00253156;0,00429103;0,00363765;0,00365682;0,00314128;0,00530049;0,00552515;0,00384911;0,00370596;0,00470981;0,00835613;0,00859075;0,00676669;0,00810378;0,00743656;0,008075;0,0108149;0,00912896;0,00866305;0,0103464;0,00782399;0,00881554;0,0131152;0,0137809;0,0132397;0,0148728;0,0140513;0,0141771;0,0144395;0,0137434;0,0133699;0,0152482;0,0137808;0,0133453;0,0119028;0,0123573;0,0161147;0,0121924;0,0151381;0,0129559;0,0129125;0,0141057;0,0136246;0,0148549;0,0145608;0,012978
0,0272975;0,0266911;0,0272059;0,0268812;0,0272112;0,0266448;0,0255268;0,0261682;0,0271338;0,0259701;0,0269029;0,0270628;0,0193823;0,0168194;0,0182252;0,0194819;0,0177652;0,0193287;0,0187056;0,019806;0,0192834;0,0190086;0,0170525;0,0186692;0,0123652;0,0112761;0,0116128;0,00852307;0,0128108;0,0121668;0,0110803;0,0106234;0,0107481;0,00959681;0,0105883;0,0109034;0,00598537;0,00340253;0,0037216;0,0028573;0,00568238;0,00577138;0,00421714;0,0040761;0,00289083;0,00558162;0,00348412;0,00323799;0,00940999;0,00875833;0,00729929;0,00772209;0,00748628;0,00865283;0,0083723;0,00785413;0,00707597;0,00907591;0,00741613;0,00874322;0,0149779;0,0124446;0,0149364;0,0125502;0,0134534;0,0156837;0,0131102;0,0149785;0,0133922;0,0144368;0,0138918;0,0144492;0,0152634;0,0130962;0,0155236;0,0134237;0,0141485;0,0128571;0,013654;0,0133114;0,0133322;0,0144821;0,0150413;0,0153642
0,0289624;0,0283149;0,0271964;0,0270573;0,0274188;0,0272638;0,0259474;0,0280204;0,0278403;0,026295;0,0266304;0,0263616;0,0189696;0,0174466;0,0179673;0,0189003;0,0191506;0,0188579;0,0184914;0,0186056;0,0195589;0,018634;0,0179294;0,0188464;0,00947664;0,0117449;0,0103938;0,0111888;0,0127383;0,0110502;0,0107834;0,0107022;0,0111323;0,00943883;0,0109821;0,0110255;0,00253208;0,00549287;0,00414146;0,00411102;0,00336977;0,00303733;0,00313346;0,00486996;0,00312621;0,00278634;0,00339527;0,00320793;0,0100708;0,0101104;0,00911796;0,00749311;0,00899538;0,0084465;0,0072021;0,0100856;0,00760275;0,0083904;0,00983903;0,00873082;0,0135981;0,0148854;0,0139434;0,0140693;0,0136342;0,0133224;0,0121706;0,0140326;0,0143019;0,0137617;0,0142639;0,0139701;0,0143761;0,0139634;0,0141189;0,0134359;0,0139086;0,013933;0,0157016;0,0144726;0,0136387;0,0152595;0,0118161;0,0152531
0,0277488;0,0270086;0,0274851;0,0274171;0,025977;0,0248806;0,0287578;0,0259292;0,0280704;0,026205;0,0253731;0,0265176;0,0190798;0,019;0,0196617;0,0195114;0,018151;0,0190758;0,0179452;0,019138;0,0200212;0,016689;0,018854;0,0182223;0,0112187;0,0111933;0,0115206;0,0110294;0,0118392;0,0129009;0,0105524;0,0110741;0,0114958;0,0121423;0,00999875;0,0114875;0,0023195;0,00447693;0,00388864;0,00315515;0,00319292;0,00310255;0,00497683;0,00491329;0,00408484;0,00409257;0,00343912;0,00419062;0,0095288;0,00913668;0,00914621;0,00739541;0,00904514;0,00850093;0,00988814;0,00963677;0,00765436;0,00910596;0,00837866;0,00845642;0,0144392;0,0139131;0,0137073;0,0153128;0,0133604;0,0151192;0,014807;0,0127656;0,0144444;0,0158451;0,0147309;0,0138453;0,0151112;0,0162066;0,0148475;0,0131311;0,0141501;0,0141663;0,0155924;0,0144183;0,0125644;0,0159233;0,0140439;0,0135982
0,0271872;0,0268675;0,0264511;0,0256865;0,0262454;0,0269015;0,0261805;0,0285418;0,0273019;0,0263804;0,0265029;0,026643;0,0184537;0,0211186;0,0184273;0,0192352;0,0183988;0,0203547;0,0192613;0,0185935;0,0198763;0,0194053;0,0207805;0,020581;0,0108865;0,00988367;0,0114892;0,0108484;0,0117146;0,0107753;0,0100567;0,0107298;0,0119318;0,0113171;0,00994489;0,0106545;0,00249366;0,00371524;0,00359136;0,00305658;0,00308873;0,00489891;0,0034733;0,00298902;0,00466915;0,00564588;0,00218382;0,00374955;0,00990583;0,00657746;0,00957905;0,0099352;0,00881137;0,0087796;0,00851482;0,00902728;0,0078375;0,00950015;0,00764602;0,0072353;0,0150921;0,0147821;0,0145869;0,0123935;0,0131204;0,0150372;0,0120266;0,0147616;0,0145577;0,0166513;0,0149236;0,0154458;0,0141491;0,0157209;0,0168296;0,0143584;0,0140348;0,0162243;0,0134274;0,0141358;0,0127731;0,0148438;0,0138736;0,0137144
0,0275621;0,0264506;0,0259204;0,0281503;0,0271625;0,0285754;0,0265313;0,0273823;0,0267335;0,0264809;0,0259361;0,026638;0,0180342;0,0196583;0,0194866;0,0179839;0,0166678;0,0183878;0,0169308;0,0199595;0,0202055;0,0191854;0,0192161;0,0200849;0,0115667;0,0112938;0,0099652;0,0124688;0,0110058;0,0101872;0,0119601;0,0123738;0,0115856;0,0113091;0,010158;0,00957511;0,00400219;0,00377686;0,00375314;0,00528157;0,00432922;0,00253226;0,00454149;0,00405029;0,00164934;0,00376448;0,00330515;0,00474926;0,00930089;0,00935754;0,00976512;0,00943016;0,00880106;0,00924616;0,0085428;0,0104172;0,00765737;0,00886679;0,00831405;0,00976294;0,0153034;0,01412;0,0139997;0,0134872;0,0141576;0,013792;0,0137853;0,0122905;0,0143415;0,0136928;0,0136925;0,0157839;0,0134078;0,0134962;0,0169017;0,0119201;0,0151749;0,0157907;0,0124064;0,0128335;0,0132624;0,0146044;0,015429;0,0131475
0,0270279;0,0276159;0,0265929;0,0257223;0,0272697;0,0267886;0,0265404;0,0261389;0,0268152;0,0284603;0,0259579;0,0257764;0,0180757;0,0183853;0,0178969;0,0190221;0,0178656;0,0182153;0,0170495;0,0185221;0,0201382;0,0172349;0,0175693;0,0179381;0,0116194;0,00990073;0,0116646;0,0116229;0,0110693;0,0113043;0,0114815;0,0118447;0,0118021;0,0116592;0,0103878;0,00827676;0,00429205;0,00362857;0,00338474;0,00568285;0,00473676;0,00456818;0,00290606;0,00317027;0,00154944;0,00403141;0,00402085;0,00368719;0,00914479;0,0102934;0,00720178;0,00991578;0,00904263;0,00909917;0,00763573;0,0100382;0,00784229;0,0084175;0,00884974;0,0087541;0,0153008;0,0138272;0,0131964;0,0153334;0,0143384;0,0129145;0,013113;0,0124794;0,0140808;0,0141789;0,014174;0,0145347;0,0133596;0,0141783;0,0127537;0,0130512;0,0151307;0,0151378;0,0146971;0,0131984;0,0132583;0,0144496;0,0128162;0,0135802
0,0263276;0,0268688;0,0267798;0,0276756;0,0266731;0,0253703;0,0265827;0,0274987;0,0267393;0,0274009;0,0267856;0,026948;0,0184344;0,0181667;0,0193307;0,0189054;0,0196143;0,0180135;0,0202376;0,0198131;0,0183014;0,0192995;0,0186848;0,0165093;0,00984038;0,0104198;0,0128125;0,0108425;0,0108995;0,0102522;0,00956095;0,0122263;0,00950966;0,0120883;0,00941983;0,0110542;0,00366152;0,00403911;0,00369281;0,00481086;0,00316876;0,00305324;0,00258983;0,00287132;0,00668893;0,00386585;0,00429455;0,00308969;0,00939018;0,010369;0,00980898;0,00830546;0,00805988;0,00959005;0,00859741;0,00898475;0,00978035;0,00692635;0,0079018;0,00879999;0,0135238;0,0126413;0,0137301;0,0143623;0,0143001;0,0134551;0,0123308;0,0133632;0,0143853;0,0167842;0,0137541;0,0156167;0,0146779;0,0129927;0,0140584;0,0157474;0,0126846;0,0156465;0,0139822;0,0129129;0,0151953;0,0124161;0,0140666;0,0151059
0,0257712;0,0262267;0,0273883;0,0288587;0,0272921;0,0271571;0,0260587;0,0280333;0,0280213;0,0272155;0,0259225;0,0265724;0,0194232;0,02074;0,0201476;0,0198242;0,0191181;0,0170681;0,0209547;0,0193841;0,0197614;0,0180372;0,0193887;0,0171741;0,0102155;0,0110912;0,0120602;0,0116872;0,0106748;0,0134945;0,0108812;0,0108663;0,00972739;0,0103295;0,00897159;0,0121527;0,00393374;0,00239137;0,00316136;0,00399652;0,00288286;0,0045019;0,00349535;0,00369565;0,00483544;0,00405544;0,00353333;0,00287248;0,00875718;0,00887612;0,00930405;0,00906477;0,00914153;0,00709762;0,0103596;0,008693;0,0100618;0,00936579;0,00920657;0,00888588;0,0134124;0,0145644;0,0147249;0,0142997;0,0141148;0,0130678;0,0121862;0,0142661;0,013811;0,0126211;0,0136397;0,0136752;0,0144348;0,0139232;0,0136988;0,0166706;0,0145979;0,0148221;0,0127246;0,0134476;0,0124888;0,0134447;0,0153972;0,0150134
0,0278679;0,0264391;0,0274099;0,0259761;0,02646;0,0263099;0,0269219;0,0261945;0,0265157;0,0262801;0,0276971;0,0255749;0,0189491;0,019502;0,0188288;0,0186798;0,0183039;0,0190723;0,0187156;0,0177765;0,0185656;0,017125;0,0193801;0,0206313;0,0115022;0,0114985;0,0106227;0,00997572;0,0114685;0,0115418;0,0108929;0,0105214;0,0116162;0,0103751;0,0112861;0,010899;0,00342613;0,00321524;0,00271357;0,00376829;0,00580622;0,00421119;0,00403181;0,00296582;0,00286675;0,00359033;0,00254846;0,00586478;0,0102043;0,00899998;0,00889052;0,00951202;0,0074424;0,00723068;0,0110453;0,00931971;0,00922654;0,0101013;0,00908008;0,0089028;0,0145839;0,0151738;0,0142407;0,0137419;0,0153497;0,0133108;0,0147712;0,0144031;0,0138516;0,0126715;0,0142335;0,0149976;0,0125707;0,0132204;0,0140538;0,0144725;0,014322;0,0135176;0,014004;0,0143602;0,0135802;0,0138674;0,0137563;0,0140448
0,0265206;0,0281721;0,0252815;0,0266563;0,0263111;0,0268672;0,0272268;0,0267341;0,0253911;0,0256872;0,027268;0,0260862;0,0183274;0,0198635;0,0203386;0,0191179;0,0198762;0,0193976;0,0197792;0,017925;0,0185957;0,0207184;0,0182498;0,0200665;0,0110246;0,0102098;0,0128704;0,0109164;0,0109839;0,0103874;0,0116603;0,0102138;0,0129348;0,0101174;0,0114067;0,0107963;0,00350736;0,0039683;0,00337098;0,00428168;0,00581737;0,00494492;0,00313046;0,0037694;0,00234359;0,00420181;0,00397526;0,00294922;0,00883098;0,00794191;0,00904533;0,00858046;0,00783593;0,00815885;0,0101584;0,00882236;0,00989016;0,00692129;0,0085728;0,00835751;0,0147378;0,0148738;0,0155954;0,014884;0,0139587;0,0144819;0,0142372;0,0120762;0,0123084;0,0151274;0,0145071;0,0146363;0,0119478;0,0150607;0,0136578;0,0138734;0,0135128;0,0134689;0,0137904;0,0133219;0,0143355;0,0140156;0,0150157;0,0146164
0,0271213;0,0265975;0,0272206;0,0269682;0,027435;0,0267076;0,0271431;0,0274249;0,0262594;0,0258492;0,0288554;0,028504;0,019506;0,0177522;0,0185646;0,0187642;0,0194615;0,0193065;0,0176479;0,0199683;0,0175616;0,0200552;0,0191228;0,0179417;0,010557;0,0108972;0,00998028;0,0111364;0,01056;0,00995983;0,0112693;0,00972688;0,0107187;0,0124058;0,0115984;0,0104462;0,00526014;0,00349258;0,00304601;0,00502829;0,00407006;0,00459045;0,00346621;0,0060484;0,00353091;0,00397302;0,0041114;0,00485659;0,00971003;0,00765063;0,00844674;0,00933071;0,00784077;0,00911614;0,010532;0,00951119;0,0104751;0,00809669;0,00883296;0,00875309;0,0140236;0,0154222;0,0145389;0,0137315;0,0136124;0,0147088;0,0126061;0,0144246;0,0148053;0,0133044;0,0152981;0,0139924;0,0133471;0,0143755;0,0130966;0,0114888;0,0116908;0,0137564;0,0134461;0,0145955;0,0139738;0,012704;0,0133721;0,0133542
0,0289102;0,0302503;0,0270146;0,0272464;0,0276072;0,0274036;0,02703;0,0269418;0,0255116;0,0276356;0,0279826;0,0262384;0,0207335;0,0188102;0,0189021;0,0190927;0,0184476;0,0189325;0,0169793;0,0180376;0,0196485;0,0187241;0,0164502;0,0190532;0,0110027;0,0114366;0,0100136;0,0100789;0,0105325;0,0124775;0,0127211;0,0104882;0,0103847;0,0118641;0,010187;0,00981125;0,00346898;0,00494188;0,00283883;0,00354244;0,00545195;0,00584437;0,00414278;0,00273961;0,0036146;0,00286184;0,00457486;0,00333283;0,00738196;0,00845062;0,00775162;0,00858584;0,00855428;0,00867908;0,00928466;0,00796617;0,00877847;0,00699005;0,00788582;0,00856207;0,0131725;0,0134315;0,0131561;0,0146972;0,013651;0,0141509;0,0128251;0,0132067;0,0130452;0,0140814;0,0141288;0,0140905;0,0145619;0,0148203;0,0134385;0,0146365;0,0160096;0,01589;0,0153151;0,0136603;0,0146741;0,014408;0,0151812;0,0149564
0,0273245;0,0281765;0,0258742;0,0254182;0,027164;0,0290624;0,0272844;0,0267544;0,0263298;0,025719;0,026531;0,0275369;0,0201912;0,0199296;0,0184365;0,0187954;0,0164102;0,0173342;0,018458;0,0200417;0,0205879;0,0183723;0,0166607;0,0202631;0,00962488;0,00994521;0,0113287;0,013289;0,0108786;0,0121223;0,0124078;0,0122356;0,00939016;0,0102909;0,0101685;0,0113256;0,0029675;0,00395893;0,00318747;0,00367574;0,00517389;0,00435613;0,00442145;0,00382074;0,0035196;0,00447175;0,00544361;0,00522265;0,00849195;0,00827944;0,00902804;0,00907643;0,00894714;0,00916634;0,00939362;0,0106585;0,00948786;0,00728081;0,00954325;0,0088226;0,0157522;0,0142654;0,0120077;0,0154996;0,0141762;0,0135676;0,0127473;0,0126261;0,0151654;0,0144947;0,0141053;0,0143392;0,0141793;0,0138339;0,0128024;0,0147939;0,0141169;0,0124527;0,015858;0,0149133;0,0136525;0,0142356;0,0157396;0,0122377
0,0279669;0,0256981;0,0257057;0,0268951;0,0276312;0,028126;0,0261148;0,0267642;0,0271406;0,0277016;0,0271836;0,0267246;0,0198912;0,0184681;0,018817;0,01999;0,0168612;0,0189175;0,0202572;0,0205186;0,0212545;0,017838;0,0201367;0,0185673;0,0096131;0,0110702;0,0131496;0,0108181;0,01011;0,0118848;0,0100327;0,0114546;0,00980653;0,00943906;0,00927091;0,0102445;0,00321268;0,00341743;0,00445566;0,00293353;0,00391894;0,00294038;0,00355608;0,00221672;0,00343605;0,00539953;0,00478075;0,00400057;0,00895668;0,00937905;0,00988987;0,00775854;0,0076341;0,0074433;0,00818275;0,00858264;0,00947389;0,00909142;0,00857481;0,00933284;0,0155642;0,0136933;0,013218;0,0152398;0,0148878;0,0144627;0,0157989;0,0169033;0,0146513;0,0130459;0,0154317;0,0131294;0,013495;0,0146607;0,015884;0,0145911;0,0140603;0,0128363;0,0141309;0,0142482;0,0140268;0,0128502;0,0143728;0,0164366
0,0269786;0,028305;0,0268242;0,0255024;0,0263321;0,0270758;0,0267466;0,0271334;0,0259099;0,0282213;0,0262628;0,0255856;0,0182494;0,0184457;0,0190808;0,0196349;0,0194631;0,0179954;0,0170836;0,020871;0,0173702;0,0192435;0,0181375;0,0176345;0,0124558;0,0122095;0,0106938;0,011515;0,0124989;0,0111953;0,0119426;0,0111866;0,0123071;0,00955247;0,0112869;0,0105529;0,00490265;0,00298362;0,00571631;0,0028935;0,00239534;0,00366925;0,0036725;0,00361645;0,00568083;0,00373738;0,00354392;0,00415108;0,00871626;0,0101998;0,00985263;0,00799502;0,00978522;0,0102449;0,00856148;0,00878953;0,00738357;0,00914994;0,00862549;0,00968738;0,0129907;0,0143798;0,0120094;0,0134221;0,0132064;0,0119231;0,0135921;0,0153335;0,0138176;0,0139697;0,0147553;0,0139013;0,0150893;0,0128233;0,0150693;0,0158036;0,0138272;0,0143005;0,0163676;0,0143174;0,014403;0,0132685;0,0138766;0,0153924
0,0272674;0,0271597;0,0271034;0,0277947;0,0272038;0,027689;0,0266525;0,0270591;0,0275234;0,0260345;0,0267813;0,0256783;0,0190523;0,0192075;0,0186133;0,0189531;0,0176779;0,0196162;0,0193456;0,0203172;0,0211519;0,0170151;0,0198239;0,0199435;0,00923747;0,0094866;0,010541;0,0118537;0,0100632;0,0111793;0,0110992;0,0114327;0,00940046;0,0118414;0,009073;0,0115264;0,00332992;0,00430458;0,00280912;0,00383336;0,00617597;0,00543381;0,00634782;0,00348666;0,00214385;0,00273686;0,00336812;0,00342734;0,00785835;0,00831673;0,00797473;0,00982473;0,00831634;0,00929964;0,0111339;0,0102028;0,00898947;0,00723356;0,00808202;0,00984997;0,0148181;0,0133436;0,0150315;0,0127861;0,0143031;0,0137076;0,0153733;0,0134727;0,0150848;0,0138468;0,014623;0,0146211;0,0119788;0,0134347;0,0137514;0,015168;0,0144372;0,0119164;0,0123132;0,013594;0,0135789;0,0148512;0,0150217;0,0151089
0,02589;0,0273039;0,0284959;0,0276961;0,0265587;0,0263171;0,0254212;0,0278724;0,026036;0,0284958;0,0271666;0,0258116;0,0195719;0,0189181;0,018878;0,0208746;0,0181095;0,0192947;0,0185316;0,0218526;0,0188255;0,0182687;0,0183893;0,0182586;0,0129963;0,0109931;0,0119799;0,0119144;0,0112254;0,0110889;0,0114134;0,00931656;0,012438;0,00903023;0,011142;0,00968852;0,0030454;0,00383572;0,00355199;0,00356315;0,00551651;0,00562282;0,00447199;0,00462038;0,00299032;0,00351785;0,00411338;0,00349475;0,00913815;0,00864471;0,0104598;0,00829637;0,00796149;0,00884157;0,00892328;0,00932566;0,00899792;0,00790392;0,00917689;0,0105355;0,0137802;0,013867;0,0144631;0,0136416;0,0132006;0,0140799;0,0144017;0,0142424;0,0132783;0,0165813;0,0133677;0,0143438;0,0137894;0,0119938;0,0127209;0,011865;0,0157765;0,0159832;0,0155091;0,0144413;0,0133409;0,012728;0,013801;0,0139995
0,0266365;0,0276034;0,0256061;0,0278928;0,0273032;0,0276176;0,0276434;0,0263144;0,0279018;0,0254909;0,025487;0,0256436;0,0180745;0,0186811;0,0193772;0,0184958;0,0190813;0,018593;0,0202035;0,019627;0,0205816;0,0189375;0,0195262;0,0192613;0,00972622;0,0109399;0,00932432;0,0103652;0,0110577;0,0115378;0,0110425;0,0117552;0,0122883;0,00937008;0,0104516;0,00905847;0,00436757;0,00433998;0,00405641;0,00421997;0,00402644;0,00295481;0,00433105;0,00378038;0,00375334;0,00495305;0,00376937;0,00380563;0,00917032;0,00865603;0,00812263;0,00830884;0,00934005;0,008089;0,00876745;0,00871611;0,00796249;0,00873477;0,0083076;0,00862667;0,0140068;0,0137886;0,013149;0,0137085;0,0147361;0,0145735;0,0129203;0,0128479;0,0138266;0,013819;0,0139885;0,0156242;0,0166749;0,0123703;0,0161021;0,0151367;0,0144827;0,0140484;0,0124879;0,0145205;0,0128957;0,0155473;0,0144456;0,013596
0,0275458;0,0265172;0,0284879;0,0281106;0,0275111;0,0277715;0,0278244;0,0250831;0,0283534;0,0261979;0,0266301;0,0266262;0,02037;0,0189393;0,0198321;0,0184586;0,0203962;0,0179202;0,0196142;0,0200166;0,0164113;0,0170413;0,0180989;0,0187076;0,0105705;0,0101029;0,010601;0,0106957;0,0120317;0,0113159;0,0115838;0,0121265;0,0100396;0,0113009;0,00928621;0,00920919;0,00344832;0,00383327;0,00405075;0,00423926;0,00385404;0,00408579;0,00280722;0,00357372;0,00387356;0,00292574;0,00322418;0,00309811;0,00962117;0,00870772;0,00854631;0,00914243;0,00906607;0,00989012;0,0120294;0,00960241;0,010871;0,00862118;0,00825552;0,00948983;0,0140653;0,0156813;0,0142721;0,0151839;0,0138044;0,0143291;0,0152542;0,0129292;0,0153654;0,0138756;0,0132769;0,0158263;0,0137878;0,0133152;0,015538;0,014994;0,0144695;0,0132437;0,0143631;0,0143494;0,0151474;0,0159968;0,0120545;0,0142082
0,0275656;0,0260983;0,0284107;0,0276681;0,0262637;0,0252523;0,0273414;0,027586;0,0273228;0,0269368;0,0248192;0,0271872;0,0182811;0,0200876;0,0215684;0,020051;0,018691;0,019466;0,0192134;0,0204042;0,0200127;0,0203137;0,0194352;0,0193805;0,0112824;0,0109135;0,0114563;0,0106397;0,0106838;0,00898984;0,0115538;0,010334;0,00979062;0,00964756;0,00931978;0,010668;0,00346679;0,00276047;0,0069296;0,00386145;0,00314486;0,00383897;0,00309712;0,00252474;0,00453006;0,00400993;0,00324341;0,00284099;0,00885963;0,0105135;0,00952558;0,00884389;0,00819161;0,00903572;0,00976851;0,00835925;0,00990807;0,00967374;0,00867368;0,00869789;0,0139465;0,0141953;0,0144531;0,013285;0,0152286;0,0144722;0,0141081;0,0136407;0,0146424;0,0128663;0,0134095;0,0144908;0,0152572;0,0139972;0,0126617;0,0141713;0,0130657;0,0133357;0,0144188;0,0127251;0,0136159;0,0152787;0,0135873;0,0131111
0,0258891;0,0292412;0,0265495;0,0275212;0,0274399;0,0269115;0,0274847;0,0289732;0,0259143;0,0273675;0,027236;0,0259972;0,01939;0,0177554;0,0196735;0,0176228;0,0191294;0,0188315;0,0179264;0,018871;0,0181211;0,0192045;0,0176922;0,0193957;0,0125469;0,0130748;0,0128746;0,0111967;0,0113;0,0124333;0,0108462;0,00956505;0,0108909;0,0113054;0,00937784;0,0113796;0,00462045;0,00170064;0,00261642;0,0030118;0,00281642;0,00490548;0,00254493;0,00508617;0,00346804;0,00328701;0,00334322;0,00317682;0,00897892;0,00743026;0,00740602;0,00811984;0,00804976;0,00914908;0,00862514;0,00727396;0,0081861;0,00827522;0,00810724;0,00791378;0,0119941;0,0127281;0,0130538;0,0138654;0,0123655;0,0135001;0,0139669;0,0141182;0,012928;0,0144269;0,0142421;0,0130096;0,0136977;0,0128142;0,0127115;0,0151702;0,0135257;0,014015;0,0136769;0,014165;0,0137094;0,0133089;0,0152619;0,0157249
0,0277191;0,0269045;0,0281647;0,0267825;0,0279286;0,0256158;0,0284448;0,0264014;0,026208;0,0261429;0,0255307;0,0273291;0,0189687;0,0192802;0,0183829;0,0179379;0,0202663;0,0190037;0,0200359;0,0191772;0,0176402;0,0182743;0,0193614;0,0174354;0,0100802;0,0101376;0,0115208;0,0116641;0,011498;0,0107585;0,00977409;0,0100919;0,0100627;0,0107042;0,00913244;0,00973269;0,00503173;0,00529904;0,00441118;0,0034384;0,00436138;0,00430858;0,00469586;0,00250625;0,00344994;0,00309761;0,0054123;0,00313739;0,00921943;0,0075163;0,010645;0,00843873;0,00741;0,00948971;0,00792563;0,0109024;0,00919528;0,00928352;0,00796968;0,00828051;0,0119709;0,0153657;0,0138339;0,0155853;0,0133532;0,0147317;0,0149405;0,0149772;0,0147554;0,0148389;0,0139161;0,0155594;0,0134481;0,013822;0,0129645;0,0141266;0,0134958;0,0139379;0,0125151;0,013877;0,013872;0,0139723;0,0144707;0,0134862
