"observation","mean_1]","mean_2]","median_1]","median_2]","sd_1]","sd_2]","mad_1]","mad_2]","q5_1]","q5_2]","q95_1]","q95_2]","time"
"y_fit[14",1.20586106925,3.45383439,1.203485,3.4546,0.177712740524045,0.234752536799523,0.179402013,0.231604359,0.921095,3.065027,1.5002705,3.830518,59.0059379339265
"y_fit[15",1.2058608945,3.4538498025,1.203485,3.454615,0.177711745759846,0.23475100050052,0.179402013,0.231604359,0.92109595,3.065047,1.500261,3.830538,59.0063850845909
"y_fit[16",1.20586056625,3.453887435,1.203485,3.454655,0.177709343912041,0.234747197249669,0.1793946,0.231596946,0.9210979,3.065087,1.500261,3.830568,59.0074877104023
"y_fit[17",1.205859685,3.4539819225,1.20348,3.454755,0.177703367204987,0.234737894194081,0.1793946,0.231589533,0.9211018,3.065196,1.5002415,3.8306575,59.0102456027688
"y_fit[18",1.2058575485,3.45423708,1.20348,3.45502,0.177687237101358,0.234712425913485,0.179372361,0.231559881,0.92111445,3.0655035,1.5001935,3.8308875,59.0177044606628
"y_fit[19",1.20585739275,3.4542620425,1.20348,3.45505,0.177685645690316,0.234710023133319,0.179372361,0.231559881,0.92111545,3.065533,1.5001935,3.830917,59.0184362920886
"y_fit[20",1.2058573425,3.4542684475,1.20348,3.45506,0.177685233776782,0.234709280217719,0.179372361,0.231567294,0.92111545,3.0655335,1.5001935,3.8309175,59.0186218221998
"y_fit[21",1.44430413,3.5015535775,1.442715,3.50238,0.145092376386613,0.195565765519524,0.145494951,0.194094579,1.20896,3.171732,1.682539,3.8157045,72.0065947601711
"y_fit[22",1.4443213425,3.5015467625,1.442735,3.502375,0.145090801445642,0.195564040861333,0.145502364,0.194094579,1.20898,3.1717225,1.6825495,3.8156945,72.0072856792994
"y_fit[23",1.444332625,3.50154236,1.442745,3.50237,0.145089666571903,0.195562791287004,0.145494951,0.194087166,1.20899,3.1717225,1.6825595,3.8156845,72.0077386252675
"y_fit[24",1.444350195,3.5015354025,1.442765,3.50236,0.145087891406796,0.195560935844164,0.145494951,0.194079753,1.20901,3.1717225,1.6825795,3.815684,72.0084474791167
"y_fit[25",1.4443820225,3.501522835,1.4428,3.50235,0.145084890758363,0.19555755447653,0.145494951,0.194079753,1.20904,3.171722,1.6825995,3.8156735,72.0097303076228
"y_fit[26",1.44438339,3.5015223175,1.4428,3.50235,0.145084708572521,0.19555741585447,0.145494951,0.194079753,1.20904,3.171722,1.6826095,3.8156735,72.009782408271
"y_fit[27",1.4443897075,3.501519825,1.442805,3.502345,0.145084075727134,0.195556737440337,0.145487538,0.194079753,1.20905,3.171722,1.6826095,3.815664,72.0100399995735
"y_fit[28",1.4444443525,3.5014984,1.442865,3.50232,0.145078873220033,0.195550937283251,0.145487538,0.194057514,1.20911,3.1717215,1.6826595,3.8156435,72.0122388284281
"y_fit[29",1.4445102075,3.5014724375,1.442935,3.50229,0.145072318261491,0.195543881555489,0.145487538,0.194042688,1.20918,3.1717115,1.68271,3.8156225,72.0148939851345
"y_fit[30",1.4446218175,3.50142895,1.443055,3.502245,0.145061438630382,0.195531975851758,0.145480125,0.194013036,1.2092995,3.1717105,1.68281,3.8155815,72.019400740047
"y_fit[31",1.17533875925,3.9771751875,1.174765,3.9759,0.131291129594533,0.168852774124967,0.134649732,0.164687208,0.96054565,3.698979,1.3886205,4.2577535,84.0013923099684
"y_fit[32",1.17525718375,3.9772876525,1.17469,3.97601,0.131290449473222,0.168849886154471,0.134657145,0.164679795,0.96046385,3.699108,1.388531,4.257873,84.003240063237
"y_fit[33",1.17523772775,3.977314505,1.17467,3.976035,0.131290340105032,0.168849176126876,0.134657145,0.164679795,0.96044485,3.699138,1.388511,4.257903,84.003681148761
"y_fit[34",1.17491084925,3.9777647475,1.17437,3.976465,0.131287610249807,0.168837562957129,0.134649732,0.164657556,0.96011665,3.6996445,1.3881725,4.258381,84.0110827818373
"y_fit[35",1.1748940395,3.9777879525,1.174355,3.97649,0.13128737606714,0.168837008442277,0.134657145,0.164650143,0.9600997,3.6996645,1.3881525,4.258401,84.0114633736899
"y_fit[36",1.1748404835,3.977861605,1.174305,3.97656,0.131286997814209,0.168835147038592,0.134657145,0.164650143,0.9600458,3.6997535,1.388093,4.2584805,84.012675345419
"y_fit[37",1.17481728125,3.97789362,1.17428,3.97659,0.131286781168854,0.168834277336821,0.134649732,0.164650143,0.96002285,3.699784,1.388073,4.2585205,84.0132007216616
"y_fit[38",1.1747451815,3.977992915,1.174205,3.976685,0.131286241346878,0.168831730612815,0.134649732,0.16464273,0.95995005,3.6999025,1.3879935,4.25862,84.0148354369076
"y_fit[39",1.17457347525,3.9782295475,1.174035,3.97691,0.13128481982987,0.16882563901128,0.134657145,0.164627904,0.9597784,3.700161,1.387814,4.258861,84.0187279893272
"y_fit[40",1.1745392045,3.9782766375,1.174,3.97696,0.131284503692171,0.168824379216016,0.134649732,0.164635317,0.95974355,3.7002205,1.3877745,4.2589015,84.0195047215605
"y_fit[41",0.570545864375,4.4752743475,0.5768995,4.47321,0.15372869611359,0.205906138115532,0.1550251038,0.208868688,0.3089136,4.1453755,0.8162611,4.809449,123.00084679428
"y_fit[42",0.57050184455,4.4752816875,0.5768535,4.473225,0.153733522723145,0.205913309495123,0.1550199147,0.208868687999999,0.30885565,4.1453655,0.81620635,4.809478,123.003888772768
"y_fit[43",0.57040740765,4.475297385,0.576756,4.47326,0.15374386894818,0.205928720885731,0.1550302929,0.208905752999999,0.3087307,4.1453465,0.81608885,4.809536,123.010415448803
"y_fit[44",0.57040158585,4.475298425,0.57675,4.47326,0.153744505893675,0.205929792619819,0.1550310342,0.20889834,0.3087227,4.145337,0.8160809,4.809536,123.010817433228
"y_fit[45",0.5703764434,4.475302455,0.5767235,4.47327,0.153747255500337,0.205933866590528,0.1550347407,0.208913165999999,0.3086897,4.1453365,0.81605005,4.8095555,123.012554269815
"y_fit[46",0.5703564292,4.4753058675,0.576703,4.473275,0.153749454206395,0.205937015718054,0.1550362233,0.208920579,0.3086637,4.145327,0.8160242,4.809565,123.013937388514
"y_fit[47",0.570337093775,4.47530913,0.5766835,4.473285,0.153751563738094,0.205940281309436,0.1550377059,0.208935405000001,0.30863775,4.145327,0.8160003,4.809575,123.015273355003
"y_fit[48",0.57032407295,4.4753112225,0.5766695,4.47329,0.153752980896219,0.205942423518278,0.1550399298,0.208942818000001,0.30862075,4.145327,0.81598435,4.8095845,123.016172831156
"y_fit[49",0.570321759775,4.4753116175,0.5766675,4.47329,0.153753248915673,0.205942802630724,0.1550406711,0.208935405,0.30861775,4.145327,0.8159814,4.8095845,123.016333552464
"y_fit[50",0.570293872925,4.47531618,0.5766385,4.4733,0.153756296017746,0.205947387718525,0.1550436363,0.208950231,0.30858075,4.1453175,0.81594655,4.809604,123.018259748663
"y_fit[51",0.277473670128525,4.4118370875,0.2862215,4.41612,0.18826270802691,0.231079189348327,0.188253135,0.235555488,-0.04553197,4.0333575,0.57919165,4.7828995,140.001314360299
"y_fit[52",0.277464230457275,4.4118337825,0.286211,4.41612,0.188263802952103,0.231079718739163,0.1882538763,0.235548074999999,-0.04554259,4.0333575,0.5791837,4.7828995,140.001805766127
"y_fit[53",0.27741599424046,4.4118165875,0.2861575,4.416105,0.188269440914274,0.231082292109243,0.1882568415,0.235562901,-0.045596805,4.0333465,0.57914105,4.7828895,140.004317946844
"y_fit[54",0.277394373708475,4.41180885,0.286133,4.416095,0.188271963188036,0.23108336708256,0.1882583241,0.235562901,-0.045621055,4.0333365,0.57912125,4.782889,140.005443772473
"y_fit[55",0.277346511965875,4.411791725,0.2860805,4.41608,0.188277543258344,0.231085973585961,0.1882627719,0.235577727,-0.04567477,4.0333165,0.57907955,4.782879,140.007937022434
"y_fit[56",0.277329733939475,4.4117858975,0.2860615,4.416075,0.188279500937737,0.231086890346071,0.1882635132,0.235577727,-0.04569361,4.033316,0.5790647,4.782879,140.008810704006
"y_fit[57",0.27730973400575,4.4117786825,0.2860395,4.41607,0.188281843644819,0.23108794691338,0.1882649958,0.23558514,-0.045716055,4.033306,0.57904685,4.782879,140.00985298526
"y_fit[58",0.27721127102925,4.41174367,0.285936,4.416045,0.188293323184367,0.231093228351846,0.1882724088,0.235607379000001,-0.045826585,4.0332755,0.5789596,4.782859,140.014984764736
"y_fit[59",0.277198607628,4.411739155,0.285923,4.416045,0.188294814079588,0.23109381641388,0.1882731501,0.235607379,-0.045840815,4.033275,0.57894865,4.782859,140.015644801436
"y_fit[60",0.2771435921355,4.4117195325,0.285866,4.41603,0.188301232060139,0.231096777137647,0.1882775979,0.235622205,-0.045902545,4.0332545,0.57890005,4.782849,140.018513641455
"y_fit[61",-1.60089308175,4.3430304525,-1.601145,4.3469,0.204343695758734,0.238536507889294,0.207260067,0.23595579,-1.94111,3.9408625,-1.270257,4.726741,291.001779185715
"y_fit[62",-1.6008951285,4.3430314475,-1.601145,4.3469,0.204343689114711,0.238536421576212,0.207260067,0.23595579,-1.94112,3.9408625,-1.2702575,4.726741,291.001966506825
"y_fit[63",-1.60094036,4.3430554825,-1.60119,4.346935,0.204341002662344,0.238533605698084,0.207260067,0.235926138,-1.941141,3.9408725,-1.270317,4.72677,291.006248421045
"y_fit[64",-1.60094363525,4.3430571725,-1.601195,4.346935,0.204340679482118,0.238533403291241,0.207260067,0.235926138,-1.9411505,3.9408725,-1.270317,4.72677,291.006555644013
"y_fit[65",-1.600945877,4.343058225,-1.601195,4.346935,0.204340544314292,0.238533426979629,0.207260067,0.235926138,-1.9411505,3.940882,-1.2703265,4.72677,291.006755049112
"y_fit[66",-1.6009594855,4.343065555,-1.60121,4.346945,0.204339760264406,0.238532489980057,0.207260067,0.235926138,-1.941161,3.9408825,-1.270337,4.7267795,291.008058767309
"y_fit[67",-1.60096597025,4.3430689325,-1.60122,4.34695,0.204339376236333,0.238532200607522,0.20726748,0.235926138,-1.941161,3.9408825,-1.270347,4.7267795,291.008664146662
"y_fit[68",-1.600995383,4.343084585,-1.60125,4.34697,0.204337616150299,0.238530471561274,0.20726748,0.235926138,-1.9411815,3.940892,-1.2703865,4.726799,291.011456201444
"y_fit[69",-1.60099821175,4.34308607,-1.60126,4.34697,0.204337359240645,0.238530324472756,0.207274893,0.235926138,-1.9411815,3.940892,-1.2703865,4.726799,291.011718295291
"y_fit[70",-1.601075688,4.343127325,-1.601345,4.34703,0.204332708496593,0.238525546042081,0.207260067,0.235940964,-1.9412325,3.9409115,-1.2704955,4.7268375,291.019068691367
"y_fit[71",-1.6416580935,5.5534558775,-1.63792,5.560985,0.201735827417893,0.217993688146464,0.200454933,0.215688648000001,-1.9716705,5.1895675,-1.311526,5.9078745,344.000742218914
"y_fit[72",-1.641654446,5.5534681825,-1.63791,5.560995,0.201736119161401,0.217993680624737,0.200440107,0.215688648,-1.9716705,5.189578,-1.311526,5.907894,344.001148565696
"y_fit[73",-1.6416480375,5.553490085,-1.637905,5.561015,0.20173647050218,0.21799354567666,0.20044752,0.215688647999999,-1.97167,5.189598,-1.311516,5.907914,344.001875839066
"y_fit[74",-1.6416065865,5.55363372,-1.63785,5.561165,0.201739097581617,0.217993013436184,0.200425281,0.215688647999999,-1.9716215,5.1897385,-1.3114665,5.9080635,344.006635253145
"y_fit[75",-1.64157981725,5.5537256675,-1.63782,5.56126,0.201740757416088,0.217992668868645,0.200417868,0.215688647999999,-1.971592,5.189819,-1.311437,5.9081535,344.009686769326
"y_fit[76",-1.64157454475,5.55374407,-1.63781,5.56128,0.20174107688181,0.217992683939273,0.200417868,0.215688648,-1.971592,5.189839,-1.311427,5.9081735,344.01029612639
"y_fit[77",-1.64151447575,5.5539507875,-1.637735,5.56149,0.201744936687043,0.217991945157025,0.200417868,0.215688648,-1.971524,5.190021,-1.311358,5.9083925,344.017153124153
"y_fit[78",-1.641510338,5.55396534,-1.63773,5.561505,0.201745163224424,0.217991869018718,0.200417868,0.215681235,-1.9715145,5.1900405,-1.311348,5.9084025,344.017632983327
"y_fit[79",-1.64150910875,5.553969725,-1.63773,5.56151,0.201745202419374,0.217991868696011,0.200417868,0.215688648,-1.9715145,5.190041,-1.311348,5.9084125,344.017781177145
"y_fit[80",-1.6415000785,5.5540005925,-1.637715,5.56154,0.201745705118236,0.217991791199994,0.200417868,0.215688648000001,-1.9715045,5.190071,-1.311338,5.9084425,344.018802602831
"y_fit[81",3.599492765,10.307829275,3.59648,10.30875,0.173330690505094,0.162334902026423,0.176184771,0.16479099,3.3136935,10.03639,3.877506,10.57201,462.004146826174
"y_fit[82",3.599528245,10.30786192,3.596515,10.3088,0.173329813532568,0.162333751825703,0.176184771,0.16486512,3.3137235,10.036485,3.8775365,10.57211,462.004722313206
"y_fit[83",3.59969686,10.3080091075,3.596685,10.3089,0.173326571430728,0.162331069394159,0.176184771,0.164790989999999,3.313884,10.03659,3.877696,10.57221,462.007446765765
"y_fit[84",3.5997810925,10.3080835475,3.59677,10.309,0.173324887120417,0.162329376262862,0.176184771,0.164790989999999,3.313964,10.036685,3.8777855,10.57231,462.008806534614
"y_fit[85",3.5998047675,10.3081032325,3.59679,10.309,0.173324413169773,0.162328457476046,0.176184771,0.164790989999999,3.3139935,10.036685,3.8778055,10.57231,462.009190390655
"y_fit[86",3.59985623,10.308148905,3.596845,10.3091,0.17332331879149,0.16232731442306,0.176184771,0.164790989999999,3.3140435,10.03669,3.8778555,10.57231,462.010021043294
"y_fit[87",3.6000749575,10.30833946,3.597055,10.30925,0.173318903147335,0.162324058797747,0.176184771,0.16479099,3.3142445,10.03689,3.8780645,10.57251,462.01355601009
"y_fit[88",3.6002779725,10.308517975,3.597255,10.3094,0.17331494967085,0.162319481346219,0.176184771,0.16479099,3.3144445,10.037085,3.878264,10.57271,462.016836231784
"y_fit[89",3.6003454,10.308577365,3.597325,10.3095,0.173313578448022,0.162318232332026,0.176192184,0.16479099,3.314505,10.03709,3.878324,10.572715,462.017926627537
"y_fit[90",3.6004396825,10.3086592475,3.597415,10.3096,0.173311680641946,0.16231623615088,0.176192184,0.16479099,3.314595,10.03719,3.878414,10.57281,462.019447750715
"y_fit[91",4.29510889,10.729120025,4.29452,10.73045,0.160259398927814,0.147419950013269,0.162611568,0.147296309999999,4.027966,10.4855,4.552052,10.966515,471.002601692178
"y_fit[92",4.2953313775,10.729225375,4.294735,10.73055,0.160255139563187,0.147414717068247,0.162596742,0.147222180000001,4.0282055,10.4856,4.5522715,10.966615,471.005235441555
"y_fit[93",4.29536882,10.72924365,4.294775,10.7306,0.160254344059545,0.147413983055467,0.162596742,0.147222179999999,4.0282455,10.4857,4.552302,10.966615,471.005679241149
"y_fit[94",4.2953805825,10.729249975,4.294785,10.7306,0.160254075061382,0.147413427083901,0.162596742,0.147222179999999,4.0282555,10.4857,4.552312,10.966615,471.005819268888
"y_fit[95",4.295681535,10.72939275,4.295085,10.7307,0.160248307518081,0.147406840246901,0.162581916,0.147222179999999,4.0285855,10.4858,4.552602,10.966815,471.009383367207
"y_fit[96",4.2958473475,10.729472175,4.295245,10.7308,0.160245104010479,0.147401974864036,0.162574503,0.147222179999999,4.028765,10.4859,4.5527615,10.966815,471.011346751931
"y_fit[97",4.2961819225,10.72963095,4.29558,10.73095,0.160238612915072,0.147394814291133,0.162559677,0.147148049999999,4.029125,10.4861,4.553091,10.967015,471.0153112979
"y_fit[98",4.2961898525,10.729634975,4.295585,10.73095,0.160238545861937,0.147394254605877,0.162559677,0.147148049999999,4.029135,10.4861,4.5530915,10.967015,471.0154046172
"y_fit[99",4.29634537,10.729708275,4.29574,10.731,0.160235492174334,0.147391564149106,0.162559677,0.147222179999999,4.0293045,10.4862,4.5532415,10.967015,471.017246753722
"y_fit[100",4.296501365,10.7297819,4.2959,10.7311,0.160232526397313,0.147388506337299,0.162544851000001,0.147222179999999,4.0294745,10.4863,4.5533915,10.967115,471.019093768657
