"X1.lambda";"X2.lambda";"X3.lambda";"X4.lambda"
0,0814459;0,0819379;0,0807812;0,0786067
0,0798205;0,0803262;0,0792185;0,0812892
0,0802834;0,0804134;0,0807264;0,0783514
0,0807666;0,0792437;0,0789639;0,0809759
0,0784263;0,0806931;0,078372;0,0795059
0,0824722;0,0794392;0,0812457;0,0801845
0,0774276;0,0810489;0,0787527;0,0786748
0,078632;0,0791073;0,0784271;0,0816555
0,0817954;0,0813281;0,0814766;0,0790539
0,0798059;0,0798363;0,0783087;0,0806631
0,0793185;0,0803388;0,0804125;0,0790591
0,0800526;0,0812599;0,080071;0,0809082
0,0813205;0,0790223;0,0794883;0,0793908
0,0795974;0,0810626;0,0803973;0,0785289
0,0801103;0,0787669;0,0794911;0,0801779
0,0795432;0,0809048;0,0807993;0,0801935
0,0806417;0,0784499;0,0795594;0,0797425
0,0795657;0,0814497;0,0801024;0,0797971
0,0804411;0,0814495;0,0798829;0,0801252
0,0793295;0,0792948;0,0798684;0,0787391
0,0799553;0,0808925;0,080971;0,0799403
0,0797794;0,0787217;0,0797332;0,0799632
0,0809142;0,0805241;0,0806256;0,079842
0,0805878;0,0793354;0,0795016;0,0789816
0,079359;0,0796052;0,0806965;0,0809724
0,0805979;0,0805036;0,0793597;0,0797233
0,0812127;0,0802274;0,0809583;0,0785221
0,0787122;0,0799325;0,0789931;0,0782857
0,0794054;0,0799152;0,079835;0,0816041
0,0808358;0,0809929;0,0801289;0,0789883
0,0782615;0,0792785;0,0792603;0,0781653
0,0817973;0,0806409;0,0806375;0,0791003
0,0781193;0,0792985;0,0811219;0,080198
0,0817615;0,0804687;0,0791856;0,0789084
0,07862;0,0794305;0,0809485;0,0814277
0,0808922;0,0789243;0,0798889;0,077928
0,0788278;0,0799952;0,0798806;0,0799963
0,0780293;0,0804731;0,0818378;0,0805481
0,0817589;0,081974;0,0780874;0,0801638
0,0785982;0,0800567;0,0800158;0,0800151
0,0783971;0,0806203;0,0798892;0,0794871
0,0810516;0,0805251;0,0796994;0,0804808
0,0793029;0,0792375;0,0794442;0,0815509
0,0793526;0,0801643;0,0783195;0,0785528
0,0807084;0,0789976;0,0814871;0,0812686
0,0799388;0,0809778;0,0788608;0,0786
0,079469;0,0787498;0,081017;0,0804995
0,0804547;0,081137;0,0790374;0,078549
0,0791876;0,0786731;0,0799555;0,0796537
0,0793501;0,0796546;0,0796863;0,0805154
0,0808975;0,0792078;0,0794713;0,0789765
0,0797136;0,079685;0,0803731;0,0806884
0,0804105;0,0798668;0,0803422;0,0792839
0,0798737;0,0796948;0,0798015;0,0806676
0,0800213;0,0801433;0,0796739;0,0781983
0,0799254;0,0798002;0,0810172;0,078066
0,0802992;0,0801776;0,0787767;0,0808077
0,0801266;0,08038;0,0813527;0,0806524
0,0798512;0,0799374;0,080045;0,0792331
0,0800415;0,079892;0,0821447;0,0809371
0,0801433;0,0805624;0,0779433;0,0789312
0,0797116;0,0803731;0,0815623;0,0812695
0,0786881;0,0795852;0,0782861;0,079611
0,081191;0,0804107;0,0815233;0,0780722
0,0816127;0,0792994;0,0783836;0,0816042
0,0813542;0,0799598;0,0814251;0,0813568
0,0782994;0,0794325;0,0784791;0,079915
0,0812569;0,0803577;0,0809362;0,080172
0,0778182;0,0790872;0,0795907;0,0791701
0,0819917;0,0803845;0,0797789;0,0804123
0,0788939;0,0791778;0,0800245;0,0795259
0,0800393;0,0808674;0,0809905;0,0807983
0,0794461;0,0799172;0,0789483;0,0814928
0,0812937;0,0804065;0,0810993;0,0793916
0,0810659;0,0793897;0,0792482;0,0800919
0,0810429;0,0804006;0,0807097;0,0791289
0,0787071;0,0794559;0,0801811;0,0794597
0,0806232;0,0809327;0,0805353;0,0803543
0,0797388;0,0787298;0,0792382;0,0796579
0,0795017;0,077737;0,0797084;0,0810959
0,0805642;0,0806849;0,0795338;0,0794868
0,0792473;0,0797811;0,0801396;0,0801532
0,0801985;0,0786117;0,0793302;0,079265
0,0788818;0,0791141;0,0810701;0,0800906
0,0788221;0,0797487;0,0794625;0,0810786
0,0811732;0,0798141;0,0797823;0,0804861
0,0802044;0,0782221;0,0799275;0,0784939
0,0789278;0,0805377;0,0811841;0,081244
0,0782221;0,0801474;0,0787103;0,0806345
0,0817913;0,0816384;0,0785421;0,0807444
0,0810874;0,0777495;0,0796481;0,0808425
0,0787265;0,0813977;0,0802627;0,0809229
0,0776134;0,0783405;0,0783335;0,0803781
0,0822913;0,0811649;0,08154;0,0820106
0,0776114;0,0810284;0,0808555;0,0817759
0,0822782;0,0803333;0,0798214;0,0779407
0,0777335;0,0799595;0,0798071;0,0824457
0,0825657;0,0796979;0,0791794;0,0813515
0,0819625;0,0795568;0,0816888;0,0792842
0,0777225;0,0803541;0,0794675;0,0795768
0,0800202;0,0796199;0,0776614;0,080143
0,0798587;0,0808102;0,0785824;0,0796383
0,0788634;0,0793186;0,0808443;0,0791595
0,0819932;0,0802708;0,0791331;0,0801995
0,0787739;0,0795257;0,0794834;0,0793082
0,0809687;0,0818675;0,0783942;0,0804087
0,079358;0,0793335;0,0809144;0,080058
0,079536;0,0804416;0,0797841;0,0789712
0,0785735;0,0791581;0,0784946;0,0802186
0,0817643;0,0801452;0,0785311;0,0802343
0,078173;0,0791991;0,0812926;0,0801093
0,0817269;0,0795705;0,0788047;0,0792501
0,0784619;0,0796752;0,0815988;0,0807037
0,079691;0,0796729;0,0797396;0,0795661
0,0815724;0,0806288;0,0800501;0,0796945
0,0784936;0,0791914;0,079431;0,0811278
0,0807986;0,0812115;0,0794153;0,0784909
0,0793278;0,0812386;0,0802625;0,0797851
0,0806249;0,078179;0,0801192;0,0790789
0,0788347;0,0795046;0,07951;0,0792852
0,0788985;0,0794881;0,0796697;0,0799788
0,0801308;0,0817646;0,0808894;0,0808892
0,0796535;0,0790125;0,0803738;0,0791427
0,080632;0,0809303;0,077894;0,0812585
0,0791702;0,0788346;0,0805399;0,0789081
0,0808509;0,0812349;0,0791196;0,0811207
0,0795405;0,0779791;0,0800149;0,0790953
0,0801106;0,080935;0,079848;0,0790656
0,0793484;0,0799961;0,0799178;0,0808413
0,0805285;0,0796788;0,0799502;0,0799968
0,0801047;0,0793743;0,0799295;0,0811762
0,0816855;0,0793995;0,0789781;0,0810308
0,0787134;0,0808093;0,0808952;0,0790975
0,0801817;0,0790618;0,0813219;0,0809982
0,0797092;0,0803552;0,078971;0,0805639
0,079326;0,0796452;0,0793834;0,0784846
0,0805618;0,0809781;0,0792429;0,0791484
0,0792918;0,0799346;0,0795432;0,0803712
0,0801897;0,0803196;0,0795638;0,0789442
0,0798507;0,0804959;0,0799666;0,0824377
0,0808546;0,0796958;0,0798367;0,0814549
0,078271;0,0786257;0,0778127;0,0786729
0,0809913;0,0784546;0,0820569;0,0803425
0,0787438;0,0821467;0,0785799;0,0803804
0,0803448;0,0777072;0,0803466;0,0789982
0,0794588;0,0811403;0,079657;0,0793238
0,0793954;0,0788408;0,0790364;0,0805068
0,0810014;0,0786124;0,0808303;0,0804149
0,0788024;0,0803635;0,0807973;0,0812256
0,080686;0,0792075;0,0804517;0,0801531
0,0790028;0,0782175;0,0799869;0,0811315
0,0801751;0,0814445;0,0793549;0,0784411
0,0804246;0,0787364;0,0805168;0,0801173
0,0806021;0,0808466;0,0794545;0,079773
0,0798962;0,0801726;0,0806025;0,0810896
0,0799702;0,0816152;0,0783238;0,078922
0,079741;0,0770776;0,0800005;0,0797797
0,0800957;0,0821719;0,0804006;0,0804897
0,0793999;0,0785813;0,0812034;0,079046
0,079854;0,0812814;0,0780871;0,0792981
0,079378;0,0779529;0,0811857;0,0811217
0,0807001;0,0818239;0,0791346;0,080013
0,0791602;0,0787043;0,0815954;0,0799088
0,0781425;0,0798505;0,0787117;0,079745
0,0808969;0,0800253;0,0812411;0,0803972
0,0800472;0,0799214;0,0802166;0,0799074
0,0790389;0,0806803;0,0802136;0,0800692
0,0807319;0,0816015;0,0796178;0,0802121
0,0784702;0,0783129;0,0781915;0,0808
0,0795082;0,0820402;0,0810504;0,0802328
0,0812761;0,0806745;0,0794065;0,0804444
0,0783962;0,0798016;0,0785847;0,0798208
0,0800453;0,0800787;0,0815851;0,0806422
0,0797691;0,0796368;0,0785869;0,0792731
0,0803012;0,0806863;0,0811991;0,0790859
0,0793774;0,0791631;0,0782935;0,0809985
0,0801995;0,0804822;0,079708;0,078676
0,0805439;0,0794896;0,0802733;0,0816537
0,0797487;0,0794244;0,0795248;0,0788954
0,0812874;0,0802522;0,0799002;0,0812813
0,0796184;0,0788141;0,0804833;0,0789448
0,0809376;0,0799213;0,0787318;0,0788101
0,0786622;0,0802453;0,0815378;0,0792737
0,0801625;0,080023;0,0783753;0,0800413
0,0800367;0,0804822;0,079663;0,0795262
0,0804084;0,0789832;0,0805219;0,0802411
0,0802609;0,0801596;0,0787572;0,0792674
0,080594;0,0804442;0,0791685;0,079184
0,0809665;0,079415;0,0806577;0,0792822
0,079195;0,0809999;0,0808432;0,0812936
0,0811538;0,0787009;0,0795262;0,0792701
0,0778908;0,0803927;0,0795538;0,080263
0,0824317;0,0799611;0,0793715;0,0790432
0,0819782;0,0799173;0,0801157;0,079513
0,0783565;0,0794165;0,0793028;0,0804777
0,0821633;0,0793795;0,081354;0,0795547
0,0816443;0,0808794;0,0786376;0,0795322
0,0791582;0,0789141;0,0807771;0,0810329
0,0805944;0,0801133;0,0793154;0,0800674
0,0799574;0,0795304;0,0804498;0,0810355
0,0797519;0,0789297;0,0799775;0,0788978
0,080115;0,0812113;0,0798886;0,0808597
0,0801854;0,0789776;0,0795519;0,0801927
0,0790558;0,0807324;0,0790614;0,0804844
0,0799671;0,0790106;0,0801827;0,0802082
0,07885;0,0808062;0,0784742;0,0795112
0,0796518;0,0805776;0,0793029;0,0798758
0,0793442;0,0796853;0,0794857;0,0803179
0,0805433;0,0811821;0,0803656;0,0800666
0,0813699;0,0801791;0,078252;0,0787142
0,0787466;0,0792164;0,0814648;0,0819082
0,0821116;0,0791183;0,0798846;0,0782695
0,078506;0,0787104;0,0799839;0,0803291
0,0797381;0,0799553;0,0794707;0,0798242
0,0783064;0,0799029;0,0798795;0,0790184
0,0808782;0,0800054;0,0797734;0,0798034
0,0808382;0,080226;0,0801091;0,0803606
0,0794816;0,079965;0,0787915;0,0778882
0,0802927;0,0801038;0,0812827;0,0782429
0,080786;0,0795744;0,0778531;0,0812157
0,079012;0,0800117;0,0811146;0,080798
0,079697;0,0797673;0,0786908;0,0786799
0,0808022;0,0786974;0,0834673;0,0790289
0,0786837;0,0809077;0,0766514;0,0807026
0,0813376;0,0793088;0,0833193;0,0800433
0,0786709;0,0799391;0,0790302;0,0808771
0,0813042;0,0795984;0,0804737;0,0803318
0,0828405;0,0807297;0,0811256;0,079907
0,0773436;0,0790362;0,0776437;0,0794786
0,0823153;0,0809053;0,0771213;0,080316
0,0789479;0,0801582;0,0828004;0,079184
0,0813459;0,080754;0,078418;0,0803824
0,07828;0,0792021;0,0802443;0,0793671
0,0819444;0,0804094;0,0802587;0,0804373
0,0790575;0,0808789;0,0804918;0,0796509
0,0802758;0,0779561;0,0786351;0,0801648
0,0802202;0,080799;0,08058;0,0800435
0,0795606;0,0816323;0,0796071;0,07859
0,0808558;0,0790071;0,0806716;0,0806014
0,0790719;0,0821124;0,0791677;0,0801353
0,081259;0,0801627;0,0816008;0,0795505
0,0815286;0,0801482;0,0782287;0,0798246
0,0786096;0,0777868;0,079712;0,079283
0,0808504;0,0803992;0,0802124;0,0795826
0,0793296;0,0799287;0,0796778;0,0815335
0,080565;0,0799197;0,0785929;0,0781877
0,079181;0,0798932;0,0812669;0,0821057
0,0801535;0,0797837;0,0790785;0,0780916
0,0796303;0,0803581;0,0808513;0,0801203
0,0803937;0,0798086;0,0795029;0,0793612
0,0799223;0,0802772;0,0811796;0,0809749
0,0796586;0,0810868;0,0794367;0,0783976
0,080819;0,078999;0,0804412;0,0814444
0,0799502;0,0817268;0,0801972;0,0784818
0,0791218;0,0790746;0,0808018;0,0810907
0,0792475;0,0810372;0,0792328;0,080102
0,0812912;0,0796503;0,080777;0,07973
0,0788218;0,0795988;0,0789713;0,0805226
0,0781998;0,0806106;0,0795575;0,079363
0,0807713;0,0796315;0,0804897;0,0784827
0,079158;0,0793216;0,0783475;0,0794537
0,0810746;0,0806038;0,078389;0,0809643
0,0784978;0,0794293;0,0815538;0,0785383
0,0813194;0,0801875;0,0805501;0,0813312
0,0788771;0,0827092;0,0787074;0,0787529
0,0806618;0,0772463;0,0811224;0,0812638
0,079735;0,0826856;0,0790232;0,0787985
0,0798522;0,0790156;0,0785277;0,0810829
0,079986;0,079958;0,0817613;0,0812239
0,0794003;0,0795909;0,0786518;0,0803698
0,0799712;0,0798228;0,0809583;0,0793863
0,0810096;0,0810424;0,0802259;0,0793702
0,0811205;0,0790496;0,0804636;0,0810044
0,0793437;0,0805406;0,0785528;0,0785908
0,0804423;0,0791491;0,081339;0,0814457
0,0788105;0,0807425;0,0773909;0,0817711
0,0800034;0,0792614;0,0815926;0,0813206
0,0789882;0,080331;0,0794761;0,0787325
0,0808773;0,080514;0,0807167;0,0805966
0,0790104;0,0795393;0,0788433;0,0791291
0,0806593;0,0796118;0,0812234;0,0799098
0,0793052;0,0805525;0,0795845;0,0794546
0,0801774;0,078588;0,0796564;0,0799591
0,0797398;0,0812182;0,0796022;0,0799724
0,0801087;0,0792997;0,0802274;0,0784556
0,0797568;0,0794296;0,0796681;0,0814019
0,0823302;0,0804357;0,0801981;0,0809227
0,0780236;0,0793179;0,0804171;0,0798086
0,0781229;0,0796789;0,0798857;0,0808091
0,0814043;0,0803456;0,0802343;0,0790631
0,0815348;0,0796422;0,0796401;0,0773499
0,079985;0,08039;0,0799499;0,080457
0,079942;0,0791702;0,0799424;0,0814548
0,0809982;0,0806011;0,0793675;0,0783461
0,0793957;0,0801459;0,0822009;0,082019
0,0788869;0,0786533;0,080571;0,0818308
0,0800936;0,0812012;0,0794214;0,0781391
0,0795795;0,0785596;0,080157;0,0818357
0,080354;0,0808181;0,0788862;0,0793175
0,0788075;0,0794092;0,0813537;0,0805506
0,0805099;0,0804032;0,0782188;0,079274
0,0798916;0,0775591;0,0816733;0,0807574
0,0802856;0,082218;0,082095;0,0798237
0,0789451;0,0779812;0,0780013;0,0784663
0,0806036;0,0812481;0,0778645;0,078782
0,0796844;0,0816254;0,0776569;0,0806482
0,0809749;0,0801593;0,0815587;0,07899
0,0785755;0,0795806;0,0789125;0,0788679
0,0816855;0,0794333;0,0802149;0,0818646
0,0769587;0,0793349;0,0789824;0,0783415
0,0826067;0,0804278;0,0804103;0,0804503
0,0771489;0,0798924;0,0802526;0,0787959
0,082321;0,0785342;0,080196;0,081803
0,0774927;0,0793662;0,0797347;0,0801178
0,0820792;0,080622;0,0795615;0,0803684
0,0800999;0,0802659;0,079336;0,0816092
0,0788216;0,0797302;0,0808421;0,0784658
0,0799189;0,0802569;0,0788707;0,0814381
0,0802411;0,0797228;0,0801152;0,0801539
0,0796633;0,0797594;0,0798024;0,0797322
0,0803312;0,0803557;0,0799296;0,0802583
0,079881;0,0801075;0,0790798;0,0810117
0,0808311;0,0807544;0,082273;0,0808999
0,0791444;0,0801268;0,0779438;0,0798303
0,0809627;0,081088;0,082011;0,0800901
0,0807348;0,0805743;0,0806685;0,0807695
0,0792731;0,078357;0,0803746;0,0797626
0,0806134;0,0809323;0,0799202;0,080168
0,0784223;0,0785366;0,0809146;0,0803451
0,0801529;0,0802889;0,0794456;0,077067
0,0804971;0,0789702;0,0782719;0,08271
0,0795184;0,0808894;0,081728;0,0798434
0,0797551;0,0787908;0,0802518;0,0789006
0,0805102;0,0814746;0,0799843;0,0796618
0,0812384;0,0787477;0,0786853;0,0809394
0,0801383;0,0810178;0,0806222;0,0797135
0,0798998;0,0788654;0,0804638;0,079246
0,0801178;0,080573;0,0805612;0,0788562
0,07972;0,0790569;0,0812414;0,0808406
0,0794223;0,0805791;0,0793609;0,0796024
0,0801776;0,0794362;0,0801348;0,0805768
0,0797538;0,0797404;0,0798632;0,079416
0,0820343;0,0803399;0,0787236;0,0804191
0,078575;0,081488;0,0798909;0,0794405
0,081444;0,0787595;0,0799626;0,0802957
0,0788849;0,0802754;0,0806674;0,0795283
0,080841;0,0815634;0,0793285;0,0799431
0,0780165;0,0784128;0,0804084;0,0798829
0,0803961;0,0811682;0,0791103;0,0798342
0,0794753;0,0794136;0,0787678;0,0804324
0,0807051;0,0806119;0,0811283;0,0794754
0,0798696;0,0793569;0,0791276;0,0818191
0,0817379;0,0804963;0,0798068;0,0788575
0,0780143;0,0803588;0,0802223;0,0806908
0,078681;0,0798577;0,0796162;0,0792302
0,0811097;0,0790511;0,0799812;0,0807132
0,0791535;0,0791335;0,0791758;0,0792538
0,0798052;0,0805008;0,0805782;0,0807486
0,0791411;0,0797655;0,0804686;0,0827126
0,0809784;0,0801009;0,0817085;0,0785497
0,0794428;0,0811237;0,0812879;0,0813276
0,0803556;0,0798118;0,0794901;0,0790769
0,0795853;0,0814753;0,0813394;0,08034
0,0802308;0,0784321;0,0779924;0,079926
0,0798837;0,0784538;0,0795246;0,0794904
0,0798071;0,0813406;0,0815158;0,0803509
0,0813432;0,0791931;0,0784537;0,0798696
0,0793789;0,08085;0,0816264;0,0798084
0,080181;0,0796649;0,0785602;0,0793708
0,0793505;0,0802362;0,0818764;0,0779806
0,0802238;0,0805371;0,0776595;0,0782844
0,0799556;0,0799196;0,0811053;0,080766
0,0800107;0,0800536;0,0786656;0,0796063
0,0789861;0,0799569;0,0814497;0,0774936
0,0792832;0,0803183;0,0783624;0,0801453
0,0806974;0,0794545;0,0818384;0,081655
0,0819186;0,0797162;0,0784394;0,077889
0,0817092;0,0788206;0,0815365;0,0809677
0,0776034;0,0811082;0,0798676;0,0808176
0,0823113;0,0787764;0,0790765;0,0806789
0,0803158;0,0789653;0,0794819;0,0800795
0,0817475;0,0804109;0,0787716;0,0789262
0,0787717;0,0802575;0,0803422;0,0809235
0,0801363;0,0812075;0,0784017;0,0790422
0,0805234;0,0786724;0,080247;0,077861
0,079387;0,0796642;0,0804612;0,0769959
0,0801229;0,0800764;0,0795176;0,0783319
0,079922;0,0801733;0,0812114;0,0814943
0,0798211;0,0799595;0,0788807;0,0794773
0,0800781;0,0792065;0,0790696;0,0800394
0,0793247;0,0806898;0,0801774;0,0800063
0,0805336;0,078857;0,0797195;0,0814136
0,0798706;0,0812195;0,0801105;0,0808214
0,0787447;0,0794058;0,0796025;0,0776941
0,0803385;0,0813981;0,0802121;0,0819751
0,081284;0,07905;0,0807469;0,0784884
0,0795443;0,079052;0,0814356;0,0809351
0,0794862;0,0807801;0,0790857;0,0802497
0,0798794;0,0793698;0,0787103;0,0802977
0,0800591;0,0803184;0,0811295;0,078528
0,079749;0,0793985;0,0797867;0,0812152
0,0796466;0,0820656;0,0806315;0,0777899
0,0803536;0,0780762;0,0803458;0,0820314
0,0795761;0,0818597;0,079562;0,0784799
0,079706;0,07909;0,0798087;0,0799335
0,0801705;0,0802561;0,0811486;0,0788942
0,0796004;0,0799517;0,0800814;0,0810236
0,0800533;0,081094;0,080079;0,081293
0,0793352;0,0800271;0,08004;0,0783856
0,08092;0,0790728;0,0804458;0,0782318
0,0793461;0,0792511;0,0800618;0,0774091
0,0796612;0,0804255;0,0792931;0,0825783
0,0814117;0,0789237;0,080749;0,0805849
0,0780852;0,0785513;0,0795484;0,0798919
0,0787958;0,0793916;0,0788112;0,0800321
0,0790114;0,0803991;0,0809953;0,0799941
0,0793828;0,0792946;0,0785697;0,0797228
0,0798636;0,0806199;0,0812305;0,0805013
0,0799374;0,0793049;0,0789718;0,0797821
0,0815508;0,0805213;0,0810776;0,0797243
0,0789468;0,0805664;0,0785581;0,0801423
0,0780606;0,0793204;0,0797977;0,0799463
0,0817939;0,079503;0,0809123;0,0803544
0,0779267;0,0812396;0,0795776;0,0797512
0,0819468;0,0791105;0,0807667;0,0813833
0,0779494;0,0799126;0,0814895;0,0800255
0,0811298;0,0798689;0,0813587;0,0800641
0,0796176;0,079923;0,0786856;0,0803743
0,0796179;0,0810352;0,0812069;0,0794445
0,0779706;0,0813074;0,0818835;0,0811749
0,0786489;0,0789659;0,0794892;0,0788962
0,0812497;0,0806635;0,0802594;0,0787775
0,0786917;0,0789997;0,079714;0,0805928
0,0813579;0,0813314;0,0799576;0,0801079
0,0793252;0,0812999;0,0807879;0,0799093
0,0806464;0,0786485;0,0807903;0,0809177
0,0791464;0,0801965;0,0807451;0,0790035
0,0795789;0,0807268;0,0791918;0,0792475
0,0801859;0,0793724;0,0804154;0,0805774
0,0790954;0,0802133;0,0780785;0,0787389
0,0799448;0,07958;0,0805007;0,0804265
0,0813293;0,0814789;0,0793447;0,0797553
0,0786191;0,0788208;0,0803843;0,0801462
0,082135;0,0803308;0,0793877;0,0777544
0,0783812;0,0796689;0,0801787;0,0814647
0,0802534;0,0803155;0,079546;0,0774487
0,081882;0,0795522;0,0799112;0,0806312
0,0791671;0,0805769;0,079964;0,0822899
0,0814037;0,0799877;0,0800814;0,0818646
0,0805407;0,0820142;0,0790766;0,0801646
0,0801846;0,0782909;0,0822508;0,0798714
0,0802418;0,0811577;0,0785484;0,0795472
0,0791543;0,0788508;0,0794424;0,0802996
0,0799885;0,0795333;0,0795108;0,0786359
0,080341;0,0796781;0,0796878;0,081109
0,0790457;0,0801609;0,0801482;0,0789636
0,0789347;0,0791091;0,0800386;0,0805568
0,0814321;0,079385;0,0806084;0,0810026
0,0781681;0,0772445;0,0791895;0,079557
0,0801546;0,0824206;0,0806022;0,0805718
0,0794097;0,0775238;0,0793902;0,0815243
0,080246;0,0829821;0,0802589;0,0790896
0,0794367;0,0808277;0,0813944;0,0784196
0,0795004;0,0785219;0,0805257;0,0814568
0,0807091;0,0801664;0,0799858;0,0810742
0,0788965;0,0795321;0,0808374;0,0779399
0,0795927;0,080697;0,07905;0,0809966
0,0799054;0,0789897;0,0809597;0,0791121
0,0806733;0,080777;0,0799621;0,0795618
0,079095;0,0795625;0,0796156;0,0797154
0,081193;0,0793013;0,0788743;0,0801431
0,0797413;0,0815173;0,0808238;0,0803602
0,0813833;0,0787543;0,0798769;0,0794717
0,0794832;0,0811176;0,0789976;0,0807412
0,0800447;0,0824585;0,0802775;0,0798104
0,0807025;0,0788847;0,0800656;0,0787405
0,0791968;0,0808708;0,0801864;0,0801793
0,0806062;0,0808889;0,0796036;0,079599
0,0805387;0,0799221;0,0795537;0,0800628
0,0805757;0,0804299;0,0799765;0,0797146
0,0783382;0,0793527;0,0799327;0,0803708
0,0812073;0,0791764;0,0796455;0,0800904
0,0786573;0,0809016;0,0800742;0,0797057
0,079332;0,0801507;0,0799064;0,0799507
0,0805002;0,0794675;0,0798982;0,0811941
0,0803679;0,0801396;0,0791167;0,0792731
0,0789494;0,0790101;0,0808177;0,0805867
0,0808844;0,0807753;0,0796535;0,0792345
0,0789425;0,0811582;0,0807147;0,0815107
0,0818366;0,0795362;0,0789108;0,0792628
0,0799758;0,0801345;0,0805195;0,0808003
0,0799334;0,0805509;0,0815346;0,080119
0,0802603;0,0790691;0,0788824;0,0793804
0,0799244;0,0798035;0,0796289;0,0796971
0,0798528;0,0808186;0,0806722;0,0806868
0,0805295;0,0820824;0,07995;0,0798622
0,0799418;0,0819638;0,0795085;0,0778595
0,0805452;0,0791741;0,0805764;0,0822107
0,0808913;0,0817687;0,0797738;0,0778565
0,0793894;0,0785685;0,0795949;0,0788401
0,0809451;0,079699;0,0800966;0,0802452
0,0789228;0,0800067;0,0794636;0,0797759
0,0812589;0,0816324;0,0792641;0,0801036
0,078556;0,0781639;0,0792394;0,078479
0,0813091;0,079819;0,0801575;0,0815073
0,0787978;0,0792353;0,0801062;0,0779318
0,0798719;0,0802768;0,0787531;0,0791392
0,0791448;0,0805577;0,0785032;0,0808445
0,0807983;0,07934;0,0815736;0,0787418
0,078873;0,0790727;0,0801487;0,0815941
0,0812023;0,0808403;0,0802898;0,0782681
0,0802099;0,0790023;0,0795495;0,0819671
0,0779162;0,0801853;0,0796017;0,0812356
0,0822748;0,0789594;0,080137;0,0793079
0,0783817;0,0812305;0,0798216;0,0806216
0,0816019;0,0786723;0,0800757;0,0793539
