"X1.lambda";"X2.lambda";"X3.lambda";"X4.lambda"
0,0231799;0,0228285;0,0209311;0,0220034
0,0206088;0,0210777;0,0200925;0,0215504
0,022266;0,0229651;0,0206527;0,0197025
0,0194869;0,0194717;0,0225698;0,0223285
0,0226667;0,0218174;0,0207095;0,0188313
0,0182576;0,0206579;0,0208477;0,0233614
0,0217202;0,0212272;0,0202685;0,0198765
0,0208227;0,0211824;0,0199855;0,0215141
0,0224071;0,0203604;0,0211195;0,0199704
0,0194139;0,0227882;0,0209741;0,0203773
0,0229761;0,0215862;0,0209414;0,019865
0,0212624;0,0202226;0,0203269;0,0204065
0,0209071;0,0210214;0,0209238;0,022143
0,0203244;0,0210654;0,0204828;0,0194862
0,0213394;0,0198377;0,0220584;0,0207745
0,0201946;0,0225402;0,0188044;0,0199924
0,0190369;0,0196392;0,0209028;0,0201504
0,0203282;0,0196543;0,0227307;0,0206894
0,0210557;0,0219117;0,0237665;0,0212381
0,021643;0,0195622;0,0185724;0,0202454
0,0199216;0,0236606;0,0225654;0,0217875
0,0212252;0,0202326;0,0198154;0,0203821
0,0217451;0,0222815;0,0224332;0,0205133
0,0199625;0,021504;0,0215004;0,0200604
0,021621;0,0215764;0,0197495;0,0226842
0,0195001;0,0216981;0,0199522;0,0196091
0,0211602;0,0216377;0,0205703;0,020175
0,0203258;0,0195418;0,0212488;0,019788
0,0206467;0,0219688;0,0197883;0,0223464
0,0211838;0,0207753;0,0196895;0,019435
0,021617;0,0209931;0,0221319;0,0208469
0,0205266;0,0201826;0,0216058;0,0206566
0,0208646;0,0214253;0,0194516;0,0199118
0,0213291;0,0213088;0,0196649;0,0188946
0,0220427;0,0216824;0,0223424;0,0241425
0,0216842;0,0205815;0,0203054;0,0202128
0,0222467;0,0204458;0,0209814;0,0203665
0,0198699;0,0202564;0,0200993;0,0199787
0,021204;0,0202934;0,0201767;0,0198878
0,0201703;0,0194536;0,0217776;0,0218142
0,0211688;0,0225261;0,020984;0,0202973
0,0198875;0,0204012;0,0209189;0,0209599
0,0214836;0,0207648;0,0211957;0,0228384
0,0226075;0,0209304;0,0207206;0,0226667
0,0205117;0,0216253;0,021696;0,0203069
0,0211527;0,0211981;0,0208144;0,0211389
0,0219367;0,0219232;0,0200149;0,0208523
0,0195773;0,0200358;0,0218637;0,0206641
0,0210353;0,0205616;0,0197349;0,0208506
0,0206898;0,0212543;0,01973;0,020296
0,0202052;0,0210989;0,0219389;0,0206823
0,0215758;0,0200861;0,0204283;0,021265
0,0206065;0,0224753;0,0236544;0,0214558
0,0215437;0,0209792;0,0190794;0,0204573
0,0196059;0,0211543;0,0188538;0,0218577
0,0211641;0,0199754;0,023031;0,0193887
0,0209768;0,0210953;0,01952;0,0208428
0,0206231;0,0200246;0,0221777;0,0195244
0,0192525;0,0206598;0,0203337;0,0204829
0,0200618;0,0207297;0,0209913;0,021301
0,0220929;0,0210131;0,02167;0,021468
0,0200451;0,0212643;0,0212847;0,0208209
0,0203305;0,0188429;0,0194996;0,0210202
0,0206699;0,0224981;0,0221969;0,0201249
0,0223583;0,0216075;0,0201303;0,0189966
0,0200077;0,020423;0,019954;0,0220733
0,0208166;0,0206871;0,0208658;0,0196436
0,0217045;0,0207215;0,0211107;0,0220449
0,0204124;0,0199763;0,0226902;0,0200552
0,0211308;0,0212602;0,0200901;0,0204574
0,0215098;0,0188389;0,019536;0,0220437
0,0198483;0,023732;0,018772;0,0224331
0,0209661;0,0216916;0,0205196;0,0202805
0,0199961;0,0209308;0,0205513;0,0245381
0,0205225;0,022625;0,0203247;0,0200736
0,0222928;0,0197931;0,0188775;0,0219623
0,0199152;0,022289;0,022442;0,0208469
0,0202934;0,0200535;0,0224959;0,0210011
0,0223323;0,0200454;0,0215731;0,0224384
0,0203776;0,0205303;0,0220839;0,0191226
0,0237479;0,0232688;0,0223922;0,0218244
0,0185414;0,0201254;0,0226204;0,019814
0,0191756;0,020909;0,0192747;0,0202696
0,0210035;0,022582;0,0217765;0,0221473
0,0198985;0,0217469;0,0239336;0,0208267
0,020878;0,0209462;0,0206697;0,0184976
0,0204012;0,020017;0,0208115;0,022632
0,0212096;0,0212944;0,0211907;0,0202683
0,0208475;0,0202671;0,0202533;0,0213296
0,0212965;0,0208632;0,0211084;0,0203173
0,020296;0,0204737;0,0207413;0,0208935
0,0205084;0,0199734;0,0208291;0,020341
0,0204014;0,0205828;0,0204854;0,0219166
0,0241394;0,020128;0,0207966;0,0199932
0,0202561;0,0202553;0,0212224;0,0211957
0,0204838;0,0207686;0,0211643;0,0220002
0,0212399;0,0209973;0,0211427;0,0199785
0,0216769;0,0213482;0,0206343;0,0208567
0,0192185;0,0201874;0,0205654;0,0211485
0,0223812;0,020791;0,0211713;0,0210275
0,0197406;0,020236;0,0203822;0,0209017
0,0216848;0,0218524;0,0215626;0,0201247
0,0194558;0,0227851;0,0210684;0,0202945
0,0211339;0,0196419;0,0221678;0,0205033
0,0205025;0,0211762;0,0198488;0,0205813
0,0228184;0,0204781;0,0208549;0,021164
0,0208604;0,019959;0,023523;0,0203715
0,0196115;0,0216422;0,0227369;0,0195916
0,0219714;0,0210439;0,0201983;0,0195965
0,0199394;0,0190499;0,0209727;0,0236808
0,01928;0,0222743;0,0211413;0,0219389
0,0205346;0,0187282;0,0223268;0,0215913
0,0215071;0,0232726;0,0196738;0,020233
0,0186055;0,0233381;0,0188243;0,0222212
0,0222565;0,0194226;0,0209415;0,0201601
0,0227306;0,021214;0,0205274;0,0207874
0,0218546;0,0209783;0,0202655;0,0207836
0,0212119;0,0199836;0,0224723;0,0210042
0,0198546;0,0223755;0,0211804;0,0212447
0,0212009;0,0208461;0,0188968;0,0215017
0,0219301;0,0224011;0,0205448;0,0201078
0,0194326;0,0202919;0,0206444;0,0211139
0,0214327;0,0238105;0,020803;0,0198254
0,019824;0,0213219;0,0207849;0,0214688
0,020608;0,0227783;0,0209254;0,0236039
0,0210284;0,0233097;0,0214672;0,019216
0,0203495;0,0188446;0,0209545;0,0225307
0,0228706;0,0225639;0,0217181;0,0202956
0,0199665;0,0203328;0,0204382;0,0222011
0,0197846;0,0223046;0,020017;0,0194825
0,0207466;0,0200933;0,0195347;0,0204002
0,0204937;0,0194841;0,0198085;0,0209501
0,0196549;0,0203535;0,0246413;0,0211062
0,0210302;0,0206882;0,0233249;0,0195839
0,0209731;0,0215668;0,0195012;0,0214211
0,0192962;0,0198724;0,019518;0,0214191
0,0220369;0,0219032;0,0204956;0,0199649
0,0205949;0,0193559;0,0210546;0,0208133
0,0209492;0,0203237;0,0205937;0,0212223
0,0206825;0,021651;0,0210127;0,0209686
0,0219883;0,0206669;0,020226;0,0198338
0,02126;0,0226888;0,0201569;0,0204211
0,0230372;0,0195947;0,0223183;0,019945
0,0216809;0,0205593;0,0216209;0,0208197
0,0212999;0,0213246;0,020689;0,0227507
0,0204177;0,0199991;0,0212635;0,0190635
0,0211189;0,0214288;0,0212138;0,0204703
0,0199274;0,0216657;0,0222061;0,0218343
0,0186384;0,0197016;0,0201695;0,0209872
0,020422;0,0199993;0,0206561;0,0199805
0,0212646;0,020112;0,0221054;0,020756
0,0204562;0,0202267;0,0197905;0,0203711
0,020444;0,0193105;0,0213759;0,0206981
0,0201795;0,0199445;0,0208645;0,0213367
0,0199223;0,0211336;0,0198969;0,0211942
0,021577;0,0201465;0,021302;0,0214144
0,0200923;0,0201924;0,0201919;0,0212443
0,0215135;0,0212698;0,0209726;0,0214975
0,0192278;0,0210964;0,021486;0,020871
0,0225676;0,0213268;0,0206508;0,0203433
0,0205597;0,0192632;0,0214219;0,0222429
0,0210684;0,0211104;0,019352;0,0218278
0,0203542;0,0190634;0,0203755;0,0211229
0,0200335;0,021686;0,0192859;0,0202298
0,0194577;0,0209851;0,0204345;0,0210432
0,0202745;0,0214671;0,0211358;0,0212471
0,0195528;0,0197201;0,021589;0,0197258
0,0211517;0,0211803;0,0216541;0,0202149
0,0202007;0,0221209;0,0201424;0,0217328
0,0197887;0,0208529;0,0206699;0,019825
0,0210391;0,0198568;0,0213152;0,0226289
0,0193236;0,0208628;0,0195864;0,020699
0,0228141;0,0209215;0,0206109;0,0207839
0,0231662;0,020592;0,0202046;0,0192729
0,0186592;0,0214851;0,0196495;0,0212359
0,0224108;0,0213033;0,0219575;0,0215319
0,0199961;0,0205486;0,021026;0,0203291
0,0212613;0,0210114;0,0202781;0,0214459
0,0197939;0,0190026;0,0227084;0,0207482
0,0197405;0,0240082;0,0197224;0,0211504
0,0191432;0,0208212;0,0205738;0,0219538
0,0210436;0,0217713;0,0200341;0,0212338
0,0205227;0,0209304;0,0202078;0,0214325
0,021053;0,0214567;0,0206918;0,0197273
0,0200745;0,0206562;0,0205311;0,0212214
0,021885;0,0219768;0,018528;0,0198268
0,0220694;0,0215401;0,0183513;0,0213771
0,0206677;0,0226313;0,0230867;0,0209793
0,0201409;0,0206691;0,0188984;0,0202258
0,0232829;0,0197192;0,023237;0,0196032
0,0200367;0,0207517;0,0212393;0,0222767
0,0211416;0,0208545;0,0235688;0,020737
0,0218314;0,0202907;0,0204134;0,0232781
0,0205521;0,0213105;0,0211386;0,0206799
0,0209357;0,0222226;0,0202038;0,0190354
0,0203863;0,0238131;0,0224042;0,0224893
0,0205155;0,0207447;0,0216971;0,0199652
0,0210499;0,0186558;0,0213289;0,0222967
0,0224949;0,0228523;0,0201966;0,0224611
0,0213192;0,0209991;0,0196829;0,0226743
0,0204941;0,0191961;0,0230019;0,0221463
0,0208422;0,0212931;0,0231704;0,0216528
0,0206571;0,0191357;0,0192562;0,0205451
0,0218118;0,0217624;0,0226451;0,0194995
0,0200336;0,0201748;0,0198156;0,0199794
0,0219803;0,0226492;0,0221932;0,0197689
0,0203259;0,0202039;0,0207607;0,0204146
0,0209044;0,0226013;0,0186321;0,0227675
0,0202468;0,01943;0,0197781;0,0189736
0,0213728;0,0220069;0,0224783;0,0236828
0,0211198;0,019527;0,0194199;0,0194328
0,0206763;0,0218374;0,0231474;0,0227651
0,0202308;0,0207755;0,0203099;0,022844
0,0210649;0,0227425;0,0215873;0,0200309
0,0202915;0,0196273;0,0209979;0,0237628
0,0206083;0,0211783;0,022188;0,0224004
0,0199819;0,0193959;0,019148;0,0212904
0,0214515;0,0223988;0,0237273;0,0216173
0,0199051;0,022441;0,0201599;0,019936
0,0219334;0,0203797;0,0196608;0,0225647
0,0193396;0,0223229;0,0203207;0,0227652
0,0218134;0,022036;0,018288;0,0203253
0,018266;0,0197204;0,023542;0,021866
0,0226335;0,0219809;0,0223511;0,0198604
0,0205249;0,0190171;0,0206561;0,0201634
0,0200359;0,0206866;0,0217069;0,0204872
0,0197944;0,0231369;0,0198893;0,021098
0,0224747;0,0203319;0,0206261;0,0220095
0,0200262;0,0205084;0,0208378;0,0214678
0,0220573;0,0204155;0,0215583;0,0204389
0,0212339;0,0224601;0,0219619;0,0207363
0,0210574;0,0201352;0,0218766;0,0209322
0,0199352;0,0213773;0,0224469;0,0207526
0,0205306;0,0220046;0,0190807;0,0210125
0,0212721;0,0210227;0,0218729;0,0202179
0,0206638;0,0204483;0,0190338;0,0209231
0,0205308;0,0207638;0,0209358;0,0205646
0,0213699;0,0192832;0,0207801;0,0218886
0,0212758;0,0216225;0,0201724;0,0223343
0,0218969;0,0193659;0,0216737;0,0202378
0,0198571;0,0199712;0,0210917;0,0231977
0,0220721;0,0230208;0,0205813;0,0207187
0,0206007;0,0196557;0,0213186;0,0199452
0,0210358;0,0216982;0,0216181;0,0209308
0,0201973;0,0206911;0,0202795;0,0193582
0,0213789;0,0226277;0,0201295;0,0207479
0,0206732;0,0194949;0,0207635;0,0191503
0,0207591;0,0221686;0,0204391;0,0228749
0,020475;0,0195807;0,0197819;0,0194747
0,0210164;0,0230852;0,0233949;0,0219455
0,0221606;0,0190272;0,0208952;0,0197719
0,0209765;0,0214249;0,0220851;0,0206168
0,0203523;0,0204271;0,0214943;0,0206013
0,0208341;0,0224829;0,0198024;0,0214374
0,0213435;0,0199723;0,0214141;0,0209058
0,020766;0,0220339;0,021916;0,020416
0,0203961;0,0213741;0,02093;0,0205922
0,0222486;0,021393;0,0201684;0,0200544
0,0208693;0,0206863;0,0217525;0,0220795
0,0203589;0,0210692;0,0207991;0,0224711
0,0202638;0,0204172;0,0210883;0,0219694
0,0210404;0,0222618;0,0208712;0,0204672
0,0200407;0,0210295;0,0208724;0,0212917
0,021984;0,0209425;0,0209478;0,0207187
0,0197786;0,0220217;0,0203041;0,0227201
0,0211215;0,0204918;0,0215366;0,0227055
0,0214374;0,0203094;0,0192294;0,0203509
0,0219174;0,0193087;0,0187646;0,0213128
0,0214765;0,0208574;0,0206339;0,0201825
0,0202162;0,0200054;0,0215265;0,020594
0,0215573;0,0219083;0,0203137;0,0201292
0,0201318;0,0206074;0,0210681;0,0191183
0,0214631;0,0213987;0,0235623;0,0188535
0,0208595;0,0188767;0,0195403;0,0202748
0,0216919;0,0224535;0,0212021;0,0211805
0,0203595;0,0205088;0,022467;0,0223257
0,0189098;0,0204628;0,0233065;0,0202661
0,0216439;0,0194573;0,0228512;0,0193872
0,0207382;0,0209941;0,0231018;0,0200235
0,0209717;0,0220999;0,0200034;0,0197786
0,0221142;0,0209144;0,0197426;0,0198729
0,0202062;0,0208569;0,0211363;0,0222637
0,0230935;0,0207083;0,0202318;0,0223487
0,0199369;0,0215255;0,0220053;0,0197702
0,0218788;0,0205708;0,020457;0,0220124
0,0199603;0,0213855;0,0214203;0,0212286
0,020619;0,0215618;0,0206758;0,020911
0,0214129;0,0195248;0,0200202;0,0208835
0,0197221;0,0220853;0,0219916;0,0217643
0,0216085;0,0207215;0,0215683;0,020688
0,0200671;0,022067;0,0222458;0,0216071
0,0206794;0,0201421;0,0209715;0,0203882
0,0222064;0,0220334;0,0221747;0,0216123
0,0206196;0,0194007;0,0193898;0,0203265
0,0205246;0,0202768;0,0217325;0,0200651
0,0211515;0,0206799;0,0200585;0,0209204
0,021841;0,0203009;0,0197976;0,0206191
0,0196141;0,0214285;0,0194757;0,0204385
0,020798;0,0193749;0,0211952;0,0193753
0,019823;0,0191975;0,0187257;0,0205813
0,0200586;0,0211197;0,0222628;0,0224027
0,0201464;0,0192761;0,0213909;0,0214938
0,0208901;0,0205804;0,0209351;0,0201699
0,0220887;0,0206982;0,0197471;0,0207906
0,0188604;0,0217501;0,0224345;0,0203919
0,0218588;0,0191604;0,0201217;0,020101
0,0208001;0,0195546;0,0209493;0,0217282
0,0208175;0,023843;0,022679;0,0206256
0,0211962;0,0190861;0,0237883;0,0215087
0,0204189;0,0230233;0,0216658;0,0207252
0,0218563;0,0194909;0,0199051;0,0210157
0,0208257;0,0210699;0,0230642;0,0212788
0,0208099;0,0192283;0,0221713;0,0197017
0,0225911;0,0224782;0,0198737;0,0232954
0,0181273;0,0197195;0,0198379;0,0188966
0,0228228;0,0221465;0,0214589;0,0206221
0,0210926;0,0218212;0,0227847;0,0211808
0,0200957;0,0197556;0,0224921;0,0203919
0,0233905;0,0206966;0,0225964;0,0213124
0,0197735;0,020991;0,0199729;0,0202344
0,0209139;0,0206827;0,0218111;0,0213337
0,0218073;0,0208902;0,0215448;0,0196666
0,021597;0,0221202;0,0197266;0,0219343
0,019856;0,0200353;0,0203612;0,0190482
0,0231773;0,0203721;0,0214528;0,020433
0,0193201;0,0230412;0,0218513;0,020973
0,0214048;0,0217776;0,0211273;0,0200676
0,0196186;0,0215972;0,0212909;0,0237813
0,0224783;0,0216822;0,0216707;0,0213867
0,0203398;0,0186082;0,0219921;0,0229318
0,0208377;0,0213161;0,0201582;0,0204752
0,0216414;0,0196458;0,0202238;0,0202193
0,0196021;0,022189;0,0224229;0,0200065
0,0197339;0,0201033;0,0235087;0,0207213
0,0216164;0,0227843;0,020226;0,020418
0,0194518;0,021121;0,020477;0,020781
0,0207621;0,021321;0,0222034;0,0205742
0,0212513;0,0211076;0,0194392;0,0208732
0,021011;0,0219331;0,0220213;0,0213768
0,0215335;0,019285;0,0196676;0,0213102
0,0221819;0,0201733;0,0205615;0,0208237
0,0198243;0,0204001;0,0213735;0,0197443
0,0219384;0,0216473;0,0211868;0,0212223
0,0214581;0,0205562;0,0220001;0,0206492
0,0195555;0,0235128;0,0240628;0,0210126
0,0195154;0,0189957;0,0187502;0,0193185
0,0205413;0,0197048;0,0211909;0,0195284
0,0209239;0,0220516;0,0205691;0,0239182
0,0207533;0,0206786;0,0199055;0,0189989
0,021213;0,0213171;0,0227599;0,0213707
0,0200762;0,0198146;0,0206373;0,0193841
0,0226681;0,0211952;0,0209055;0,0201404
0,0229626;0,0186472;0,0205187;0,0210651
0,0192046;0,0202334;0,0209241;0,0196738
0,0187646;0,0200671;0,0206185;0,0215694
0,0214898;0,0204404;0,0215724;0,018296
0,020258;0,0206682;0,0217266;0,0189739
0,0198617;0,0207405;0,0207211;0,0209156
0,0200953;0,0195659;0,0223192;0,0209138
0,0201383;0,0219863;0,0216476;0,0223166
0,020387;0,0211215;0,0194429;0,0212262
0,0201328;0,0214368;0,0227494;0,0198823
0,022886;0,0204904;0,0214171;0,020697
0,0192003;0,0210542;0,0219725;0,0204832
0,0205277;0,0225965;0,0204049;0,0209668
0,0217251;0,0186689;0,0206048;0,0184559
0,0212977;0,0225921;0,0217191;0,0209761
0,0201658;0,0214773;0,0211892;0,0204458
0,0216131;0,0222235;0,0217838;0,0206143
0,0211263;0,0198921;0,0200578;0,0218143
0,0201876;0,020492;0,0204755;0,0193351
0,0205669;0,0204506;0,0201366;0,0244952
0,0203662;0,0215672;0,0204452;0,0195684
0,0222414;0,0209696;0,0205538;0,0208983
0,0213448;0,0205204;0,0211692;0,0185076
0,0218358;0,020164;0,0210837;0,0213745
0,0218282;0,0211241;0,0199963;0,022215
0,0212115;0,0214135;0,0210701;0,0205241
0,018451;0,0209037;0,0221572;0,0218109
0,0225637;0,0208778;0,0207144;0,0188354
0,020348;0,0218423;0,0209526;0,0186734
0,0222586;0,0190519;0,0200714;0,023069
0,0196403;0,0234211;0,0208378;0,021313
0,0207996;0,0214713;0,0207482;0,019706
0,0217533;0,0188274;0,02111;0,0207211
0,0205031;0,0242284;0,0203244;0,0198917
0,019447;0,0239255;0,0218182;0,0216709
0,0197885;0,021864;0,0203523;0,0204644
0,0198974;0,0179679;0,0215042;0,020798
0,0195329;0,0216186;0,0215276;0,0210889
0,0212668;0,0201295;0,0208382;0,0206261
0,021836;0,0215549;0,0201609;0,0222452
0,0217877;0,0200651;0,0215744;0,0216597
0,0218727;0,0225261;0,0191391;0,0211744
0,0207596;0,0191198;0,0202598;0,0205477
0,0198748;0,0212007;0,0203099;0,0216978
0,0212715;0,0214773;0,0205994;0,0197662
0,0203322;0,0186702;0,0197695;0,0227619
0,0211209;0,0217678;0,02127;0,020875
0,0212521;0,0224657;0,0210954;0,0204924
0,0201808;0,0196032;0,0204374;0,0202121
0,0208904;0,0216126;0,0192753;0,0212412
0,0201018;0,019154;0,0229468;0,0197617
0,0195556;0,0227437;0,0196291;0,0206106
0,0211954;0,0190194;0,0225577;0,0204396
0,0225272;0,0211914;0,0207348;0,021245
0,0227866;0,0212656;0,0225443;0,0214458
0,0203417;0,021397;0,0221598;0,020347
0,0204202;0,0203545;0,02145;0,0208142
0,0199897;0,022025;0,0201885;0,0211955
0,0217789;0,0183235;0,0216217;0,0203906
0,0213449;0,0230685;0,0203959;0,0204855
0,0193266;0,0217349;0,0223785;0,0208439
0,0215775;0,0187999;0,0219308;0,0211348
0,0220534;0,0231312;0,0216195;0,0223157
